,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.0069009745223682995,0.08270664951124447,0.07700198746466423,0.039750788907413966,2038868.637579627,1421.6079470861644,1323.5529895833333,0.03758048688666827,0.6286534115958297
1,0.0009968518483441666,0.031492598088918695,0.028673191535324997,0.015348731841082167,294517.41964123346,541.3132773584538,492.85175739247325,0.014478743476811032,0.9692127601418449
2,0.0005742051003087667,0.0235291375531869,0.019437395838795668,0.007524071876952467,169647.4640664547,404.43260785815283,334.1013911290324,0.0072116474511960335,0.9835099033489736
3,0.001918301077009,0.0437951334713795,0.03325957398861249,0.013440950987241332,566754.7248760154,752.7747493863216,571.6842222222218,0.012858992499010633,0.9405601182170608
4,0.009866117751129567,0.09931413046162896,0.09604075298911184,0.0294298362808918,2914914.5071970862,1707.0679479895168,1650.8033803763444,0.028450545446438765,0.8820763580509281
5,0.010602953847900567,0.10088060223272777,0.09026122894875234,0.03180996093779873,4762377.673319124,2137.9923479148924,1912.932965277778,0.030825907782279532,0.630981290288786
6,0.002710661489955133,0.04668555170090627,0.04337830905606264,0.03499204277264247,4053165.799938155,1805.2696109038861,1677.3827637768816,0.03364373512233257,0.4295939046124085
7,0.002149302939941,0.044525741158927636,0.042474014191118264,0.04224575931999447,3213787.6980808326,1721.7532186776768,1642.415574596774,0.040248656127333894,0.72441571335838
8,0.0008292472369097,0.028660042971984934,0.02466665766792417,0.0357696330972177,2553779.7996329484,1590.4739230100797,1368.863015252976,0.0340594326896974,0.5909493685159296
9,0.0014162230568164,0.03473222697779663,0.0322719108638355,0.04763092261119697,4975817.290042185,2058.728174766215,1912.8947244623657,0.045454247820511134,0.4055138232897753
10,0.00023686744214816667,0.014819236721849934,0.012276292170934533,0.01932904809517197,900584.8103817748,913.7670618280011,756.9665954861108,0.0184245735175985,0.8559747735108822
11,0.0017129777822017,0.04137991709659917,0.035154458419735,0.07289383110146073,6512853.774277902,2551.522575044602,2167.655246135753,0.06844005566230153,0.4269818889032471
Mean,0.003326223674586039,0.04937674732892924,0.04457464776123931,0.032513798152422065,2746422.4665861116,1467.2252868186636,1317.675385474337,0.03097308537351495,0.7057019428195038
