,BTC
XRP,1.4433990713626477e-07
ETH,2.8946734642282524e-05
XEM,0.00028765413047015
QTUM,0.0003353207893177
SC,0.0006570342898785
MAID,0.0018266674664326
ARK,0.0022810555823208
USDT,0.00266549454331435
KMD,0.0032939292322444
RLC,0.0166015654334982
ETC,0.0176358894884187
LSK,0.01871140710366315
DOGE,0.019021658445576697
ZEN,0.024746868489774997
MONA,0.0256883789081656
SYS,0.03152733393127225
ANT,0.040469286222812706
XWC,0.041808586042020604
DGB,0.0594292303896391
GNO,0.08963491463269245
FIRO,0.16246481464526294
DCR,0.38690966777511726
VERI,0.4730021292665134
CON,0.5461911320714045
STEEM,0.6135869511914189
BTS,0.660731996878106
