TIMESTAMP,MGOD_OPEN_PRICE_USD,MGOD_HIGH_PRICE_USD,MGOD_LOW_PRICE_USD,MGOD_CLOSE_PRICE_USD,MGOD_VOLUME_USD,MGOD_DIVIDENDS_USD,MGOD_STOCK_SPLITS_USD
2021-12-16 00:00:00+00:00,3.1728808879852295,3.70353102684021,0.8178719878196716,1.0474250316619873,11798053,0.0,0.0
2021-12-17 00:00:00+00:00,1.0472949743270874,1.1992219686508179,0.8127449750900269,0.9193879961967468,12827902,0.0,0.0
2021-12-18 00:00:00+00:00,0.9184859991073608,0.9519860148429871,0.8217480182647705,0.8471109867095947,3176939,0.0,0.0
2021-12-19 00:00:00+00:00,0.8470309972763062,0.9043920040130615,0.8023669719696045,0.8264610171318054,1221978,0.0,0.0
2021-12-20 00:00:00+00:00,0.8269879817962646,0.8279780149459839,0.6202930212020874,0.673774003982544,1221490,0.0,0.0
2021-12-21 00:00:00+00:00,0.6738160252571106,0.8015239834785461,0.6440659761428833,0.7977060079574585,1015925,0.0,0.0
2021-12-22 00:00:00+00:00,0.7978529930114746,0.8728100061416626,0.6944199800491333,0.7135879993438721,945055,0.0,0.0
2021-12-23 00:00:00+00:00,0.7139670252799988,1.0534050464630127,0.6796190142631531,0.9427610039710999,1663425,0.0,0.0
2021-12-24 00:00:00+00:00,0.942795991897583,1.0301480293273926,0.8751760125160217,1.0170619487762451,2103430,0.0,0.0
2021-12-25 00:00:00+00:00,1.0168520212173462,1.0239030122756958,0.8511059880256653,0.9147300124168396,1457255,0.0,0.0
2021-12-26 00:00:00+00:00,0.914726972579956,0.9210489988327026,0.7893109917640686,0.8443769812583923,676610,0.0,0.0
2021-12-27 00:00:00+00:00,0.8442620038986206,0.886568009853363,0.7952430248260498,0.8097379803657532,661913,0.0,0.0
2021-12-28 00:00:00+00:00,0.8099910020828247,0.9446439743041992,0.7945520281791687,0.9080719947814941,1045657,0.0,0.0
2021-12-29 00:00:00+00:00,0.9078850150108337,0.9789419770240784,0.8349180221557617,0.8930299878120422,1512014,0.0,0.0
2021-12-30 00:00:00+00:00,0.892973005771637,0.9229819774627686,0.81973797082901,0.8493189811706543,1238141,0.0,0.0
2021-12-31 00:00:00+00:00,0.8492940068244934,0.872277021408081,0.816694974899292,0.8289179801940918,670004,0.0,0.0
2022-01-01 00:00:00+00:00,0.8288779854774475,0.8413599729537964,0.7946040034294128,0.8003590106964111,382410,0.0,0.0
2022-01-02 00:00:00+00:00,0.8003559708595276,0.8040850162506104,0.7175840139389038,0.7265549898147583,530185,0.0,0.0
2022-01-03 00:00:00+00:00,0.7265589833259583,0.7437959909439087,0.6721130013465881,0.6730970144271851,739584,0.0,0.0
2022-01-04 00:00:00+00:00,0.6730949878692627,0.733476996421814,0.6368820071220398,0.7028089761734009,972755,0.0,0.0
2022-01-05 00:00:00+00:00,0.7028210163116455,0.7161999940872192,0.6024019718170166,0.6213579773902893,1005127,0.0,0.0
2022-01-06 00:00:00+00:00,0.6213439702987671,0.7179250121116638,0.6074060201644897,0.6110380291938782,629740,0.0,0.0
2022-01-07 00:00:00+00:00,0.6110420227050781,1.1125969886779785,0.6110420227050781,0.9584919810295105,3888245,0.0,0.0
2022-01-08 00:00:00+00:00,0.958499014377594,1.1301440000534058,0.8791090250015259,1.1078870296478271,4554791,0.0,0.0
2022-01-09 00:00:00+00:00,1.1078870296478271,1.3617589473724365,0.9830970168113708,1.296370029449463,2425238,0.0,0.0
2022-01-10 00:00:00+00:00,1.296370029449463,1.3003480434417725,1.0436370372772217,1.0473719835281372,1907446,0.0,0.0
2022-01-11 00:00:00+00:00,1.0473719835281372,1.268381953239441,1.007290005683899,1.2125389575958252,1283603,0.0,0.0
2022-01-12 00:00:00+00:00,1.212546944618225,1.2929060459136963,1.093729019165039,1.2929060459136963,1313833,0.0,0.0
2022-01-13 00:00:00+00:00,1.2929060459136963,1.6837029457092285,1.2911380529403687,1.5770540237426758,4444506,0.0,0.0
2022-01-14 00:00:00+00:00,1.5770540237426758,1.5770540237426758,1.198470950126648,1.203935980796814,4545981,0.0,0.0
2022-01-15 00:00:00+00:00,1.204002022743225,1.274204969406128,1.117508053779602,1.2067019939422607,2009704,0.0,0.0
2022-01-16 00:00:00+00:00,1.206725001335144,1.4111390113830566,1.0554519891738892,1.156540036201477,1915610,0.0,0.0
2022-01-17 00:00:00+00:00,1.1566050052642822,1.2590199708938599,0.8082870244979858,0.8947589993476868,3133291,0.0,0.0
2022-01-18 00:00:00+00:00,0.894769012928009,1.0215790271759033,0.8488820195198059,0.8762360215187073,2576433,0.0,0.0
2022-01-19 00:00:00+00:00,0.8762140274047852,1.118088960647583,0.8578050136566162,0.9799889922142029,1591044,0.0,0.0
2022-01-20 00:00:00+00:00,0.9800230264663696,1.0578620433807373,0.8806589841842651,0.9313769936561584,1683064,0.0,0.0
2022-01-21 00:00:00+00:00,0.9313880205154419,0.9358059763908386,0.7193170189857483,0.7300710082054138,1444409,0.0,0.0
2022-01-22 00:00:00+00:00,0.7300260066986084,0.8069069981575012,0.6412659883499146,0.6935750246047974,952423,0.0,0.0
2022-01-23 00:00:00+00:00,0.6935989856719971,0.8611940145492554,0.6874489784240723,0.8089690208435059,782264,0.0,0.0
2022-01-24 00:00:00+00:00,0.8089489936828613,0.8115959763526917,0.6736389994621277,0.7279180288314819,830112,0.0,0.0
2022-01-25 00:00:00+00:00,0.7279300093650818,0.7480589747428894,0.6342939734458923,0.692861020565033,897730,0.0,0.0
2022-01-26 00:00:00+00:00,0.6928369998931885,0.849789023399353,0.6864619851112366,0.7655779719352722,1101545,0.0,0.0
