TIMESTAMP,SUBF_OPEN_PRICE_USD,SUBF_HIGH_PRICE_USD,SUBF_LOW_PRICE_USD,SUBF_CLOSE_PRICE_USD,SUBF_VOLUME_USD,SUBF_DIVIDENDS_USD,SUBF_STOCK_SPLITS_USD
2024-04-02 00:00:00+00:00,,,,0.0,31516,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,168099,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,166972,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,111010,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,136526,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,104482,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,100670,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,94190,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,103237,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,125112,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,104725,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,175389,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,131948,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,116312,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,159600,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,92971,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,103648,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,78539,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,57024,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,113649,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,105704,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,119785,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,127814,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,166563,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,334306,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,270848,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,311163,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,263901,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,275417,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,235100,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,190305,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,330126,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,275501,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,280339,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,288363,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,292705,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,899540,0.0,0.0
