TIMESTAMP,9MM_OPEN_PRICE_USD,9MM_HIGH_PRICE_USD,9MM_LOW_PRICE_USD,9MM_CLOSE_PRICE_USD,9MM_VOLUME_USD,9MM_DIVIDENDS_USD,9MM_STOCK_SPLITS_USD
2024-06-07 00:00:00+00:00,0.0005489999894052744,0.0008069999748840928,0.0002229999954579398,0.0003110000106971711,411817,0.0,0.0
2024-06-08 00:00:00+00:00,0.0003110000106971711,0.0007399999885819852,0.000295000005280599,0.0006040000007487833,118425,0.0,0.0
2024-06-09 00:00:00+00:00,0.0006040000007487833,0.0007859999896027148,0.00039500001003034413,0.0005070000188425183,128515,0.0,0.0
2024-06-10 00:00:00+00:00,0.0005070000188425183,0.0006600000197067857,0.00034100000630132854,0.0004180000105407089,186485,0.0,0.0
2024-06-11 00:00:00+00:00,0.0004180000105407089,0.00042799999937415123,0.00019799999427050352,0.0002479999966453761,381704,0.0,0.0
2024-06-12 00:00:00+00:00,0.0002479999966453761,0.0002479999966453761,9.600000339560211e-05,0.00011999999696854502,58599,0.0,0.0
2024-06-13 00:00:00+00:00,0.00011999999696854502,0.0001539999939268455,7.599999662488699e-05,0.00013000000035390258,44815,0.0,0.0
2024-06-14 00:00:00+00:00,0.00013000000035390258,0.0009469999931752682,0.0001289999927394092,0.0009169999975711107,866599,0.0,0.0
2024-06-15 00:00:00+00:00,0.0009319999953731894,0.0012659999774768949,0.00035200000274926424,0.0005290000117383897,1161566,0.0,0.0
2024-06-16 00:00:00+00:00,0.0005039999959990382,0.0010270000202581286,0.00038300000596791506,0.0006810000049881637,586404,0.0,0.0
2024-06-17 00:00:00+00:00,0.0006810000049881637,0.000990999978967011,0.0004900000058114529,0.0007989999721758068,656189,0.0,0.0
2024-06-18 00:00:00+00:00,0.000805000017862767,0.0014929999597370625,0.000666000007186085,0.0012179999612271786,1202372,0.0,0.0
2024-06-19 00:00:00+00:00,0.0011820000363513827,0.0014280000468716025,0.0009660000214353204,0.0010079999919980764,545619,0.0,0.0
2024-06-20 00:00:00+00:00,0.0010079999919980764,0.0010600000387057662,0.0006230000290088356,0.0006990000256337225,400203,0.0,0.0
2024-06-21 00:00:00+00:00,0.000699999975040555,0.0013119999784976244,0.0006510000093840063,0.0010920000495389104,640165,0.0,0.0
2024-06-22 00:00:00+00:00,0.0010920000495389104,0.0011360000353306532,0.000707999977748841,0.0008880000095814466,379184,0.0,0.0
2024-06-23 00:00:00+00:00,0.0008839999791234732,0.0008999999845400453,0.0006939999875612557,0.0007750000222586095,193767,0.0,0.0
2024-06-24 00:00:00+00:00,0.0007769999792799354,0.0008430000161752105,0.00048499999684281647,0.0005789999850094318,210172,0.0,0.0
2024-06-25 00:00:00+00:00,0.0005789999850094318,0.0006590000120922923,0.00035200000274926424,0.0004720000142697245,263807,0.0,0.0
2024-06-26 00:00:00+00:00,0.0004720000142697245,0.000686999992467463,0.0003859999997075647,0.00041599999531172216,187151,0.0,0.0
2024-06-27 00:00:00+00:00,0.00041599999531172216,0.0004959999932907522,0.00034699999378062785,0.0003800000122282654,132620,0.0,0.0
2024-06-28 00:00:00+00:00,0.0003800000122282654,0.00045399999362416565,0.00024300000222865492,0.00031900001340545714,99542,0.0,0.0
2024-06-29 00:00:00+00:00,0.00031900001340545714,0.0003380000125616789,0.00023499999952036887,0.0002809999859891832,69770,0.0,0.0
2024-06-30 00:00:00+00:00,0.0002809999859891832,0.00039500001003034413,0.0002800000074785203,0.00031400000443682075,52771,0.0,0.0
2024-07-01 00:00:00+00:00,0.0003129999968223274,0.00043799998820759356,0.00029299999005161226,0.0003440000000409782,75428,0.0,0.0
2024-07-02 00:00:00+00:00,0.0003440000000409782,0.00039000000106170774,0.0003100000030826777,0.00036800000816583633,47466,0.0,0.0
2024-07-03 00:00:00+00:00,0.00036800000816583633,0.0005649999948218465,0.00035700001171790063,0.0004710000066552311,109859,0.0,0.0
2024-07-04 00:00:00+00:00,0.0004710000066552311,0.0004920000210404396,0.00028199999360367656,0.00030499999411404133,147278,0.0,0.0
2024-07-05 00:00:00+00:00,0.00030499999411404133,0.0003870000073220581,0.00023700000019744039,0.00026699999580159783,107034,0.0,0.0
