TIMESTAMP,BRANDY_OPEN_PRICE_USD,BRANDY_HIGH_PRICE_USD,BRANDY_LOW_PRICE_USD,BRANDY_CLOSE_PRICE_USD,BRANDY_VOLUME_USD,BRANDY_DIVIDENDS_USD,BRANDY_STOCK_SPLITS_USD
2025-05-22 00:00:00+00:00,0.0008759999764151871,0.0011899999808520079,0.0007890000124461949,0.001158999977633357,117044,0.0,0.0
2025-05-23 00:00:00+00:00,0.001158999977633357,0.0011729999678209424,0.0007559999939985573,0.0007559999939985573,20104,0.0,0.0
2025-05-24 00:00:00+00:00,0.0007559999939985573,0.0009389999904669821,0.0007559999939985573,0.0007989999721758068,15231,0.0,0.0
2025-05-25 00:00:00+00:00,0.0007989999721758068,0.0010179999517276883,0.0007559999939985573,0.0009749999735504389,14117,0.0,0.0
2025-05-26 00:00:00+00:00,0.0009749999735504389,0.0010420000180602074,0.0007730000070296228,0.000901999999769032,74967,0.0,0.0
2025-05-27 00:00:00+00:00,0.000901999999769032,0.000901999999769032,0.0007229999755509198,0.0007689999765716493,26636,0.0,0.0
2025-05-28 00:00:00+00:00,0.0007689999765716493,0.0009430000209249556,0.0005249999812804163,0.0006549999816343188,41599,0.0,0.0
2025-05-29 00:00:00+00:00,0.0006549999816343188,0.0008280000183731318,0.0006479999865405262,0.0006929999799467623,7189,0.0,0.0
2025-05-30 00:00:00+00:00,0.0006929999799467623,0.00072900002123788,0.0006670000148005784,0.0007149999728426337,0,0.0,0.0
2025-05-31 00:00:00+00:00,0.0007149999728426337,0.0007149999728426337,0.000582000007852912,0.000590000010561198,6409,0.0,0.0
2025-06-01 00:00:00+00:00,0.0005902133998461068,0.0006000578869134188,0.0005767254042439163,0.0005935720400884748,2378,0.0,0.0
