TIMESTAMP,FWC_OPEN_PRICE_USD,FWC_HIGH_PRICE_USD,FWC_LOW_PRICE_USD,FWC_CLOSE_PRICE_USD,FWC_VOLUME_USD,FWC_DIVIDENDS_USD,FWC_STOCK_SPLITS_USD
2022-03-10 00:00:00+00:00,,,,0.0,2960745,0.0,0.0
2022-03-11 00:00:00+00:00,,,,0.0,9599586,0.0,0.0
2022-03-12 00:00:00+00:00,,,,0.0,8768386,0.0,0.0
2022-03-13 00:00:00+00:00,,,,0.0,3335041,0.0,0.0
2022-03-14 00:00:00+00:00,,,,0.0,1560855,0.0,0.0
2022-03-15 00:00:00+00:00,,,,0.0,725174,0.0,0.0
2022-03-16 00:00:00+00:00,,,,0.0,997172,0.0,0.0
2022-03-17 00:00:00+00:00,,,,0.0,1045578,0.0,0.0
2022-03-18 00:00:00+00:00,,,,0.0,669738,0.0,0.0
2022-03-19 00:00:00+00:00,,,,0.0,756524,0.0,0.0
2022-03-20 00:00:00+00:00,,,,0.0,938858,0.0,0.0
2022-03-21 00:00:00+00:00,,,,0.0,505189,0.0,0.0
2022-03-22 00:00:00+00:00,,,,0.0,972350,0.0,0.0
2022-03-23 00:00:00+00:00,,,,0.0,4625179,0.0,0.0
2022-03-24 00:00:00+00:00,,,,0.0,4527278,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,1259580,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,1862147,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,6650805,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,8607099,0.0,0.0
2022-03-29 00:00:00+00:00,,,,0.0,4618260,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,2579613,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,2048709,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,1582184,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,1226975,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,2576957,0.0,0.0
2022-04-04 00:00:00+00:00,,,,0.0,3491417,0.0,0.0
2022-04-05 00:00:00+00:00,,,,0.0,2229306,0.0,0.0
2022-04-06 00:00:00+00:00,,,,0.0,1262659,0.0,0.0
2022-04-07 00:00:00+00:00,,,,0.0,1429458,0.0,0.0
2022-04-08 00:00:00+00:00,,,,0.0,1319713,0.0,0.0
2022-04-09 00:00:00+00:00,,,,0.0,1938818,0.0,0.0
2022-04-10 00:00:00+00:00,,,,0.0,1738513,0.0,0.0
2022-04-11 00:00:00+00:00,,,,0.0,908444,0.0,0.0
2022-04-12 00:00:00+00:00,,,,0.0,836268,0.0,0.0
2022-04-13 00:00:00+00:00,,,,0.0,884308,0.0,0.0
2022-04-14 00:00:00+00:00,,,,0.0,691078,0.0,0.0
2022-04-15 00:00:00+00:00,,,,0.0,664381,0.0,0.0
2022-04-16 00:00:00+00:00,,,,0.0,646031,0.0,0.0
2022-04-17 00:00:00+00:00,,,,0.0,534376,0.0,0.0
2022-04-18 00:00:00+00:00,,,,0.0,518869,0.0,0.0
2022-04-19 00:00:00+00:00,,,,0.0,621796,0.0,0.0
2022-04-20 00:00:00+00:00,,,,0.0,549467,0.0,0.0
2022-04-21 00:00:00+00:00,,,,0.0,464276,0.0,0.0
2022-04-22 00:00:00+00:00,,,,0.0,418520,0.0,0.0
2022-04-23 00:00:00+00:00,,,,0.0,351447,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,287268,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,453041,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,1031420,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,894990,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,392287,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,363750,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,339133,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,479935,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,417844,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,265796,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,261832,0.0,0.0
2022-05-05 00:00:00+00:00,,,,0.0,277905,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,360823,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,493442,0.0,0.0
2022-05-08 00:00:00+00:00,,,,0.0,416250,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,311262,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,281583,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,345676,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,340530,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,291517,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,243323,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,428627,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,566634,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,365726,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,260810,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,239264,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,449846,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,521536,0.0,0.0
2022-05-22 00:00:00+00:00,,,,0.0,410278,0.0,0.0
2022-05-23 00:00:00+00:00,,,,0.0,284986,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,318869,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,333465,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,271723,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,232434,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,390478,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,372907,0.0,0.0
2022-05-30 00:00:00+00:00,,,,0.0,237773,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,259230,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,165727,0.0,0.0
2022-06-02 00:00:00+00:00,,,,0.0,229130,0.0,0.0
2022-06-03 00:00:00+00:00,,,,0.0,207416,0.0,0.0
2022-06-04 00:00:00+00:00,,,,0.0,169859,0.0,0.0
2022-06-05 00:00:00+00:00,,,,0.0,214134,0.0,0.0
2022-06-06 00:00:00+00:00,,,,0.0,255776,0.0,0.0
2022-06-07 00:00:00+00:00,,,,0.0,185518,0.0,0.0
2022-06-08 00:00:00+00:00,,,,0.0,314706,0.0,0.0
2022-06-09 00:00:00+00:00,,,,0.0,282050,0.0,0.0
2022-06-10 00:00:00+00:00,,,,0.0,260603,0.0,0.0
2022-06-11 00:00:00+00:00,,,,0.0,273214,0.0,0.0
2022-06-12 00:00:00+00:00,,,,0.0,308224,0.0,0.0
2022-06-13 00:00:00+00:00,,,,0.0,238215,0.0,0.0
2022-06-14 00:00:00+00:00,,,,0.0,209185,0.0,0.0
2022-06-15 00:00:00+00:00,,,,0.0,354181,0.0,0.0
2022-06-16 00:00:00+00:00,,,,0.0,496778,0.0,0.0
2022-06-17 00:00:00+00:00,,,,0.0,359717,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,228977,0.0,0.0
2022-06-19 00:00:00+00:00,,,,0.0,477424,0.0,0.0
2022-06-20 00:00:00+00:00,,,,0.0,302346,0.0,0.0
2022-06-21 00:00:00+00:00,,,,0.0,278511,0.0,0.0
2022-06-22 00:00:00+00:00,,,,0.0,337500,0.0,0.0
2022-06-23 00:00:00+00:00,,,,0.0,302105,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,249795,0.0,0.0
2022-06-25 00:00:00+00:00,,,,0.0,338119,0.0,0.0
2022-06-26 00:00:00+00:00,,,,0.0,476549,0.0,0.0
2022-06-27 00:00:00+00:00,,,,0.0,599533,0.0,0.0
2022-06-28 00:00:00+00:00,,,,0.0,207847,0.0,0.0
2022-06-29 00:00:00+00:00,,,,0.0,333046,0.0,0.0
2022-06-30 00:00:00+00:00,,,,0.0,332318,0.0,0.0
2022-07-01 00:00:00+00:00,,,,0.0,525781,0.0,0.0
2022-07-02 00:00:00+00:00,,,,0.0,371107,0.0,0.0
2022-07-03 00:00:00+00:00,,,,0.0,327741,0.0,0.0
2022-07-04 00:00:00+00:00,,,,0.0,430252,0.0,0.0
2022-07-05 00:00:00+00:00,,,,0.0,277488,0.0,0.0
2022-07-06 00:00:00+00:00,,,,0.0,217784,0.0,0.0
2022-07-07 00:00:00+00:00,,,,0.0,861372,0.0,0.0
2022-07-08 00:00:00+00:00,,,,0.0,1011599,0.0,0.0
2022-07-09 00:00:00+00:00,,,,0.0,495647,0.0,0.0
2022-07-10 00:00:00+00:00,,,,0.0,791856,0.0,0.0
2022-07-11 00:00:00+00:00,,,,0.0,801135,0.0,0.0
2022-07-12 00:00:00+00:00,,,,0.0,804581,0.0,0.0
2022-07-13 00:00:00+00:00,,,,0.0,751860,0.0,0.0
2022-07-14 00:00:00+00:00,,,,0.0,508083,0.0,0.0
2022-07-15 00:00:00+00:00,,,,0.0,582907,0.0,0.0
2022-07-16 00:00:00+00:00,,,,0.0,732159,0.0,0.0
2022-07-17 00:00:00+00:00,,,,0.0,212639,0.0,0.0
2022-07-18 00:00:00+00:00,,,,0.0,284947,0.0,0.0
2022-07-19 00:00:00+00:00,,,,0.0,301930,0.0,0.0
2022-07-20 00:00:00+00:00,,,,0.0,333137,0.0,0.0
2022-07-21 00:00:00+00:00,,,,0.0,212412,0.0,0.0
2022-07-22 00:00:00+00:00,,,,0.0,446734,0.0,0.0
2022-07-23 00:00:00+00:00,,,,0.0,180333,0.0,0.0
2022-07-24 00:00:00+00:00,,,,0.0,365840,0.0,0.0
2022-07-25 00:00:00+00:00,,,,0.0,633441,0.0,0.0
2022-07-26 00:00:00+00:00,,,,0.0,616029,0.0,0.0
2022-07-27 00:00:00+00:00,,,,0.0,189969,0.0,0.0
2022-07-28 00:00:00+00:00,,,,0.0,286070,0.0,0.0
2022-07-29 00:00:00+00:00,,,,0.0,197483,0.0,0.0
2022-07-30 00:00:00+00:00,,,,0.0,159802,0.0,0.0
2022-07-31 00:00:00+00:00,,,,0.0,372520,0.0,0.0
2022-08-01 00:00:00+00:00,,,,0.0,336957,0.0,0.0
2022-08-02 00:00:00+00:00,,,,0.0,209114,0.0,0.0
2022-08-03 00:00:00+00:00,,,,0.0,282950,0.0,0.0
2022-08-04 00:00:00+00:00,,,,0.0,174249,0.0,0.0
2022-08-05 00:00:00+00:00,,,,0.0,230603,0.0,0.0
2022-08-06 00:00:00+00:00,,,,0.0,146207,0.0,0.0
2022-08-07 00:00:00+00:00,,,,0.0,277018,0.0,0.0
2022-08-08 00:00:00+00:00,,,,0.0,293488,0.0,0.0
2022-08-09 00:00:00+00:00,,,,0.0,287358,0.0,0.0
2022-08-10 00:00:00+00:00,,,,0.0,264788,0.0,0.0
2022-08-11 00:00:00+00:00,,,,0.0,305058,0.0,0.0
2022-08-12 00:00:00+00:00,,,,0.0,215865,0.0,0.0
2022-08-13 00:00:00+00:00,,,,0.0,244882,0.0,0.0
2022-08-14 00:00:00+00:00,,,,0.0,255269,0.0,0.0
2022-08-15 00:00:00+00:00,,,,0.0,273168,0.0,0.0
2022-08-16 00:00:00+00:00,,,,0.0,269255,0.0,0.0
2022-08-17 00:00:00+00:00,,,,0.0,197694,0.0,0.0
2022-08-18 00:00:00+00:00,,,,0.0,245328,0.0,0.0
2022-08-19 00:00:00+00:00,,,,0.0,250113,0.0,0.0
2022-08-20 00:00:00+00:00,,,,0.0,219425,0.0,0.0
2022-08-21 00:00:00+00:00,,,,0.0,242709,0.0,0.0
2022-08-22 00:00:00+00:00,,,,0.0,237673,0.0,0.0
2022-08-23 00:00:00+00:00,,,,0.0,245514,0.0,0.0
2022-08-24 00:00:00+00:00,,,,0.0,235027,0.0,0.0
