TIMESTAMP,MPT28348_OPEN_PRICE_USD,MPT28348_HIGH_PRICE_USD,MPT28348_LOW_PRICE_USD,MPT28348_CLOSE_PRICE_USD,MPT28348_VOLUME_USD,MPT28348_DIVIDENDS_USD,MPT28348_STOCK_SPLITS_USD
2023-11-03 00:00:00+00:00,0.013515000231564045,0.01487599965184927,0.013469000346958637,0.014085999689996243,3439,0.0,0.0
2023-11-04 00:00:00+00:00,0.014085999689996243,0.015448999591171741,0.013705000281333923,0.01370800007134676,3198,0.0,0.0
2023-11-05 00:00:00+00:00,0.013709000311791897,0.014522000215947628,0.013706999830901623,0.014089999720454216,2188,0.0,0.0
2023-11-06 00:00:00+00:00,0.014088000170886517,0.01439599972218275,0.013794999569654465,0.013798000290989876,1074,0.0,0.0
2023-11-07 00:00:00+00:00,0.013798000290989876,0.013802999630570412,0.01348700001835823,0.013504999689757824,196,0.0,0.0
2023-11-08 00:00:00+00:00,0.013505999930202961,0.014210999943315983,0.013416999951004982,0.014082999899983406,2023,0.0,0.0
2023-11-09 00:00:00+00:00,0.014082999899983406,0.019727999344468117,0.014034999534487724,0.017309999093413353,10348,0.0,0.0
2023-11-10 00:00:00+00:00,0.017309000715613365,0.018504999577999115,0.017280999571084976,0.01743300072848797,1790,0.0,0.0
2023-11-11 00:00:00+00:00,0.017433999106287956,0.01816299930214882,0.017364000901579857,0.01769700087606907,1251,0.0,0.0
2023-11-12 00:00:00+00:00,0.017698999494314194,0.020646000280976295,0.017689000815153122,0.0192709993571043,3531,0.0,0.0
2023-11-13 00:00:00+00:00,0.01927500031888485,0.01928899995982647,0.011464999988675117,0.014535999856889248,14226,0.0,0.0
2023-11-14 00:00:00+00:00,0.014537000097334385,0.016846999526023865,0.014328000135719776,0.015351999551057816,4827,0.0,0.0
2023-11-15 00:00:00+00:00,0.015351000241935253,0.015352999791502953,0.014375999569892883,0.014564000070095062,858,0.0,0.0
2023-11-16 00:00:00+00:00,0.014564000070095062,0.014806999824941158,0.011460999958217144,0.012125000357627869,4802,0.0,0.0
2023-11-17 00:00:00+00:00,0.012125000357627869,0.013290000148117542,0.012124000117182732,0.012854999862611294,4104,0.0,0.0
2023-11-18 00:00:00+00:00,0.01285799965262413,0.012861000373959541,0.012079999782145023,0.012331999838352203,1544,0.0,0.0
2023-11-19 00:00:00+00:00,0.012331999838352203,0.014417000114917755,0.012281999923288822,0.013100000098347664,3928,0.0,0.0
2023-11-20 00:00:00+00:00,0.013098999857902527,0.013441000133752823,0.010987999849021435,0.01310800015926361,9370,0.0,0.0
2023-11-21 00:00:00+00:00,0.01310800015926361,0.02869899943470955,0.013098999857902527,0.024176999926567078,36494,0.0,0.0
2023-11-22 00:00:00+00:00,0.02417300082743168,0.04547800123691559,0.017371000722050667,0.03801099956035614,72030,0.0,0.0
