TIMESTAMP,MOOMOO_OPEN_PRICE_USD,MOOMOO_HIGH_PRICE_USD,MOOMOO_LOW_PRICE_USD,MOOMOO_CLOSE_PRICE_USD,MOOMOO_VOLUME_USD,MOOMOO_DIVIDENDS_USD,MOOMOO_STOCK_SPLITS_USD
2024-12-24 00:00:00+00:00,0.02663400024175644,0.030314000323414803,0.02383900061249733,0.0298250000923872,5672887,0.0,0.0
2024-12-25 00:00:00+00:00,0.02974800020456314,0.0313199982047081,0.027442000806331635,0.02882000058889389,4805720,0.0,0.0
2024-12-26 00:00:00+00:00,0.028815999627113342,0.029039999470114708,0.026107000187039375,0.026544999331235886,3465944,0.0,0.0
2024-12-27 00:00:00+00:00,0.026544999331235886,0.027187999337911606,0.024354999884963036,0.02447200007736683,3438096,0.0,0.0
2024-12-28 00:00:00+00:00,0.02447200007736683,0.024903999641537666,0.022498000413179398,0.023058999329805374,2797403,0.0,0.0
2024-12-29 00:00:00+00:00,0.023058999329805374,0.023260999470949173,0.02211100049316883,0.0224590003490448,2867524,0.0,0.0
2024-12-30 00:00:00+00:00,0.022414999082684517,0.02303300052881241,0.020697999745607376,0.021640999242663383,2842991,0.0,0.0
2024-12-31 00:00:00+00:00,0.021598000079393387,0.021988000720739365,0.0191040001809597,0.019182000309228897,2746894,0.0,0.0
2025-01-01 00:00:00+00:00,0.019182000309228897,0.01986899971961975,0.01856599934399128,0.019773000851273537,2631103,0.0,0.0
2025-01-02 00:00:00+00:00,0.019773000851273537,0.021098999306559563,0.019679000601172447,0.020276999101042747,3011337,0.0,0.0
2025-01-03 00:00:00+00:00,0.020276999101042747,0.020847000181674957,0.018859999254345894,0.019280999898910522,4454420,0.0,0.0
2025-01-04 00:00:00+00:00,0.019280999898910522,0.019322000443935394,0.018206000328063965,0.01850700005888939,4092665,0.0,0.0
2025-01-05 00:00:00+00:00,0.018503999337553978,0.018572000786662102,0.01678900048136711,0.01759899966418743,3178568,0.0,0.0
2025-01-06 00:00:00+00:00,0.017632000148296356,0.017733000218868256,0.01375299971550703,0.013895000331103802,3357754,0.0,0.0
2025-01-07 00:00:00+00:00,0.013891000300645828,0.014957999810576439,0.012908999808132648,0.0130390003323555,4505486,0.0,0.0
