TIMESTAMP,JITOSOL_OPEN_PRICE_USD,JITOSOL_HIGH_PRICE_USD,JITOSOL_LOW_PRICE_USD,JITOSOL_CLOSE_PRICE_USD,JITOSOL_VOLUME_USD,JITOSOL_DIVIDENDS_USD,JITOSOL_STOCK_SPLITS_USD
2022-11-04 00:00:00+00:00,32.30244064331055,34.03407287597656,32.16889953613281,33.76616287231445,2425,0.0,0.0
2022-11-05 00:00:00+00:00,33.76556396484375,38.439247131347656,33.76139450073242,36.7513313293457,3860,0.0,0.0
2022-11-06 00:00:00+00:00,36.751487731933594,36.83538055419922,32.541534423828125,32.75230026245117,2632,0.0,0.0
2022-11-07 00:00:00+00:00,32.75170135498047,33.02470397949219,29.31696319580078,29.550052642822266,3208,0.0,0.0
2022-11-08 00:00:00+00:00,29.549280166625977,30.64846420288086,22.229955673217773,24.195480346679688,10488,0.0,0.0
2022-11-09 00:00:00+00:00,24.19911766052246,24.200349807739258,13.601025581359863,14.552868843078613,116538,0.0,0.0
2022-11-10 00:00:00+00:00,14.546558380126953,17.822641372680664,14.213299751281738,17.201265335083008,27970,0.0,0.0
2022-11-11 00:00:00+00:00,17.190227508544922,17.61246109008789,15.185628890991211,15.721195220947266,2191,0.0,0.0
2022-11-12 00:00:00+00:00,15.72470474243164,15.848752975463867,14.482342720031738,14.482342720031738,57884,0.0,0.0
2022-11-13 00:00:00+00:00,14.482794761657715,14.482794761657715,13.128644943237305,13.135109901428223,13546,0.0,0.0
2022-11-14 00:00:00+00:00,13.136232376098633,14.707830429077148,12.248884201049805,13.930768966674805,87523,0.0,0.0
2022-11-15 00:00:00+00:00,13.931755065917969,14.879937171936035,13.929757118225098,14.243903160095215,103092,0.0,0.0
2022-11-16 00:00:00+00:00,14.242684364318848,14.508057594299316,13.725691795349121,14.284330368041992,51935,0.0,0.0
2022-11-17 00:00:00+00:00,14.284746170043945,14.452383041381836,13.18750286102295,13.67272663116455,4649,0.0,0.0
2022-11-18 00:00:00+00:00,13.67270278930664,13.800326347351074,13.082526206970215,13.243063926696777,25688,0.0,0.0
2022-11-19 00:00:00+00:00,13.242938041687012,13.247819900512695,12.669261932373047,12.926247596740723,27191,0.0,0.0
2022-11-20 00:00:00+00:00,12.926295280456543,13.412014961242676,12.222968101501465,12.227187156677246,6139,0.0,0.0
2022-11-21 00:00:00+00:00,12.227150917053223,12.24046516418457,11.367859840393066,11.85312271118164,147015,0.0,0.0
2022-11-22 00:00:00+00:00,11.852961540222168,12.433306694030762,11.105934143066406,12.426340103149414,21648,0.0,0.0
2022-11-23 00:00:00+00:00,12.425146102905273,14.374024391174316,12.423383712768555,14.355046272277832,3416,0.0,0.0
2022-11-24 00:00:00+00:00,14.354618072509766,14.754472732543945,13.9593505859375,14.572624206542969,78993,0.0,0.0
2022-11-25 00:00:00+00:00,14.572394371032715,14.575334548950195,13.999980926513672,14.128198623657227,15613,0.0,0.0
2022-11-26 00:00:00+00:00,14.130155563354492,14.944315910339355,14.072590827941895,14.183218955993652,35101,0.0,0.0
2022-11-27 00:00:00+00:00,14.182868003845215,14.413686752319336,14.144499778747559,14.177061080932617,3300,0.0,0.0
