TIMESTAMP,GMR15830_OPEN_PRICE_USD,GMR15830_HIGH_PRICE_USD,GMR15830_LOW_PRICE_USD,GMR15830_CLOSE_PRICE_USD,GMR15830_VOLUME_USD,GMR15830_DIVIDENDS_USD,GMR15830_STOCK_SPLITS_USD
2021-12-10 00:00:00+00:00,0.19290800392627716,0.21049000322818756,0.18029800057411194,0.18029800057411194,1607072,0.0,0.0
2021-12-11 00:00:00+00:00,0.18004800379276276,0.1910949945449829,0.17684699594974518,0.17946399748325348,1754669,0.0,0.0
2021-12-12 00:00:00+00:00,0.1794240027666092,0.18679100275039673,0.15188799798488617,0.15440799295902252,1843735,0.0,0.0
2021-12-13 00:00:00+00:00,0.15435299277305603,0.15528200566768646,0.12057899683713913,0.12332800030708313,2882350,0.0,0.0
2021-12-14 00:00:00+00:00,0.12329000234603882,0.12409000098705292,0.10544899851083755,0.10654900223016739,2404957,0.0,0.0
2021-12-15 00:00:00+00:00,0.11365599930286407,0.14625899493694305,0.11355400085449219,0.14625899493694305,2412949,0.0,0.0
2021-12-16 00:00:00+00:00,0.14630399644374847,0.14869999885559082,0.1334110051393509,0.1334110051393509,1985148,0.0,0.0
2021-12-17 00:00:00+00:00,0.13340400159358978,0.13545900583267212,0.11953599750995636,0.12818799912929535,1179430,0.0,0.0
2021-12-18 00:00:00+00:00,0.12811100482940674,0.12947900593280792,0.11622100323438644,0.11875200271606445,1239554,0.0,0.0
2021-12-19 00:00:00+00:00,0.11875999718904495,0.12155099958181381,0.10988099873065948,0.11166200041770935,922221,0.0,0.0
2021-12-20 00:00:00+00:00,0.11164099723100662,0.11201599985361099,0.09624599665403366,0.10102099925279617,1594402,0.0,0.0
2021-12-21 00:00:00+00:00,0.10107400268316269,0.10722599923610687,0.10107400268316269,0.10688400268554688,1495968,0.0,0.0
2021-12-22 00:00:00+00:00,0.10680799931287766,0.11130499839782715,0.10369600355625153,0.10901200026273727,661108,0.0,0.0
2021-12-23 00:00:00+00:00,0.10851699858903885,0.11659900099039078,0.10586600005626678,0.11390899866819382,804041,0.0,0.0
