TIMESTAMP,NAI35334_OPEN_PRICE_USD,NAI35334_HIGH_PRICE_USD,NAI35334_LOW_PRICE_USD,NAI35334_CLOSE_PRICE_USD,NAI35334_VOLUME_USD,NAI35334_DIVIDENDS_USD,NAI35334_STOCK_SPLITS_USD
2025-03-09 00:00:00+00:00,0.00019099999917671084,0.00019099999917671084,0.00010199999815085903,0.00010199999815085903,147,0.0,0.0
2025-03-10 00:00:00+00:00,0.00010199999815085903,0.00011899999663000926,0.00010099999781232327,0.0001049999991664663,783,0.0,0.0
2025-03-11 00:00:00+00:00,0.0001049999991664663,0.00013299999409355223,9.699999645818025e-05,0.00010599999950500205,389,0.0,0.0
2025-03-12 00:00:00+00:00,0.00010599999950500205,0.00010900000052060932,9.500000305706635e-05,9.600000339560211e-05,64,0.0,0.0
2025-03-13 00:00:00+00:00,9.600000339560211e-05,0.0001049999991664663,9.200000204145908e-05,9.300000237999484e-05,61,0.0,0.0
2025-03-14 00:00:00+00:00,9.300000237999484e-05,0.00010399999882793054,8.499999967170879e-05,9.500000305706635e-05,712,0.0,0.0
2025-03-15 00:00:00+00:00,9.500000305706635e-05,0.00011100000119768083,8.900000102585182e-05,9.600000339560211e-05,670,0.0,0.0
2025-03-16 00:00:00+00:00,9.600000339560211e-05,0.00015199999324977398,9.500000305706635e-05,0.0001049999991664663,608,0.0,0.0
2025-03-17 00:00:00+00:00,0.0001049999991664663,0.00011200000153621659,8.399999933317304e-05,8.499999967170879e-05,265,0.0,0.0
2025-03-18 00:00:00+00:00,8.499999967170879e-05,0.00029299999005161226,8.199999865610152e-05,0.00020799999765586108,3220,0.0,0.0
2025-03-19 00:00:00+00:00,0.00020799999765586108,0.0002099999983329326,0.0001340000017080456,0.0001340000017080456,3423,0.0,0.0
2025-03-20 00:00:00+00:00,0.0001340000017080456,0.00015999999595806003,0.0001340000017080456,0.00015999999595806003,2753,0.0,0.0
2025-03-21 00:00:00+00:00,0.00015999999595806003,0.00019099999917671084,0.00012199999764561653,0.00015199999324977398,540,0.0,0.0
2025-03-22 00:00:00+00:00,0.00015199999324977398,0.00015700000221841037,0.00011000000085914508,0.00011700000322889537,494,0.0,0.0
2025-03-23 00:00:00+00:00,0.00011700000322889537,0.00011700000322889537,9.40000027185306e-05,9.600000339560211e-05,311,0.0,0.0
2025-03-24 00:00:00+00:00,9.600000339560211e-05,0.00023099999816622585,9.600000339560211e-05,0.00014000000373926014,2202,0.0,0.0
2025-03-25 00:00:00+00:00,0.00014000000373926014,0.00015300000086426735,0.00010099999781232327,0.00011000000085914508,384,0.0,0.0
2025-03-26 00:00:00+00:00,0.00011000000085914508,0.0001140000022132881,0.00010299999848939478,0.00010699999984353781,149,0.0,0.0
2025-03-27 00:00:00+00:00,0.00010699999984353781,0.00014600000577047467,0.0001049999991664663,0.00010800000018207356,64,0.0,0.0
2025-03-28 00:00:00+00:00,0.00010800000018207356,0.00012399999832268804,7.599999662488699e-05,0.00012399999832268804,6243,0.0,0.0
2025-03-29 00:00:00+00:00,0.00012399999832268804,0.00016999999934341758,0.00011800000356743112,0.00015500000154133886,13646,0.0,0.0
2025-03-30 00:00:00+00:00,0.00015500000154133886,0.00015799999528098851,0.00010599999950500205,0.00010900000052060932,149,0.0,0.0
2025-03-31 00:00:00+00:00,0.00010900000052060932,0.0001289999927394092,0.00010900000052060932,0.00012799999967683107,48,0.0,0.0
2025-04-01 00:00:00+00:00,0.00012799999967683107,0.00012799999967683107,0.00011200000153621659,0.00011300000187475234,1796,0.0,0.0
2025-04-02 00:00:00+00:00,0.00011300000187475234,0.00014200000441633165,0.00011100000119768083,0.00014200000441633165,688,0.0,0.0
2025-04-03 00:00:00+00:00,0.00014200000441633165,0.0001429999974789098,0.00010299999848939478,0.00010299999848939478,93,0.0,0.0
2025-04-04 00:00:00+00:00,0.00010299999848939478,0.00011100000119768083,8.600000001024455e-05,8.600000001024455e-05,141,0.0,0.0
2025-04-05 00:00:00+00:00,8.600000001024455e-05,9.000000136438757e-05,8.499999967170879e-05,8.900000102585182e-05,85,0.0,0.0
2025-04-06 00:00:00+00:00,8.900000102585182e-05,0.0001340000017080456,7.200000254670158e-05,7.200000254670158e-05,140,0.0,0.0
2025-04-07 00:00:00+00:00,7.200000254670158e-05,7.699999696342275e-05,7.000000186963007e-05,7.699999696342275e-05,281,0.0,0.0
2025-04-08 00:00:00+00:00,7.699999696342275e-05,8.800000068731606e-05,7.699999696342275e-05,7.899999764049426e-05,1159,0.0,0.0
2025-04-09 00:00:00+00:00,7.899999764049426e-05,0.00011200000153621659,7.899999764049426e-05,9.100000170292333e-05,123,0.0,0.0
2025-04-10 00:00:00+00:00,9.100000170292333e-05,9.100000170292333e-05,8.499999967170879e-05,8.499999967170879e-05,11,0.0,0.0
2025-04-11 00:00:00+00:00,8.499999967170879e-05,8.499999967170879e-05,7.400000322377309e-05,7.400000322377309e-05,43,0.0,0.0
2025-04-12 00:00:00+00:00,7.400000322377309e-05,9.000000136438757e-05,7.400000322377309e-05,9.000000136438757e-05,150,0.0,0.0
2025-04-13 00:00:00+00:00,9.000000136438757e-05,0.00010599999950500205,7.699999696342275e-05,7.699999696342275e-05,52,0.0,0.0
2025-04-14 00:00:00+00:00,7.699999696342275e-05,0.00014099999680183828,7.699999696342275e-05,0.0001340000017080456,859,0.0,0.0
2025-04-15 00:00:00+00:00,0.0001340000017080456,0.00019299999985378236,9.500000305706635e-05,0.00010599999950500205,353,0.0,0.0
