TIMESTAMP,WEIRDO_OPEN_PRICE_USD,WEIRDO_HIGH_PRICE_USD,WEIRDO_LOW_PRICE_USD,WEIRDO_CLOSE_PRICE_USD,WEIRDO_VOLUME_USD,WEIRDO_DIVIDENDS_USD,WEIRDO_STOCK_SPLITS_USD
2024-05-27 00:00:00+00:00,0.00013699999544769526,0.00015100000018719584,0.00013299999409355223,0.0001429999974789098,300043,0.0,0.0
2024-05-28 00:00:00+00:00,0.0001429999974789098,0.00015100000018719584,0.00011700000322889537,0.0001250000059371814,231429,0.0,0.0
2024-05-29 00:00:00+00:00,0.00012700000661425292,0.0001289999927394092,0.00010699999984353781,0.00011200000153621659,265997,0.0,0.0
2024-05-30 00:00:00+00:00,0.00011200000153621659,0.00012199999764561653,0.00010099999781232327,0.0001140000022132881,150247,0.0,0.0
2024-05-31 00:00:00+00:00,0.00011300000187475234,0.00014099999680183828,0.00011300000187475234,0.00013699999544769526,274693,0.0,0.0
2024-06-01 00:00:00+00:00,0.00013600000238511711,0.0001449999981559813,0.00012599999899975955,0.00012700000661425292,209084,0.0,0.0
2024-06-02 00:00:00+00:00,0.00012599999899975955,0.0001340000017080456,0.00012099999730708078,0.00012700000661425292,138671,0.0,0.0
2024-06-03 00:00:00+00:00,0.00012799999967683107,0.00015300000086426735,0.00012099999730708078,0.00014200000441633165,379865,0.0,0.0
2024-06-04 00:00:00+00:00,0.00014400000509340316,0.00019700000120792538,0.00014400000509340316,0.00018899999849963933,688504,0.0,0.0
2024-06-05 00:00:00+00:00,0.00018699999782256782,0.00021100000594742596,0.00015700000221841037,0.00016199999663513154,540399,0.0,0.0
2024-06-06 00:00:00+00:00,0.0001610000035725534,0.00016799999866634607,0.00013899999612476677,0.0001449999981559813,331534,0.0,0.0
2024-06-07 00:00:00+00:00,0.0001429999974789098,0.0001449999981559813,0.00012199999764561653,0.0001340000017080456,269438,0.0,0.0
2024-06-08 00:00:00+00:00,0.0001340000017080456,0.00013499999477062374,0.00012799999967683107,0.00013099999341648072,162469,0.0,0.0
2024-06-09 00:00:00+00:00,0.00013099999341648072,0.0001500000071246177,0.0001289999927394092,0.0001500000071246177,303485,0.0,0.0
2024-06-10 00:00:00+00:00,0.0001500000071246177,0.00016900000628083944,0.00014600000577047467,0.00016900000628083944,242389,0.0,0.0
2024-06-11 00:00:00+00:00,0.00016900000628083944,0.00017100000695791095,0.00011700000322889537,0.00014000000373926014,359787,0.0,0.0
2024-06-12 00:00:00+00:00,0.00014000000373926014,0.00014000000373926014,0.00011800000356743112,0.00011800000356743112,174672,0.0,0.0
2024-06-13 00:00:00+00:00,0.00011800000356743112,0.00011800000356743112,8.900000102585182e-05,0.00010299999848939478,263498,0.0,0.0
2024-06-14 00:00:00+00:00,0.00010299999848939478,0.00010399999882793054,7.699999696342275e-05,8.600000001024455e-05,170074,0.0,0.0
