TIMESTAMP,OETH_OPEN_PRICE_USD,OETH_HIGH_PRICE_USD,OETH_LOW_PRICE_USD,OETH_CLOSE_PRICE_USD,OETH_VOLUME_USD,OETH_DIVIDENDS_USD,OETH_STOCK_SPLITS_USD
2023-05-04 00:00:00+00:00,1903.74755859375,1915.6925048828125,1868.63427734375,1877.917724609375,180,0.0,0.0
2023-05-05 00:00:00+00:00,1878.394287109375,1912.7421875,1878.1591796875,1910.3714599609375,0,0.0,0.0
2023-05-06 00:00:00+00:00,1910.3714599609375,1910.3714599609375,1910.3714599609375,1910.3714599609375,0,0.0,0.0
2023-05-07 00:00:00+00:00,1910.3714599609375,1910.3714599609375,1910.3714599609375,1910.3714599609375,0,0.0,0.0
2023-05-08 00:00:00+00:00,1910.3714599609375,1910.3714599609375,1910.3714599609375,1910.3714599609375,0,0.0,0.0
2023-05-09 00:00:00+00:00,1910.3714599609375,1910.3714599609375,1910.3714599609375,1910.3714599609375,0,0.0,0.0
2023-05-10 00:00:00+00:00,1910.3714599609375,1910.3714599609375,1910.3714599609375,1910.3714599609375,0,0.0,0.0
2023-05-11 00:00:00+00:00,1910.3714599609375,1910.3714599609375,1777.8695068359375,1796.5421142578125,46,0.0,0.0
2023-05-12 00:00:00+00:00,1795.9862060546875,1795.9862060546875,1795.9862060546875,1795.9862060546875,0,0.0,0.0
2023-05-13 00:00:00+00:00,1795.9862060546875,1795.9862060546875,1795.9862060546875,1795.9862060546875,0,0.0,0.0
2023-05-14 00:00:00+00:00,1795.9862060546875,1795.9862060546875,1795.9862060546875,1795.9862060546875,0,0.0,0.0
2023-05-15 00:00:00+00:00,1795.9862060546875,1846.8389892578125,1795.9862060546875,1817.69921875,18,0.0,0.0
2023-05-16 00:00:00+00:00,1818.501953125,1831.1585693359375,1798.3226318359375,1825.8590087890625,8745,0.0,0.0
2023-05-17 00:00:00+00:00,1826.1873779296875,1836.4761962890625,1786.185302734375,1821.5184326171875,5960,0.0,0.0
2023-05-18 00:00:00+00:00,1821.54833984375,1830.39013671875,1776.0977783203125,1803.471923828125,9166,0.0,0.0
2023-05-19 00:00:00+00:00,1803.7073974609375,1827.451171875,1801.0419921875,1812.5186767578125,14339,0.0,0.0
2023-05-20 00:00:00+00:00,1813.0521240234375,1829.6884765625,1808.8328857421875,1821.9625244140625,5071,0.0,0.0
2023-05-21 00:00:00+00:00,1821.966796875,1821.966796875,1799.657470703125,1804.8302001953125,8032,0.0,0.0
2023-05-22 00:00:00+00:00,1804.7838134765625,1822.8802490234375,1797.002197265625,1817.256591796875,0,0.0,0.0
2023-05-23 00:00:00+00:00,1817.256591796875,1860.016845703125,1817.256591796875,1854.4173583984375,16179,0.0,0.0
2023-05-24 00:00:00+00:00,1854.490234375,1854.8050537109375,1781.189697265625,1800.3651123046875,9,0.0,0.0
2023-05-25 00:00:00+00:00,1800.3638916015625,1814.3759765625,1773.0789794921875,1806.90234375,32428,0.0,0.0
2023-05-26 00:00:00+00:00,1806.8836669921875,1837.00146484375,1799.0799560546875,1829.34326171875,231860,0.0,0.0
2023-05-27 00:00:00+00:00,1829.268310546875,1835.142578125,1817.703369140625,1830.77685546875,66884,0.0,0.0
2023-05-28 00:00:00+00:00,1830.8006591796875,1915.213623046875,1826.1334228515625,1911.3624267578125,160451,0.0,0.0
2023-05-29 00:00:00+00:00,1911.3458251953125,1926.0927734375,1878.2237548828125,1893.1981201171875,19,0.0,0.0
2023-05-30 00:00:00+00:00,1891.9049072265625,1891.9049072265625,1891.9049072265625,1891.9049072265625,0,0.0,0.0
2023-05-31 00:00:00+00:00,1891.9049072265625,1906.8699951171875,1852.742431640625,1873.4661865234375,46804,0.0,0.0
2023-06-01 00:00:00+00:00,1873.37255859375,1886.6319580078125,1845.2574462890625,1861.2110595703125,86132,0.0,0.0
2023-06-02 00:00:00+00:00,1861.0078125,1910.1424560546875,1852.3448486328125,1891.6229248046875,3441941,0.0,0.0
2023-06-03 00:00:00+00:00,1891.665283203125,1894.2711181640625,1873.33447265625,1880.8487548828125,52130,0.0,0.0
2023-06-04 00:00:00+00:00,1880.5830078125,1909.87548828125,1875.80615234375,1888.1177978515625,2438862,0.0,0.0
