,K,Alpha,Tau,DC,Init,Tol,MSE
60,7,250,0.2,0,2,1e-05,0.0034621850519839913
61,9,500,0.3,1,1,1e-07,0.0034621878649118013
62,9,500,0.3,1,1,1e-06,0.0034621878649118013
63,9,500,0.3,1,1,1e-05,0.0034621878649118013
64,7,250,0.2,0,2,1e-07,0.003462188385947051
65,7,250,0.2,0,2,1e-06,0.003462192070472107
66,7,250,0.2,0,0,1e-07,0.0034621999877186755
67,7,250,0.2,0,0,1e-06,0.0034621999877186755
68,7,250,0.2,0,0,1e-05,0.0034621999877186755
69,7,250,0.2,1,2,1e-06,0.0034622123510344915
70,7,250,0.2,1,2,1e-05,0.0034622178076259354
71,7,250,0.2,1,0,1e-06,0.003462231026908582
72,7,250,0.2,1,0,1e-07,0.003462231026908582
73,7,250,0.2,1,0,1e-05,0.003462231026908582
74,7,250,0.2,1,2,1e-07,0.003462233386481455
75,7,250,0.2,0,1,1e-05,0.0034622350167469395
76,7,250,0.2,0,1,1e-07,0.0034622350167469395
77,7,250,0.2,0,1,1e-06,0.0034622350167469395
78,7,250,0.2,1,1,1e-07,0.003462267678021546
79,7,250,0.2,1,1,1e-06,0.003462267678021546
80,7,250,0.2,1,1,1e-05,0.003462267678021546
81,10,750,0.3,0,1,1e-07,0.0034622997171241277
82,10,750,0.3,0,1,1e-05,0.0034622997171241277
83,10,750,0.3,0,1,1e-06,0.0034622997171241277
84,10,500,0.3,0,2,1e-05,0.0034623182173137298
85,7,250,0.15,0,2,1e-06,0.003462330814869585
86,7,250,0.15,0,2,1e-05,0.0034623378673103943
87,7,250,0.15,0,2,1e-07,0.003462340263432804
88,10,500,0.3,0,2,1e-07,0.003462353141162964
89,7,250,0.15,0,0,1e-07,0.0034623611709098017
90,7,250,0.15,0,0,1e-06,0.0034623611709098017
91,7,250,0.15,0,0,1e-05,0.0034623611709098017
92,10,500,0.3,0,0,1e-07,0.0034623752613839346
93,10,500,0.3,0,0,1e-05,0.0034623752613839346
94,10,500,0.3,0,0,1e-06,0.0034623752613839346
95,7,250,0.15,1,2,1e-06,0.003462384418100486
96,7,250,0.15,1,2,1e-07,0.0034623975957486157
97,10,500,0.3,0,2,1e-06,0.00346239954014896
98,13,250,0.3,0,2,1e-07,0.0034624038149337773
99,7,250,0.15,1,2,1e-05,0.0034624045700246643
100,7,250,0.15,1,0,1e-07,0.0034624160418531866
101,7,250,0.15,1,0,1e-05,0.0034624160418531866
102,7,250,0.15,1,0,1e-06,0.0034624160418531866
103,13,250,0.3,0,2,1e-05,0.003462417451303681
104,7,250,0.15,0,1,1e-05,0.003462427039191535
105,7,250,0.15,0,1,1e-07,0.003462427039191535
106,7,250,0.15,0,1,1e-06,0.003462427039191535
107,6,250,0.3,1,1,1e-07,0.0034624314422010078
108,6,250,0.3,1,1,1e-06,0.0034624314422010078
109,6,250,0.3,1,1,1e-05,0.0034624314422010078
110,14,250,0.3,0,2,1e-07,0.003462437699580759
111,10,500,0.3,0,1,1e-06,0.0034624791769270907
112,10,500,0.3,0,1,1e-05,0.0034624791769270907
113,10,500,0.3,0,1,1e-07,0.0034624791769270907
114,10,500,0.25,0,2,1e-07,0.0034624809002679413
115,10,500,0.25,0,2,1e-05,0.003462483230650384
116,10,500,0.25,0,2,1e-06,0.003462483532693644
117,7,250,0.15,1,1,1e-06,0.003462484968679226
118,7,250,0.15,1,1,1e-07,0.003462484968679226
119,7,250,0.15,1,1,1e-05,0.003462484968679226
120,14,250,0.3,0,2,1e-05,0.0034625061900941355
121,15,250,0.3,0,2,1e-05,0.0034625119824578912
122,10,500,0.25,0,0,1e-06,0.0034625336176994396
123,10,500,0.25,0,0,1e-07,0.0034625336176994396
124,10,500,0.25,0,0,1e-05,0.0034625336176994396
125,15,250,0.3,1,2,1e-06,0.0034625430330767855
126,14,250,0.3,1,2,1e-06,0.0034625932689241875
127,14,250,0.3,1,2,1e-05,0.0034626091168529732
128,14,250,0.3,0,2,1e-06,0.003462616771937039
129,15,250,0.25,0,2,1e-06,0.003462641931527091
130,15,250,0.3,1,2,1e-07,0.0034626529026060135
131,6,250,0.3,1,2,1e-07,0.003462670919913091
132,10,500,0.25,0,1,1e-05,0.003462671817853619
133,10,500,0.25,0,1,1e-06,0.003462671817853619
134,10,500,0.25,0,1,1e-07,0.003462671817853619
135,15,250,0.3,1,2,1e-05,0.0034626795442707324
136,14,250,0.25,0,2,1e-07,0.0034627442299969132
137,10,500,0.2,0,2,1e-06,0.0034627513775558243
138,10,500,0.2,0,2,1e-05,0.003462791565662861
139,15,250,0.3,0,2,1e-07,0.0034627974318187935
140,10,500,0.2,0,0,1e-06,0.003462814249674731
141,10,500,0.2,0,0,1e-05,0.003462814249674731
142,10,500,0.2,0,0,1e-07,0.003462814249674731
143,10,500,0.2,0,2,1e-07,0.0034628143290559616
144,7,250,0.1,0,2,1e-07,0.0034628283902081937
145,7,250,0.1,0,0,1e-07,0.003462836097222688
146,7,250,0.1,0,0,1e-06,0.003462836097222688
147,7,250,0.1,0,0,1e-05,0.003462836097222688
148,15,250,0.3,0,2,1e-06,0.003462883012650895
149,7,250,0.1,0,2,1e-05,0.003462886541423954
150,15,250,0.25,0,2,1e-05,0.0034628874639290735
151,14,250,0.25,0,2,1e-06,0.003462897916201497
152,7,250,0.1,0,2,1e-06,0.0034629456571465757
153,14,250,0.25,1,2,1e-07,0.003462951559704097
154,7,250,0.1,0,1,1e-07,0.0034629594096007425
155,7,250,0.1,0,1,1e-05,0.0034629594096007425
156,7,250,0.1,0,1,1e-06,0.0034629594096007425
157,10,500,0.3,1,2,1e-07,0.003462985904832649
158,7,250,0.1,1,2,1e-06,0.0034629940985112014
159,7,250,0.1,1,0,1e-05,0.003462994584290589
160,7,250,0.1,1,0,1e-06,0.003462994584290589
161,7,250,0.1,1,0,1e-07,0.003462994584290589
162,11,500,0.3,0,2,1e-06,0.0034630023861748063
163,6,250,0.3,1,2,1e-06,0.003463009757835994
164,10,500,0.2,0,1,1e-05,0.0034630128176492067
165,10,500,0.2,0,1,1e-07,0.0034630128176492067
166,10,500,0.2,0,1,1e-06,0.0034630128176492067
167,10,500,0.3,1,2,1e-06,0.003463047574294011
168,10,500,0.3,1,2,1e-05,0.0034630516988059146
169,10,500,0.3,1,0,1e-05,0.0034630582387660744
170,10,500,0.3,1,0,1e-07,0.0034630582387660744
171,10,500,0.3,1,0,1e-06,0.0034630582387660744
172,7,250,0.1,1,2,1e-07,0.0034630636746325917
173,10,750,0.3,1,2,1e-06,0.0034630826849236748
174,10,750,0.3,1,2,1e-05,0.0034630972854577243
175,13,750,0.25,1,2,1e-07,0.003463124652099807
176,7,250,0.1,1,1,1e-05,0.003463136245456974
177,7,250,0.1,1,1,1e-06,0.003463136245456974
178,7,250,0.1,1,1,1e-07,0.003463136245456974
179,11,500,0.3,0,2,1e-07,0.003463147518690497
180,11,500,0.3,0,2,1e-05,0.0034631506308692426
181,7,250,0.1,1,2,1e-05,0.0034631574578148604
182,10,750,0.3,1,0,1e-07,0.0034631586507778878
183,10,750,0.3,1,0,1e-06,0.0034631586507778878
184,10,750,0.3,1,0,1e-05,0.0034631586507778878
185,6,250,0.3,0,2,1e-07,0.0034631612164201797
186,15,250,0.25,1,2,1e-05,0.0034631922986517994
187,13,250,0.2,1,2,1e-05,0.0034632049803530775
188,11,500,0.3,0,0,1e-07,0.0034632075940093402
189,11,500,0.3,0,0,1e-06,0.0034632075940093402
190,11,500,0.3,0,0,1e-05,0.0034632075940093402
191,10,500,0.3,1,1,1e-07,0.0034632364299802855
192,10,500,0.3,1,1,1e-06,0.0034632364299802855
193,10,500,0.3,1,1,1e-05,0.0034632364299802855
194,10,250,0.3,0,2,1e-06,0.003463274843596483
195,14,250,0.2,1,2,1e-06,0.003463291372301442
196,10,500,0.15,0,2,1e-07,0.003463291892298515
197,10,750,0.3,1,2,1e-07,0.003463299746817319
198,15,250,0.25,1,2,1e-07,0.0034633026500225303
199,10,500,0.15,0,2,1e-06,0.0034633086099346046
200,15,250,0.2,0,2,1e-07,0.003463346339584964
201,10,500,0.15,0,2,1e-05,0.003463357952671144
202,10,500,0.15,0,0,1e-05,0.003463382868731921
203,10,500,0.15,0,0,1e-06,0.003463382868731921
204,10,500,0.15,0,0,1e-07,0.003463382868731921
205,6,250,0.3,0,2,1e-05,0.0034633935828800974
206,10,500,0.25,1,2,1e-06,0.0034633942172813915
207,6,250,0.3,1,2,1e-05,0.0034634047437236046
208,10,500,0.25,1,2,1e-05,0.0034634092730888707
209,10,250,0.3,0,2,1e-07,0.003463426380531331
210,14,250,0.2,0,2,1e-05,0.0034634792992019356
211,10,500,0.25,1,2,1e-07,0.003463485469993305
212,10,500,0.25,1,0,1e-07,0.003463504165344948
213,10,500,0.25,1,0,1e-06,0.003463504165344948
214,10,500,0.25,1,0,1e-05,0.003463504165344948
215,6,250,0.3,0,0,1e-05,0.00346352126702121
216,6,250,0.3,0,0,1e-06,0.00346352126702121
217,6,250,0.3,0,0,1e-07,0.00346352126702121
218,9,250,0.3,1,2,1e-07,0.0034635495987810367
219,9,250,0.3,1,2,1e-05,0.0034635730710709705
220,14,250,0.2,0,2,1e-06,0.003463579219099491
221,14,1000,0.3,1,2,1e-07,0.003463586751654203
222,9,250,0.3,0,2,1e-06,0.003463612001423011
223,11,500,0.25,0,2,1e-07,0.0034636139594224676
224,10,250,0.3,0,2,1e-05,0.003463614427305093
225,9,250,0.3,1,2,1e-06,0.0034636218202610744
226,10,250,0.3,1,2,1e-07,0.003463622483468725
227,10,750,0.3,1,1,1e-07,0.0034636355888660554
228,10,750,0.3,1,1,1e-05,0.0034636355888660554
229,10,750,0.3,1,1,1e-06,0.0034636355888660554
230,10,250,0.3,1,2,1e-06,0.0034636572783550597
231,11,500,0.25,0,2,1e-06,0.0034636613624915323
232,11,500,0.25,0,0,1e-05,0.003463672157689509
233,11,500,0.25,0,0,1e-06,0.003463672157689509
234,11,500,0.25,0,0,1e-07,0.003463672157689509
235,14,250,0.2,1,2,1e-05,0.0034636792242810077
236,15,1000,0.3,1,2,1e-06,0.0034637042562126455
237,10,250,0.3,1,2,1e-05,0.0034637284038293342
238,10,500,0.25,1,1,1e-06,0.0034637433389683972
239,10,500,0.25,1,1,1e-05,0.0034637433389683972
240,10,500,0.25,1,1,1e-07,0.0034637433389683972
241,11,500,0.3,0,1,1e-07,0.003463743819047806
242,11,500,0.3,0,1,1e-06,0.003463743819047806
243,11,500,0.3,0,1,1e-05,0.003463743819047806
244,10,500,0.15,0,1,1e-06,0.003463746230049761
245,10,500,0.15,0,1,1e-07,0.003463746230049761
246,10,500,0.15,0,1,1e-05,0.003463746230049761
247,11,750,0.3,0,0,1e-05,0.0034637599539480224
248,11,750,0.3,0,0,1e-07,0.0034637599539480224
249,11,750,0.3,0,0,1e-06,0.0034637599539480224
250,13,250,0.15,0,2,1e-07,0.003463763498196933
251,6,250,0.3,1,0,1e-06,0.0034638020247964225
252,6,250,0.3,1,0,1e-05,0.0034638020247964225
253,6,250,0.3,1,0,1e-07,0.0034638020247964225
254,6,250,0.3,0,2,1e-06,0.0034638330408346255
255,14,250,0.15,0,2,1e-07,0.0034638438399060114
256,12,250,0.25,1,2,1e-05,0.003463850656360212
257,9,250,0.3,0,2,1e-07,0.003463861664653124
258,15,1000,0.3,0,2,1e-05,0.0034638703603590585
259,9,250,0.25,1,2,1e-07,0.0034639178614805635
260,11,750,0.3,0,1,1e-06,0.003463972040115983
261,11,750,0.3,0,1,1e-07,0.003463972040115983
262,11,750,0.3,0,1,1e-05,0.003463972040115983
263,9,250,0.3,1,0,1e-07,0.003463975821510551
264,9,250,0.3,1,0,1e-06,0.003463975821510551
265,9,250,0.3,1,0,1e-05,0.003463975821510551
266,9,250,0.3,0,2,1e-05,0.0034639861845418623
267,14,250,0.2,1,2,1e-07,0.0034640306084223363
268,10,250,0.25,0,2,1e-06,0.0034640536890105187
269,14,250,0.3,1,2,1e-07,0.0034640667949598523
270,14,1000,0.3,1,2,1e-06,0.003464078078093107
271,10,250,0.25,0,2,1e-07,0.0034640804268392337
272,9,250,0.25,0,2,1e-06,0.0034641071095268114
273,9,250,0.25,1,2,1e-06,0.0034641086578871497
274,10,500,0.2,1,2,1e-06,0.0034641829566917724
275,10,500,0.2,1,2,1e-07,0.003464184253013432
276,11,500,0.25,0,2,1e-05,0.0034641872091100184
277,10,500,0.2,1,2,1e-05,0.003464200358989989
278,10,250,0.25,0,2,1e-05,0.0034642042039284386
279,15,1000,0.3,1,0,1e-05,0.003464246778474086
280,15,1000,0.3,1,0,1e-06,0.003464246778474086
281,15,1000,0.3,1,0,1e-07,0.003464246778474086
282,9,250,0.25,1,2,1e-05,0.0034642819836199997
283,14,250,0.15,1,2,1e-07,0.003464282291366524
284,11,500,0.25,0,1,1e-05,0.0034643026602616546
285,11,500,0.25,0,1,1e-06,0.0034643026602616546
286,11,500,0.25,0,1,1e-07,0.0034643026602616546
287,10,500,0.2,1,0,1e-05,0.003464306530549356
288,10,500,0.2,1,0,1e-06,0.003464306530549356
289,10,500,0.2,1,0,1e-07,0.003464306530549356
290,14,1000,0.3,1,2,1e-05,0.0034643150383457267
291,11,500,0.2,0,2,1e-06,0.0034643549355321394
292,14,500,0.3,0,1,1e-06,0.003464384890117186
293,14,500,0.3,0,1,1e-05,0.003464384890117186
294,14,500,0.3,0,1,1e-07,0.003464384890117186
295,15,250,0.15,0,2,1e-07,0.0034643886232392914
296,11,500,0.2,0,2,1e-05,0.0034644197665566483
297,15,1000,0.25,0,2,1e-07,0.003464438387383097
298,9,250,0.2,1,2,1e-06,0.003464444735884116
299,11,500,0.2,0,2,1e-07,0.0034644483530215904
300,12,500,0.3,0,2,1e-05,0.003464451439930055
301,9,250,0.3,0,0,1e-07,0.0034644544094467565
302,9,250,0.3,0,0,1e-06,0.0034644544094467565
303,9,250,0.3,0,0,1e-05,0.0034644544094467565
304,13,500,0.3,0,0,1e-06,0.003464461497781764
305,13,500,0.3,0,0,1e-07,0.003464461497781764
306,13,500,0.3,0,0,1e-05,0.003464461497781764
307,10,500,0.1,0,2,1e-05,0.0034644776458816148
308,13,1000,0.25,0,2,1e-07,0.00346448172375264
309,11,750,0.25,0,2,1e-07,0.003464483129592026
310,12,500,0.3,0,2,1e-06,0.0034644834906244907
311,15,250,0.2,1,2,1e-05,0.003464487815987331
312,11,500,0.2,0,0,1e-07,0.0034644957185545255
313,11,500,0.2,0,0,1e-06,0.0034644957185545255
314,11,500,0.2,0,0,1e-05,0.0034644957185545255
315,11,750,0.25,0,0,1e-07,0.003464507755499919
316,11,750,0.25,0,0,1e-06,0.003464507755499919
317,11,750,0.25,0,0,1e-05,0.003464507755499919
318,11,750,0.25,0,2,1e-06,0.0034645226832293245
319,10,250,0.25,1,2,1e-07,0.003464528177523502
320,9,250,0.25,0,2,1e-05,0.003464533123531558
321,14,500,0.3,0,0,1e-07,0.0034645365658040154
322,14,500,0.3,0,0,1e-06,0.0034645365658040154
323,14,500,0.3,0,0,1e-05,0.0034645365658040154
324,15,1000,0.3,1,2,1e-07,0.0034645502305984417
325,13,500,0.3,0,1,1e-06,0.003464554734276293
326,13,500,0.3,0,1,1e-05,0.003464554734276293
327,13,500,0.3,0,1,1e-07,0.003464554734276293
328,13,1000,0.3,1,2,1e-06,0.003464555955955897
329,9,250,0.25,1,0,1e-06,0.0034645605426258438
330,9,250,0.25,1,0,1e-07,0.0034645605426258438
331,9,250,0.25,1,0,1e-05,0.0034645605426258438
332,9,250,0.3,1,1,1e-05,0.0034645618588923966
333,9,250,0.3,1,1,1e-06,0.0034645618588923966
334,9,250,0.3,1,1,1e-07,0.0034645618588923966
335,13,1000,0.3,1,2,1e-07,0.0034645647129314416
336,15,500,0.3,0,1,1e-06,0.003464572344012024
337,15,500,0.3,0,1,1e-05,0.003464572344012024
338,15,500,0.3,0,1,1e-07,0.003464572344012024
339,13,1000,0.3,1,2,1e-05,0.0034645805127830297
340,9,250,0.25,0,2,1e-07,0.003464582314715954
341,14,1000,0.3,0,2,1e-05,0.0034646110340778276
342,10,500,0.1,0,2,1e-06,0.003464618340534457
343,13,500,0.3,0,2,1e-07,0.00346462894753646
344,13,500,0.3,0,2,1e-05,0.0034646345412411104
345,10,500,0.2,1,1,1e-06,0.003464653880965448
346,10,500,0.2,1,1,1e-07,0.003464653880965448
347,10,500,0.2,1,1,1e-05,0.003464653880965448
348,10,250,0.25,1,2,1e-05,0.003464671147739817
349,13,500,0.3,0,2,1e-06,0.0034646916030636695
350,13,1000,0.3,1,0,1e-07,0.0034646971150110997
351,13,1000,0.3,1,0,1e-06,0.0034646971150110997
352,13,1000,0.3,1,0,1e-05,0.0034646971150110997
353,10,250,0.3,0,0,1e-06,0.00346477639464975
354,10,250,0.3,0,0,1e-05,0.00346477639464975
355,10,250,0.3,0,0,1e-07,0.00346477639464975
356,11,750,0.25,0,1,1e-05,0.003464790066866881
357,11,750,0.25,0,1,1e-06,0.003464790066866881
358,11,750,0.25,0,1,1e-07,0.003464790066866881
359,15,500,0.3,0,0,1e-07,0.003464863674210424
360,15,500,0.3,0,0,1e-06,0.003464863674210424
361,15,500,0.3,0,0,1e-05,0.003464863674210424
362,14,250,0.15,1,2,1e-06,0.0034648677063338867
363,14,250,0.15,1,2,1e-05,0.003464912909654546
364,10,250,0.3,1,0,1e-06,0.0034649158892139605
365,10,250,0.3,1,0,1e-07,0.0034649158892139605
366,10,250,0.3,1,0,1e-05,0.0034649158892139605
367,8,250,0.3,0,2,1e-06,0.0034649647105809115
368,8,250,0.3,0,2,1e-07,0.0034649801546863044
369,8,250,0.3,0,2,1e-05,0.0034649899599812043
370,8,250,0.3,0,0,1e-05,0.0034650017489491402
371,8,250,0.3,0,0,1e-07,0.0034650017489491402
372,8,250,0.3,0,0,1e-06,0.0034650017489491402
373,9,250,0.2,1,2,1e-07,0.003465005603750994
374,9,250,0.2,0,2,1e-05,0.0034650203824436077
375,14,500,0.3,0,2,1e-05,0.0034650654941985153
376,8,250,0.3,0,1,1e-07,0.003465082214123428
377,8,250,0.3,0,1,1e-06,0.003465082214123428
378,8,250,0.3,0,1,1e-05,0.003465082214123428
379,14,1000,0.25,1,2,1e-07,0.0034651007011387053
380,14,1000,0.25,1,2,1e-05,0.0034651068630599563
381,10,250,0.2,0,2,1e-07,0.0034651399763700234
382,10,250,0.2,0,2,1e-05,0.00346514007503141
383,14,1000,0.3,1,0,1e-07,0.0034651588598008333
384,14,1000,0.3,1,0,1e-06,0.0034651588598008333
385,14,1000,0.3,1,0,1e-05,0.0034651588598008333
386,9,250,0.25,0,0,1e-06,0.0034651833292540218
387,9,250,0.25,0,0,1e-05,0.0034651833292540218
388,9,250,0.25,0,0,1e-07,0.0034651833292540218
389,15,250,0.15,1,2,1e-07,0.0034651905795751573
390,9,250,0.3,0,1,1e-06,0.003465240383724035
391,9,250,0.3,0,1,1e-07,0.003465240383724035
392,9,250,0.3,0,1,1e-05,0.003465240383724035
393,11,500,0.2,0,1,1e-07,0.003465272746558817
394,11,500,0.2,0,1,1e-06,0.003465272746558817
395,11,500,0.2,0,1,1e-05,0.003465272746558817
396,10,250,0.2,0,2,1e-06,0.003465346931875788
397,9,250,0.25,1,1,1e-06,0.003465360549658744
398,9,250,0.25,1,1,1e-05,0.003465360549658744
399,9,250,0.25,1,1,1e-07,0.003465360549658744
400,9,250,0.2,1,2,1e-05,0.003465384332888283
401,10,500,0.1,0,0,1e-05,0.0034654065250771743
402,10,500,0.1,0,0,1e-07,0.0034654065250771743
403,10,500,0.1,0,0,1e-06,0.0034654065250771743
404,11,250,0.3,1,2,1e-07,0.003465413306266419
405,10,250,0.2,1,2,1e-06,0.0034654149733274737
406,15,1000,0.3,0,0,1e-05,0.003465429578456472
407,15,1000,0.3,0,0,1e-07,0.003465429578456472
408,15,1000,0.3,0,0,1e-06,0.003465429578456472
409,9,250,0.2,0,2,1e-06,0.003465429861883071
410,15,250,0.15,0,2,1e-05,0.003465433828135912
411,9,250,0.2,1,0,1e-06,0.0034654436058722824
412,9,250,0.2,1,0,1e-05,0.0034654436058722824
413,9,250,0.2,1,0,1e-07,0.0034654436058722824
414,14,500,0.25,0,1,1e-05,0.003465448537937549
415,14,500,0.25,0,1,1e-06,0.003465448537937549
416,14,500,0.25,0,1,1e-07,0.003465448537937549
417,9,250,0.15,1,2,1e-05,0.003465480654415772
418,14,1000,0.25,1,2,1e-06,0.003465481172372301
419,10,250,0.2,1,2,1e-07,0.0034654830189049094
420,12,500,0.25,0,2,1e-06,0.003465552306683616
421,13,500,0.25,0,0,1e-07,0.003465565032758641
422,13,500,0.25,0,0,1e-06,0.003465565032758641
423,13,500,0.25,0,0,1e-05,0.003465565032758641
424,12,500,0.25,0,2,1e-05,0.0034655814044120986
425,13,500,0.25,0,1,1e-06,0.0034655890818407523
426,13,500,0.25,0,1,1e-05,0.0034655890818407523
427,13,500,0.25,0,1,1e-07,0.0034655890818407523
428,14,250,0.1,0,2,1e-05,0.003465591577190315
429,9,250,0.2,0,2,1e-07,0.003465634740390479
430,10,250,0.25,1,2,1e-06,0.0034656369070660024
431,14,500,0.25,0,0,1e-05,0.00346567285986277
432,14,500,0.25,0,0,1e-07,0.00346567285986277
433,14,500,0.25,0,0,1e-06,0.00346567285986277
434,9,250,0.15,1,2,1e-07,0.0034657172951456853
435,15,500,0.25,0,1,1e-06,0.0034657187784063338
436,15,500,0.25,0,1,1e-07,0.0034657187784063338
437,15,500,0.25,0,1,1e-05,0.0034657187784063338
438,13,1000,0.25,1,2,1e-06,0.0034657245550367556
439,10,250,0.25,0,0,1e-07,0.0034657283125571346
440,10,250,0.25,0,0,1e-05,0.0034657283125571346
441,10,250,0.25,0,0,1e-06,0.0034657283125571346
442,13,1000,0.25,1,2,1e-05,0.0034657516757211925
443,13,1000,0.3,0,2,1e-07,0.0034657518424150895
444,10,250,0.3,0,1,1e-07,0.0034657527600360284
445,10,250,0.3,0,1,1e-06,0.0034657527600360284
446,10,250,0.3,0,1,1e-05,0.0034657527600360284
447,13,1000,0.25,1,2,1e-07,0.0034657743734310266
448,10,500,0.15,1,2,1e-07,0.0034657956757577035
449,10,500,0.15,1,2,1e-06,0.003465798500801345
450,10,500,0.15,1,2,1e-05,0.0034658220590309922
451,13,500,0.25,0,2,1e-07,0.003465837211698524
452,10,250,0.3,1,1,1e-05,0.0034658397024210016
453,10,250,0.3,1,1,1e-06,0.0034658397024210016
454,10,250,0.3,1,1,1e-07,0.0034658397024210016
455,13,500,0.25,0,2,1e-06,0.0034658519553496976
456,11,750,0.2,0,0,1e-07,0.0034658627611336185
457,11,750,0.2,0,0,1e-05,0.0034658627611336185
458,11,750,0.2,0,0,1e-06,0.0034658627611336185
459,13,1000,0.25,1,0,1e-05,0.003465882734287984
460,13,1000,0.25,1,0,1e-07,0.003465882734287984
461,13,1000,0.25,1,0,1e-06,0.003465882734287984
462,13,500,0.25,0,2,1e-05,0.003465889627862913
463,13,1000,0.3,0,2,1e-06,0.0034658991992454037
464,14,1000,0.25,0,2,1e-06,0.003465912952977863
465,14,1000,0.3,0,2,1e-06,0.003465931032968108
466,13,1000,0.3,0,2,1e-05,0.003465931390598995
467,11,500,0.3,1,2,1e-07,0.003465936698627604
468,10,250,0.25,1,0,1e-06,0.003465943094007159
469,10,250,0.25,1,0,1e-05,0.003465943094007159
470,10,250,0.25,1,0,1e-07,0.003465943094007159
471,11,500,0.3,1,0,1e-05,0.003465962044908538
472,11,500,0.3,1,0,1e-07,0.003465962044908538
473,11,500,0.3,1,0,1e-06,0.003465962044908538
474,10,500,0.15,1,0,1e-07,0.0034659759453721764
475,10,500,0.15,1,0,1e-05,0.0034659759453721764
476,10,500,0.15,1,0,1e-06,0.0034659759453721764
477,14,1000,0.25,0,2,1e-07,0.0034660022330871227
478,13,1000,0.3,0,0,1e-07,0.0034660542810079783
479,13,1000,0.3,0,0,1e-05,0.0034660542810079783
480,13,1000,0.3,0,0,1e-06,0.0034660542810079783
481,11,1000,0.3,0,1,1e-05,0.0034660588277803067
482,11,1000,0.3,0,1,1e-06,0.0034660588277803067
483,11,1000,0.3,0,1,1e-07,0.0034660588277803067
484,11,500,0.15,0,2,1e-05,0.0034660875989012845
485,14,750,0.3,1,2,1e-05,0.0034661077192064166
486,15,1000,0.2,0,2,1e-06,0.003466108596554049
