TIMESTAMP,MECO_OPEN_PRICE_USD,MECO_HIGH_PRICE_USD,MECO_LOW_PRICE_USD,MECO_CLOSE_PRICE_USD,MECO_VOLUME_USD,MECO_DIVIDENDS_USD,MECO_STOCK_SPLITS_USD
2025-05-13 00:00:00+00:00,0.0004140000091865659,0.000754999986384064,0.0003480000013951212,0.0006970000104047358,601203,0.0,0.0
2025-05-14 00:00:00+00:00,0.0006929999799467623,0.0009879999561235309,0.000547999981790781,0.0009120000177063048,2160181,0.0,0.0
2025-05-15 00:00:00+00:00,0.0009139999747276306,0.001297999988310039,0.000775999971665442,0.0010310000507161021,1675008,0.0,0.0
2025-05-16 00:00:00+00:00,0.0010270000202581286,0.0010300000431016088,0.0006189999985508621,0.000678999989759177,619375,0.0,0.0
2025-05-17 00:00:00+00:00,0.000678999989759177,0.0006820000126026571,0.0002849999873433262,0.00043899999582208693,579790,0.0,0.0
2025-05-18 00:00:00+00:00,0.00043899999582208693,0.00048099999548867345,0.00025099999038502574,0.00030899999546818435,186506,0.0,0.0
2025-05-19 00:00:00+00:00,0.00030899999546818435,0.000391999987186864,0.00014699999883305281,0.00015799999528098851,151694,0.0,0.0
2025-05-20 00:00:00+00:00,0.00015799999528098851,0.00019799999427050352,0.00012799999967683107,0.00019200000679120421,65969,0.0,0.0
2025-05-21 00:00:00+00:00,0.00019200000679120421,0.00024900000425986946,0.00016399999731220305,0.00021399999968707561,117866,0.0,0.0
2025-05-22 00:00:00+00:00,0.0002119999990100041,0.0002209999947808683,0.0001539999939268455,0.00018400000408291817,368899,0.0,0.0
2025-05-23 00:00:00+00:00,0.00018400000408291817,0.0001880000054370612,0.00015500000154133886,0.00015500000154133886,48330,0.0,0.0
2025-05-24 00:00:00+00:00,0.00015500000154133886,0.00015700000221841037,0.00013000000035390258,0.00013099999341648072,15121,0.0,0.0
2025-05-25 00:00:00+00:00,0.00013099999341648072,0.00014200000441633165,0.00011700000322889537,0.00014200000441633165,19558,0.0,0.0
2025-05-26 00:00:00+00:00,0.00014200000441633165,0.0001429999974789098,0.00012199999764561653,0.0001230000052601099,12250,0.0,0.0
2025-05-27 00:00:00+00:00,0.0001230000052601099,0.0001250000059371814,0.00011000000085914508,0.00011100000119768083,5489,0.0,0.0
2025-05-28 00:00:00+00:00,0.00011100000119768083,0.00011100000119768083,9.899999713525176e-05,9.899999713525176e-05,4581,0.0,0.0
2025-05-29 00:00:00+00:00,9.899999713525176e-05,0.00010199999815085903,9.600000339560211e-05,9.699999645818025e-05,0,0.0,0.0
2025-05-30 00:00:00+00:00,9.699999645818025e-05,0.00013499999477062374,9.600000339560211e-05,0.00010199999815085903,0,0.0,0.0
2025-05-31 00:00:00+00:00,0.00010199999815085903,0.00010199999815085903,9.000000136438757e-05,9.000000136438757e-05,3604,0.0,0.0
2025-06-01 00:00:00+00:00,8.99560036486946e-05,9.07725770957768e-05,8.70789444888942e-05,8.800127397989854e-05,2786,0.0,0.0
