TIMESTAMP,SOLITO_OPEN_PRICE_USD,SOLITO_HIGH_PRICE_USD,SOLITO_LOW_PRICE_USD,SOLITO_CLOSE_PRICE_USD,SOLITO_VOLUME_USD,SOLITO_DIVIDENDS_USD,SOLITO_STOCK_SPLITS_USD
2024-11-25 00:00:00+00:00,0.0001880000054370612,0.0001880000054370612,0.00011600000289035961,0.0001230000052601099,36259,0.0,0.0
2024-11-26 00:00:00+00:00,0.0001230000052601099,0.00012599999899975955,0.00010699999984353781,0.00010800000018207356,12787,0.0,0.0
2024-11-27 00:00:00+00:00,0.00010800000018207356,0.00010800000018207356,7.79999973019585e-05,8.099999831756577e-05,33027,0.0,0.0
2024-11-28 00:00:00+00:00,8.099999831756577e-05,8.600000001024455e-05,7.899999764049426e-05,8.399999933317304e-05,8488,0.0,0.0
2024-11-29 00:00:00+00:00,8.399999933317304e-05,0.00010900000052060932,8.399999933317304e-05,9.899999713525176e-05,12742,0.0,0.0
2024-11-30 00:00:00+00:00,9.899999713525176e-05,0.00011100000119768083,9.699999645818025e-05,0.00010800000018207356,10977,0.0,0.0
2024-12-01 00:00:00+00:00,0.00010800000018207356,0.00010800000018207356,6.70000008540228e-05,7.000000186963007e-05,21555,0.0,0.0
2024-12-02 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,5.900000178371556e-05,5.900000178371556e-05,3027,0.0,0.0
2024-12-03 00:00:00+00:00,5.900000178371556e-05,6.399999983841553e-05,5.0999999075429514e-05,6.0999998822808266e-05,19073,0.0,0.0
2024-12-04 00:00:00+00:00,6.0999998822808266e-05,6.70000008540228e-05,6.0999998822808266e-05,6.299999949987978e-05,4198,0.0,0.0
2024-12-05 00:00:00+00:00,6.299999949987978e-05,6.70000008540228e-05,6.199999916134402e-05,6.299999949987978e-05,960,0.0,0.0
2024-12-06 00:00:00+00:00,6.500000017695129e-05,6.800000119255856e-05,6.299999949987978e-05,6.500000017695129e-05,320,0.0,0.0
2024-12-07 00:00:00+00:00,6.500000017695129e-05,7.400000322377309e-05,5.999999848427251e-05,6.0999998822808266e-05,15340,0.0,0.0
2024-12-08 00:00:00+00:00,6.0999998822808266e-05,7.200000254670158e-05,5.900000178371556e-05,6.70000008540228e-05,544,0.0,0.0
2024-12-09 00:00:00+00:00,6.70000008540228e-05,6.70000008540228e-05,5.2999999752501026e-05,5.2999999752501026e-05,527,0.0,0.0
2024-12-10 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,4.999999873689376e-05,5.0999999075429514e-05,476,0.0,0.0
2024-12-11 00:00:00+00:00,5.0999999075429514e-05,5.500000042957254e-05,5.0999999075429514e-05,5.400000009103678e-05,178,0.0,0.0
2024-12-12 00:00:00+00:00,5.400000009103678e-05,5.500000042957254e-05,5.2999999752501026e-05,5.400000009103678e-05,324,0.0,0.0
2024-12-13 00:00:00+00:00,5.400000009103678e-05,5.400000009103678e-05,5.199999941396527e-05,5.2999999752501026e-05,393,0.0,0.0
2024-12-14 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,5.0999999075429514e-05,5.199999941396527e-05,222,0.0,0.0
2024-12-15 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,5.0999999075429514e-05,5.0999999075429514e-05,183,0.0,0.0
2024-12-16 00:00:00+00:00,5.0999999075429514e-05,5.2999999752501026e-05,5.0999999075429514e-05,5.0999999075429514e-05,548,0.0,0.0
2024-12-17 00:00:00+00:00,5.0999999075429514e-05,5.400000009103678e-05,5.0999999075429514e-05,5.199999941396527e-05,3129,0.0,0.0
2024-12-18 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,4.70000013592653e-05,4.70000013592653e-05,376,0.0,0.0
2024-12-19 00:00:00+00:00,4.70000013592653e-05,4.8999998398358e-05,4.400000034365803e-05,4.5000000682193786e-05,390,0.0,0.0
2024-12-20 00:00:00+00:00,4.5000000682193786e-05,4.70000013592653e-05,4.099999932805076e-05,4.70000013592653e-05,741,0.0,0.0
2024-12-21 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.099999932805076e-05,4.099999932805076e-05,799,0.0,0.0
2024-12-22 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.9999998989515007e-05,3.9999998989515007e-05,744,0.0,0.0
2024-12-23 00:00:00+00:00,3.9999998989515007e-05,4.3000000005122274e-05,3.9999998989515007e-05,4.3000000005122274e-05,116,0.0,0.0
2024-12-24 00:00:00+00:00,4.3000000005122274e-05,4.400000034365803e-05,4.199999966658652e-05,4.199999966658652e-05,657,0.0,0.0
2024-12-25 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,4.199999966658652e-05,4.199999966658652e-05,64,0.0,0.0
2024-12-26 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.9999998989515007e-05,3.9999998989515007e-05,72,0.0,0.0
2024-12-27 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.899999865097925e-05,3.899999865097925e-05,1216,0.0,0.0
2024-12-28 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.899999865097925e-05,4.099999932805076e-05,95,0.0,0.0
2024-12-29 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,61,0.0,0.0
2024-12-30 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.899999865097925e-05,3.9999998989515007e-05,46,0.0,0.0
2024-12-31 00:00:00+00:00,3.9999998989515007e-05,4.199999966658652e-05,3.9999998989515007e-05,3.9999998989515007e-05,224,0.0,0.0
2025-01-01 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.9999998989515007e-05,4.099999932805076e-05,76,0.0,0.0
2025-01-02 00:00:00+00:00,4.099999932805076e-05,4.400000034365803e-05,3.9999998989515007e-05,4.3000000005122274e-05,277,0.0,0.0
2025-01-03 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,4.3000000005122274e-05,4.5000000682193786e-05,216,0.0,0.0
2025-01-04 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,4.3000000005122274e-05,4.400000034365803e-05,584,0.0,0.0
2025-01-05 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.3000000005122274e-05,4.3000000005122274e-05,23,0.0,0.0
2025-01-06 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,4.3000000005122274e-05,4.400000034365803e-05,96,0.0,0.0
2025-01-07 00:00:00+00:00,4.400000034365803e-05,0.00021399999968707561,4.3000000005122274e-05,0.00014200000441633165,504528,0.0,0.0
2025-01-08 00:00:00+00:00,0.00014200000441633165,0.0002530000056140125,8.099999831756577e-05,0.00012599999899975955,725911,0.0,0.0
2025-01-09 00:00:00+00:00,0.00012599999899975955,0.00018600000475998968,0.00011800000356743112,0.00012099999730708078,176764,0.0,0.0
2025-01-10 00:00:00+00:00,0.00012099999730708078,0.00012199999764561653,9.600000339560211e-05,0.0001049999991664663,74825,0.0,0.0
2025-01-11 00:00:00+00:00,0.0001049999991664663,0.00011100000119768083,7.899999764049426e-05,8.099999831756577e-05,29925,0.0,0.0
2025-01-12 00:00:00+00:00,8.099999831756577e-05,8.099999831756577e-05,6.800000119255856e-05,7.100000220816582e-05,4970,0.0,0.0
2025-01-13 00:00:00+00:00,7.100000220816582e-05,7.200000254670158e-05,6.399999983841553e-05,6.800000119255856e-05,1339,0.0,0.0
2025-01-14 00:00:00+00:00,6.800000119255856e-05,7.100000220816582e-05,6.800000119255856e-05,6.900000153109431e-05,374,0.0,0.0
2025-01-15 00:00:00+00:00,6.900000153109431e-05,7.200000254670158e-05,6.399999983841553e-05,7.100000220816582e-05,2332,0.0,0.0
2025-01-16 00:00:00+00:00,7.100000220816582e-05,8.199999865610152e-05,6.900000153109431e-05,8.199999865610152e-05,3472,0.0,0.0
2025-01-17 00:00:00+00:00,8.199999865610152e-05,8.70000003487803e-05,8.199999865610152e-05,8.299999899463728e-05,1980,0.0,0.0
2025-01-18 00:00:00+00:00,8.299999899463728e-05,9.000000136438757e-05,8.199999865610152e-05,8.900000102585182e-05,3181,0.0,0.0
2025-01-19 00:00:00+00:00,8.900000102585182e-05,9.40000027185306e-05,4.400000034365803e-05,4.70000013592653e-05,16329,0.0,0.0
2025-01-20 00:00:00+00:00,4.70000013592653e-05,4.999999873689376e-05,4.400000034365803e-05,4.5000000682193786e-05,470,0.0,0.0
2025-01-21 00:00:00+00:00,4.5000000682193786e-05,4.70000013592653e-05,4.199999966658652e-05,4.600000102072954e-05,707,0.0,0.0
2025-01-22 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,4.3000000005122274e-05,4.70000013592653e-05,1758,0.0,0.0
2025-01-23 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.199999966658652e-05,4.3000000005122274e-05,179,0.0,0.0
2025-01-24 00:00:00+00:00,4.3000000005122274e-05,4.600000102072954e-05,4.3000000005122274e-05,4.400000034365803e-05,153,0.0,0.0
2025-01-25 00:00:00+00:00,4.400000034365803e-05,4.5000000682193786e-05,4.3000000005122274e-05,4.400000034365803e-05,156,0.0,0.0
2025-01-26 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.199999966658652e-05,4.199999966658652e-05,58,0.0,0.0
2025-01-27 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.7999998312443495e-05,3.9999998989515007e-05,111,0.0,0.0
2025-01-28 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.7999998312443495e-05,3.7999998312443495e-05,206,0.0,0.0
2025-01-29 00:00:00+00:00,3.7999998312443495e-05,3.9999998989515007e-05,3.7999998312443495e-05,3.899999865097925e-05,680,0.0,0.0
2025-01-30 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.899999865097925e-05,3.9999998989515007e-05,809,0.0,0.0
2025-01-31 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.7999998312443495e-05,3.7999998312443495e-05,280,0.0,0.0
2025-02-01 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7000001611886546e-05,3.7000001611886546e-05,94,0.0,0.0
2025-02-02 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.400000059627928e-05,3.400000059627928e-05,113,0.0,0.0
2025-02-03 00:00:00+00:00,3.400000059627928e-05,3.600000127335079e-05,2.9999999242136255e-05,3.5000000934815034e-05,26,0.0,0.0
2025-02-04 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,3.400000059627928e-05,3.400000059627928e-05,221,0.0,0.0
2025-02-05 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.300000025774352e-05,3.300000025774352e-05,62,0.0,0.0
2025-02-06 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.199999991920777e-05,3.199999991920777e-05,197,0.0,0.0
2025-02-07 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,3.099999958067201e-05,3.199999991920777e-05,154,0.0,0.0
2025-02-08 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,3.199999991920777e-05,3.300000025774352e-05,153,0.0,0.0
2025-02-09 00:00:00+00:00,3.300000025774352e-05,3.5000000934815034e-05,3.300000025774352e-05,3.400000059627928e-05,227,0.0,0.0
2025-02-10 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.400000059627928e-05,3.400000059627928e-05,2,0.0,0.0
2025-02-11 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.400000059627928e-05,3.400000059627928e-05,6,0.0,0.0
2025-02-12 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.199999991920777e-05,3.300000025774352e-05,43,0.0,0.0
2025-02-13 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.099999958067201e-05,3.199999991920777e-05,16,0.0,0.0
2025-02-14 00:00:00+00:00,3.199999991920777e-05,3.400000059627928e-05,3.199999991920777e-05,3.300000025774352e-05,27,0.0,0.0
2025-02-15 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.199999991920777e-05,3.199999991920777e-05,10,0.0,0.0
2025-02-16 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,3.199999991920777e-05,30,0.0,0.0
2025-02-17 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.9999999242136255e-05,2.9999999242136255e-05,10,0.0,0.0
