TIMESTAMP,LSK_OPEN_PRICE_USDT,LSK_HIGH_PRICE_USDT,LSK_LOW_PRICE_USDT,LSK_CLOSE_PRICE_USDT,LSK_FIRST_TRADE_PRICE_USDT,LSK_HIGH_TRADE_PRICE_USDT,LSK_LOW_TRADE_PRICE_USDT,LSK_LAST_TRADE_PRICE_USDT,LSK_TOTAL_TRADE_COUNT,LSK_TOTAL_TRADES_BUY,LSK_TOTAL_TRADES_SELL,LSK_VOLUME_USDT,LSK_QUOTE_VOLUME,LSK_VOLUME_BUY,LSK_QUOTE_VOLUME_BUY,LSK_VOLUME_SELL,LSK_QUOTE_VOLUME_SELL
2021-01-11,1.4305,1.4395,1.1528,1.2439,1.4303,1.4395,1.1528,1.2439,12435,5790,6645,1078527.09,1331810.209422,479270.37,592704.427866,599256.72,739105.781556
2021-01-12,1.2439,1.31,1.1741,1.2617,1.2439,1.31,1.1741,1.2617,7747,3974,3773,682757.33,847029.789588,384742.3,476518.970648,298015.03,370510.81894
2021-01-13,1.2617,1.388,1.1921,1.3561,1.2556,1.388,1.1921,1.3561,7485,4137,3348,679529.86,869549.095294,393914.16,505606.004547,285615.7,363943.090747
2021-01-14,1.3561,1.4326,1.3,1.3695,1.3521,1.4326,1.3,1.3695,8856,4830,4026,694065.62,945188.521741,414712.34,567071.013748,279353.28,378117.507993
2021-01-15,1.3695,1.3859,1.225,1.3005,1.3699,1.3859,1.225,1.3005,8790,4347,4443,673315.13,881113.803608,301334.57,395198.36484,371980.56,485915.438768
2021-01-16,1.3005,1.4107,1.3005,1.3704,1.3061,1.4107,1.3006,1.3704,8900,4710,4190,814307.49,1114524.072695,427225.85,585834.794024,387081.64,528689.278671
2021-01-17,1.3704,1.4337,1.2818,1.3947,1.3704,1.4337,1.2818,1.3947,10363,5405,4958,862210.04,1180497.085008,453007.21,622379.860551,409202.83,558117.224457
2021-01-18,1.3947,1.44,1.3235,1.4357,1.3993,1.44,1.3235,1.4357,8479,4247,4232,685949.06,949539.480085,331194.5,459787.725886,354754.56,489751.754199
2021-01-19,1.4357,1.4592,1.3658,1.382,1.4357,1.4592,1.3658,1.382,9086,4590,4496,741493.82,1049879.750472,324828.23,460265.084023,416665.59,589614.666449
2021-01-20,1.382,1.528,1.323,1.5034,1.382,1.528,1.323,1.5034,19644,9598,10046,2002872.47,2887605.541363,937473.21,1354601.904571,1065399.26,1533003.636792
2021-01-21,1.5034,1.53,1.2616,1.2719,1.5046,1.53,1.2616,1.2719,14898,7106,7792,1312734.74,1827423.051877,577419.98,808618.480082,735314.76,1018804.571795
2021-01-22,1.2719,1.3888,1.1826,1.3464,1.2679,1.3888,1.1826,1.3464,9844,5136,4708,907186.27,1178218.432329,454256.78,593632.750273,452929.49,584585.682056
2021-01-23,1.3464,1.49,1.2869,1.3815,1.3483,1.49,1.2869,1.3815,11965,5830,6135,1275794.28,1743009.264112,669880.02,918035.090279,605914.26,824974.173833
2021-01-24,1.3815,1.438,1.3221,1.3576,1.3816,1.438,1.3221,1.3576,8486,4250,4236,660548.11,908156.952493,315212.2,433629.352013,345335.91,474527.60048
2021-01-25,1.3576,1.3914,1.3065,1.3251,1.3576,1.3914,1.3065,1.3251,6935,3410,3525,535232.55,726447.859079,247993.27,336989.721713,287239.28,389458.137366
2021-01-26,1.3251,1.3358,1.2386,1.3026,1.325,1.3358,1.2386,1.3026,5426,2752,2674,484609.76,620045.084057,272789.89,348773.468594,211819.87,271271.615463
2021-01-27,1.3026,1.3047,1.1818,1.2184,1.3027,1.3047,1.1818,1.2184,5530,2628,2902,537920.85,660901.906355,277198.15,340491.136582,260722.7,320410.769773
2021-01-28,1.2184,1.3399,1.201,1.3186,1.2182,1.3399,1.201,1.3186,7674,3779,3895,636512.11,817783.387248,285327.87,367047.675198,351184.24,450735.71205
2021-01-29,1.3186,1.4135,1.2832,1.3235,1.3179,1.4135,1.2832,1.3235,13670,6757,6913,1349716.73,1820025.877619,719434.81,971244.088468,630281.92,848781.789151
2021-01-30,1.3235,1.3373,1.2726,1.3189,1.3273,1.3373,1.2726,1.3189,7310,3622,3688,635151.04,829618.095336,287952.29,376177.437404,347198.75,453440.657932
2021-01-31,1.3189,1.3729,1.25,1.3222,1.3168,1.3729,1.25,1.3222,9936,4863,5073,909619.12,1200260.453312,422687.8,559077.967194,486931.32,641182.486118
2021-02-01,1.3222,1.4542,1.2671,1.3876,1.3223,1.4542,1.2671,1.3876,17535,8655,8880,1538270.87,2109643.851256,736053.85,1010102.601229,802217.02,1099541.250027
2021-02-02,1.3876,1.42,1.3477,1.4056,1.3877,1.42,1.3477,1.4056,11202,5688,5514,1003170.23,1390860.270403,487462.73,676362.168488,515707.5,714498.101915
2021-02-03,1.4056,1.555,1.381,1.5,1.4126,1.555,1.381,1.5,14628,7622,7006,1151300.74,1677962.897857,614889.55,898482.432695,536411.19,779480.465162
2021-02-04,1.5,1.5045,1.3622,1.4159,1.5,1.5045,1.3622,1.4159,15588,7667,7921,1227476.8,1754364.408496,570014.02,815134.517454,657462.78,939229.891042
2021-02-05,1.4159,1.81,1.4093,1.7853,1.416,1.81,1.4093,1.7853,43540,22412,21128,4220291.67,6784794.016514,2095122.24,3368780.299079,2125169.43,3416013.717435
2021-02-06,1.7853,1.7922,1.526,1.6271,1.7853,1.7922,1.526,1.6271,29198,14183,15015,2717984.48,4456715.286342,1144390.72,1873207.976491,1573593.76,2583507.309851
2021-02-07,1.6271,1.6379,1.474,1.5638,1.6271,1.6379,1.474,1.5638,17406,8542,8864,1512060.8,2336135.907057,672579.2,1041212.250325,839481.6,1294923.656732
2021-02-08,1.5638,1.85,1.5,1.7434,1.5636,1.85,1.5,1.7434,28694,15043,13651,2656579.02,4509976.306898,1406723.07,2382678.007066,1249855.95,2127298.299832
2021-02-09,1.7434,1.9203,1.7042,1.8666,1.7494,1.9203,1.7042,1.8666,27008,13536,13472,2188300.7,3985448.560467,1055713.45,1921058.684129,1132587.25,2064389.876338
2021-02-10,1.8666,2.65,1.8154,2.3055,1.8692,2.65,1.8154,2.3055,90813,47253,43560,9930430.03,22375375.893859,5055583.64,11435876.41268,4874846.39,10939499.481179
2021-02-11,2.3055,2.61,2.2345,2.4214,2.2969,2.61,2.2345,2.4214,56337,28731,27606,4756754.0,11425163.589019,2236728.51,5374976.734382,2520025.49,6050186.854637
2021-02-12,2.4214,2.48,2.2449,2.4363,2.4213,2.48,2.2449,2.4363,31769,15584,16185,2589440.9,6151706.638384,1214394.71,2886935.139038,1375046.19,3264771.499346
2021-02-13,2.4363,3.656,2.3143,3.3832,2.4361,3.656,2.3143,3.3832,89752,45176,44576,7524066.3,22379542.07173,3822314.22,11384082.894164,3701752.08,10995459.177566
2021-02-14,3.3832,4.7,3.085,3.825,3.3829,4.7,3.085,3.825,208716,109361,99355,21628442.03,84515292.074182,11070362.06,43291870.75117,10558079.97,41223421.323012
2021-02-15,3.825,4.1,2.7777,3.3078,3.825,4.1,2.7777,3.3078,81643,41989,39654,5423289.42,18564410.585691,2811517.09,9640947.457975,2611772.33,8923463.127716
2021-02-16,3.3078,3.62,2.9693,3.2523,3.3077,3.62,2.9693,3.2523,43251,22703,20548,3209979.24,10620795.384645,1634455.99,5401093.772853,1575523.25,5219701.611792
2021-02-17,3.2523,3.5187,2.9416,3.42,3.2514,3.5187,2.9416,3.42,31225,15824,15401,1939605.79,6299555.733457,960610.18,3116300.368837,978995.61,3183255.36462
2021-02-18,3.42,3.88,3.3001,3.781,3.42,3.88,3.3001,3.781,36073,18787,17286,2199483.86,7850118.287824,1156591.99,4132164.669848,1042891.87,3717953.617976
2021-02-19,3.781,4.0317,3.4035,3.872,3.781,4.0317,3.4035,3.872,42276,21822,20454,2503701.21,9379471.16489,1291746.57,4832985.886693,1211954.64,4546485.278197
2021-02-20,3.872,4.3899,3.3809,3.6638,3.8719,4.3899,3.3809,3.6638,60006,30901,29105,4660076.33,18675520.845964,2594656.53,10409535.52921,2065419.8,8265985.316754
2021-02-21,3.6638,4.0,3.58,3.8489,3.6632,4.0,3.58,3.8489,29458,15174,14284,1390972.7,5351545.25364,721962.57,2778363.966323,669010.13,2573181.287317
2021-02-22,3.8489,3.96,2.701,3.4,3.8489,3.96,2.701,3.4,42184,21353,20831,3441161.96,11351374.654479,1718689.54,5679932.168417,1722472.42,5671442.486062
2021-02-23,3.4,3.4062,2.1562,2.651,3.3934,3.4062,2.1562,2.651,35706,17941,17765,4094441.35,10934456.200201,2055401.39,5527674.420008,2039039.96,5406781.780193
2021-02-24,2.651,3.2,2.4538,2.8265,2.6508,3.2,2.4538,2.8265,30267,15854,14413,2930727.53,8343398.33129,1548719.51,4400375.82083,1382008.02,3943022.51046
2021-02-25,2.8265,4.3195,2.8128,3.023,2.8241,4.3195,2.8128,3.023,114081,59915,54166,9044269.15,32151158.143769,4398506.36,15710525.446652,4645762.79,16440632.697117
2021-02-26,3.023,3.2779,2.8,3.0221,3.0311,3.2779,2.8,3.0221,35237,17679,17558,2677753.14,8007708.752618,1288510.22,3858960.38064,1389242.92,4148748.371978
2021-02-27,3.0221,3.3,2.9175,3.0894,3.0215,3.3,2.9175,3.0894,17894,9385,8509,1171812.2,3597420.867435,580316.81,1783927.249001,591495.39,1813493.618434
2021-02-28,3.0894,3.091,2.5414,2.9052,3.0894,3.091,2.5414,2.9052,17602,8720,8882,1259316.79,3504075.151802,618522.72,1728953.913755,640794.07,1775121.238047
2021-03-01,2.9052,3.1017,2.8,3.0872,2.9045,3.1017,2.8,3.0872,21889,11034,10855,1122789.65,3339326.282502,559367.03,1666233.692541,563422.62,1673092.589961
2021-03-02,3.0872,3.6881,2.9625,3.1678,3.0948,3.6881,2.9625,3.1678,45226,22697,22529,2951228.82,9673955.640102,1471025.58,4818443.133357,1480203.24,4855512.506745
2021-03-03,3.1678,3.3,3.0784,3.247,3.1678,3.3,3.0784,3.247,24422,12550,11872,1557857.9,4988817.622314,815260.74,2612119.224176,742597.16,2376698.398138
2021-03-04,3.247,3.3288,2.9267,3.118,3.2403,3.3288,2.9267,3.118,19112,9346,9766,1047640.92,3268174.644973,475810.77,1482002.926219,571830.15,1786171.718754
2021-03-05,3.118,3.1259,2.8665,3.0882,3.1202,3.1259,2.8665,3.0882,14779,7516,7263,875752.48,2618869.039132,450220.48,1346610.323307,425532.0,1272258.715825
2021-03-06,3.0882,3.2638,3.0,3.2084,3.0947,3.2638,3.0,3.2084,18716,9444,9272,998760.08,3134570.933576,535726.62,1681317.517375,463033.46,1453253.416201
2021-03-07,3.2084,3.2601,3.1258,3.2528,3.2123,3.2601,3.1258,3.2528,12074,6430,5644,688406.79,2190042.4595,369979.69,1178522.693671,318427.1,1011519.765829
2021-03-08,3.2528,3.3,3.0821,3.2461,3.2556,3.3,3.0821,3.2461,14853,7042,7811,777148.84,2480380.132291,396520.28,1266663.362795,380628.56,1213716.769496
2021-03-09,3.2461,3.42,3.18,3.3833,3.2544,3.42,3.18,3.3833,23644,11702,11942,1417988.16,4627900.030089,706710.73,2308871.857288,711277.43,2319028.172801
2021-03-10,3.3833,3.3985,3.08,3.236,3.3835,3.3985,3.08,3.236,20220,9286,10934,1164616.64,3774159.232794,579980.09,1879747.393924,584636.55,1894411.83887
2021-03-11,3.236,3.3368,3.0873,3.2364,3.2251,3.3368,3.0873,3.2364,18282,9190,9092,1128168.38,3615025.130054,624247.37,2005393.133093,503921.01,1609631.996961
2021-03-12,3.2364,3.2917,3.0433,3.1502,3.2403,3.2917,3.0433,3.1502,17316,8650,8666,1091859.84,3456006.582956,579084.84,1831429.618432,512775.0,1624576.964524
2021-03-13,3.1502,3.7,2.984,3.31,3.1486,3.7,2.984,3.31,34351,17297,17054,2197963.71,7300017.709304,1129462.62,3746844.535522,1068501.09,3553173.173782
2021-03-14,3.31,3.66,3.2005,3.42,3.3163,3.66,3.2005,3.42,47416,22883,24533,2831105.41,9750729.311277,1414838.48,4877639.47324,1416266.93,4873089.838037
2021-03-15,3.42,3.4795,3.102,3.2554,3.4303,3.4795,3.102,3.2554,25722,12296,13426,1601919.74,5228835.672499,770766.14,2517036.920828,831153.6,2711798.751671
2021-03-16,3.2554,3.3846,3.0474,3.36,3.2681,3.3846,3.0474,3.36,19699,9901,9798,1179697.08,3837157.071039,634259.17,2064710.505512,545437.91,1772446.565527
2021-03-17,3.36,4.06,3.23,3.9141,3.3614,4.06,3.23,3.9141,58743,31302,27441,3849482.82,13971377.681195,2037669.92,7403302.697247,1811812.9,6568074.983948
2021-03-18,3.9141,4.01,3.613,3.7458,3.9033,4.01,3.613,3.7458,36041,18051,17990,2097783.75,7921421.953428,1057410.69,3997225.046009,1040373.06,3924196.907419
2021-03-19,3.7458,3.9175,3.6,3.7863,3.7459,3.9175,3.6,3.7863,17885,8902,8983,946021.52,3567378.572476,483764.87,1826292.742926,462256.65,1741085.82955
2021-03-20,3.7863,4.6208,3.7252,3.9616,3.8015,4.6208,3.7252,3.9616,57660,29699,27961,3284579.73,13835818.627611,1733389.64,7316472.910935,1551190.09,6519345.716676
2021-03-21,3.9616,4.1295,3.5687,3.9009,3.9616,4.1295,3.5687,3.9009,35731,17345,18386,2391416.28,9189344.440877,1107685.32,4256654.474688,1283730.96,4932689.966189
2021-03-22,3.9009,4.5777,3.7515,4.031,3.8997,4.5777,3.7515,4.031,60194,31610,28584,3334271.59,14125578.331435,1778806.06,7553466.744318,1555465.53,6572111.587117
2021-03-23,4.031,5.2103,3.952,4.9703,4.0161,5.2103,3.952,4.9703,116094,60072,56022,8936726.06,42146561.692717,4737606.86,22417682.512683,4199119.2,19728879.180034
2021-03-24,4.9703,5.1499,4.07,4.276,4.9938,5.1499,4.07,4.276,64352,30478,33874,4370661.89,20350653.092446,2160153.53,10073894.048376,2210508.36,10276759.04407
2021-03-25,4.276,4.3828,3.827,3.8992,4.2758,4.3828,3.827,3.8992,37298,18894,18404,2158553.24,8747903.716524,1087126.78,4412499.525614,1071426.46,4335404.19091
2021-03-26,3.8992,4.5702,3.856,4.4798,3.9093,4.5702,3.856,4.4798,32344,16291,16053,2100679.3,8803211.738313,1038509.96,4345636.304825,1062169.34,4457575.433488
2021-03-27,4.4798,4.548,4.2162,4.5195,4.48,4.548,4.2162,4.5195,22701,11531,11170,1366909.63,5976587.845628,635954.71,2780565.272528,730954.92,3196022.5731
2021-03-28,4.5195,5.7,4.4687,4.8702,4.5072,5.7,4.4687,4.8702,65766,34623,31143,4434418.19,22571237.757842,2189163.21,11196517.175088,2245254.98,11374720.582754
2021-03-29,4.8702,5.58,4.6863,5.455,4.8703,5.58,4.6863,5.455,46254,23506,22748,2248312.3,11389163.471731,1182288.32,6013156.322405,1066023.98,5376007.149326
2021-03-30,5.455,6.195,5.349,5.9127,5.4633,6.195,5.349,5.9127,57936,30869,27067,3109842.05,17886209.917244,1705781.95,9823808.485837,1404060.1,8062401.431407
2021-03-31,5.9127,6.2627,5.5501,6.2627,5.9112,6.2627,5.5501,6.2627,40556,20073,20483,1871055.44,11086396.667133,956356.01,5676739.181159,914699.43,5409657.485974
2021-04-01,6.2627,6.2899,5.6673,5.9245,6.2613,6.2899,5.6673,5.9245,33521,16592,16929,1888404.25,11319557.904033,1046711.55,6280437.855184,841692.7,5039120.048849
2021-04-02,5.9245,6.0367,5.6673,5.987,5.9249,6.0367,5.6673,5.987,20502,10149,10353,1058752.87,6120890.184083,569630.08,3299788.91822,489122.79,2821101.265863
2021-04-03,5.987,6.7049,5.6508,5.7625,5.9874,6.7049,5.6508,5.7625,54381,27552,26829,3403985.72,21098136.326289,1789206.05,11113523.359714,1614779.67,9984612.966575
2021-04-04,5.7625,6.5267,5.7624,6.319,5.7691,6.5267,5.7624,6.319,34623,17597,17026,1940106.0,11969094.016107,1048855.41,6468581.95836,891250.59,5500512.057747
2021-04-05,6.319,6.3722,5.8203,6.2642,6.3189,6.3722,5.8203,6.2642,27353,13368,13985,1296158.53,7839107.95199,632215.72,3826788.670774,663942.81,4012319.281216
2021-04-06,6.2642,6.4097,5.75,6.1699,6.2642,6.4097,5.75,6.1699,21510,10778,10732,1104155.63,6722403.139362,591120.71,3604870.587636,513034.92,3117532.551726
2021-04-07,6.1699,6.887,5.3801,6.178,6.1713,6.887,5.3801,6.178,52537,26937,25600,3269253.06,20232180.331877,1753545.24,10914589.752891,1515707.82,9317590.578986
2021-04-08,6.178,6.8744,5.8392,6.817,6.1895,6.8744,5.8392,6.817,36091,18783,17308,1949318.27,12319585.704537,1088931.31,6902403.617127,860386.96,5417182.08741
2021-04-09,6.817,7.19,6.569,7.0854,6.817,7.19,6.569,7.0854,47542,24534,23008,2602375.61,18097953.401643,1360832.43,9463212.086924,1241543.18,8634741.314719
2021-04-10,7.0854,7.5259,6.7901,7.2497,7.0853,7.5259,6.7901,7.2497,39772,19791,19981,1814647.55,12981433.344467,962769.9,6909769.40191,851877.65,6071663.942557
2021-04-11,7.2497,7.2497,6.531,6.8186,7.2289,7.2297,6.531,6.8186,24579,12451,12128,1118786.09,7536971.669607,553988.29,3728918.129664,564797.8,3808053.539943
2021-04-12,6.8186,6.8411,6.28,6.4668,6.8182,6.8411,6.28,6.4668,22381,10801,11580,1037755.69,6736378.664382,527000.26,3420982.498969,510755.43,3315396.165413
2021-04-13,6.4668,6.7253,5.8504,6.4511,6.444,6.7253,5.8504,6.4511,38397,19643,18754,2294113.59,14359407.858391,1179300.74,7384711.780113,1114812.85,6974696.078278
2021-04-14,6.4511,6.4584,5.8539,6.1726,6.4279,6.4584,5.8539,6.1726,25130,12255,12875,1217224.76,7465073.054344,596921.6,3663814.720422,620303.16,3801258.333922
2021-04-15,6.1726,6.5338,6.1227,6.5201,6.1831,6.5338,6.1227,6.5201,25330,12192,13138,1136928.28,7232509.006851,634550.64,4036801.704053,502377.64,3195707.302798
2021-04-16,6.5201,7.3643,6.2101,6.9456,6.5064,7.3643,6.2101,6.9456,67742,31627,36115,2751181.89,18566223.318787,1404189.4,9473960.305865,1346992.49,9092263.012922
2021-04-17,6.9456,7.2,6.3778,6.48,6.9462,7.2,6.3778,6.48,31659,15065,16594,1617404.54,10888307.000253,788196.02,5310523.377144,829208.52,5577783.623109
2021-04-18,6.48,6.6317,4.9417,5.6983,6.48,6.6317,4.9417,5.6983,35368,17500,17868,2353790.03,13095120.415271,1235759.84,6865137.60875,1118030.19,6229982.806521
2021-04-19,5.6983,5.87,5.1175,5.35,5.6983,5.87,5.1175,5.35,23618,12011,11607,1347601.81,7532405.00403,738196.78,4128072.132495,609405.03,3404332.871535
2021-04-20,5.35,5.6504,4.6956,5.4229,5.3597,5.6504,4.6956,5.4229,30236,15420,14816,1918844.89,10013178.19403,984230.63,5140861.60576,934614.26,4872316.58827
2021-04-21,5.4229,5.657,5.0459,5.1485,5.4304,5.657,5.0459,5.1485,21765,10673,11092,1245151.44,6677260.000382,655586.98,3523600.167038,589564.46,3153659.833344
2021-04-22,5.1485,5.652,4.276,4.3307,5.1479,5.652,4.276,4.3307,39181,21008,18173,3775325.96,18201365.203946,2083410.96,10057614.416653,1691915.0,8143750.787293
2021-04-23,4.3307,4.4222,3.1418,4.12,4.3201,4.4222,3.1418,4.12,42574,22030,20544,3985133.47,15161237.872884,2003915.18,7643614.766651,1981218.29,7517623.106233
2021-04-24,4.12,4.12,3.5962,3.7188,4.12,4.12,3.5962,3.7188,23168,12136,11032,2163894.73,8358023.219749,1259286.01,4866517.480214,904608.72,3491505.739535
2021-04-25,3.7188,4.4351,3.486,3.835,3.7216,4.4351,3.486,3.835,25325,12828,12497,1927979.54,7566685.692639,987016.66,3880460.475036,940962.88,3686225.217603
2021-04-26,3.835,4.8849,3.7775,4.5797,3.835,4.8849,3.7775,4.5797,38458,19666,18792,2346476.13,10438907.547371,1277752.84,5683464.196974,1068723.29,4755443.350397
2021-04-27,4.5797,4.9369,4.5004,4.881,4.5784,4.9369,4.5004,4.881,27408,13984,13424,1390577.88,6643927.475139,777603.99,3713705.186466,612973.89,2930222.288673
2021-04-28,4.881,6.0299,4.41,5.6487,4.8733,6.0299,4.41,5.6487,89802,46184,43618,6111795.87,32732051.988854,3215856.42,17309219.209422,2895939.45,15422832.779432
2021-04-29,5.6487,5.699,4.9913,5.2994,5.6489,5.699,4.9913,5.2994,37875,18929,18946,2478422.87,13178883.288022,1178530.33,6262594.556999,1299892.54,6916288.731023
2021-04-30,5.2994,5.5158,5.0763,5.427,5.2991,5.5158,5.0763,5.427,25146,12541,12605,1459585.5,7757297.561684,686460.04,3648675.034749,773125.46,4108622.526935
2021-05-01,5.427,5.64,5.2438,5.5117,5.4342,5.64,5.2438,5.5117,21168,10063,11105,1138127.75,6182098.487686,513909.01,2790049.145624,624218.74,3392049.342062
2021-05-02,5.5117,5.7219,5.1867,5.652,5.5245,5.7219,5.1867,5.652,30918,15351,15567,1671065.62,9202417.015483,882233.3,4853929.873611,788832.32,4348487.141872
2021-05-03,5.652,6.4064,5.5829,5.9231,5.6574,6.4064,5.5829,5.9231,65314,32576,32738,3127778.86,18679873.958146,1521706.28,9100228.659675,1606072.58,9579645.298471
2021-05-04,5.9231,6.4,5.2625,5.2961,5.9328,6.4,5.2625,5.2961,57271,27069,30202,3004891.71,17576672.621395,1487028.54,8706100.15258,1517863.17,8870572.468815
2021-05-05,5.2961,6.3599,5.2289,6.1903,5.301,6.3599,5.2289,6.1903,52764,27105,25659,2996102.36,17337987.251831,1493912.51,8659209.228372,1502189.85,8678778.023459
2021-05-06,6.1903,7.16,6.0083,6.9208,6.2015,7.16,6.0083,6.9208,93423,47267,46156,4679363.96,30709920.580773,2484869.77,16331374.006787,2194494.19,14378546.573986
2021-05-07,6.9208,11.5,6.9109,9.0463,6.9109,11.5,6.9109,9.0463,562297,291824,270473,41794479.61,395199487.706436,21249439.04,201772441.725377,20545040.57,193427045.981059
2021-05-08,9.0463,9.5999,8.1344,8.4758,9.0409,9.5999,8.1344,8.4758,112134,56809,55325,6500986.12,56846167.419021,3280969.12,28722829.657686,3220017.0,28123337.761335
2021-05-09,8.4758,9.18,7.6767,8.2552,8.4823,9.18,7.6767,8.2552,76216,37166,39050,4267187.62,35499443.4447,2081979.67,17351302.771977,2185207.95,18148140.672723
2021-05-10,8.2552,11.0,7.7,8.6831,8.2741,11.0,7.7,8.6831,197831,99087,98744,11630121.8,109078221.594058,5746966.09,53998699.119418,5883155.71,55079522.47464
2021-05-11,8.6831,9.45,7.8,9.3105,8.6831,9.45,7.8,9.3105,109457,55604,53853,6091251.66,51743008.54718,2973645.31,25307722.953716,3117606.35,26435285.593464
2021-05-12,9.3105,9.3447,6.878,6.9705,9.3294,9.3447,6.878,6.9705,86788,34888,51900,3989931.84,33137831.865838,1790789.82,14946956.692628,2199142.02,18190875.17321
2021-05-13,6.9705,7.4658,6.0592,7.1,6.9637,7.4658,6.0592,7.1,105335,51784,53551,6044456.06,41713384.499086,2966403.9,20486885.248721,3078052.16,21226499.250365
2021-05-14,7.1,7.623,6.6761,7.398,7.0907,7.623,6.6761,7.398,63576,32787,30789,3352279.3,24096481.365871,1742168.46,12520345.667027,1610110.84,11576135.698844
2021-05-15,7.398,7.6278,6.5,6.5793,7.398,7.6278,6.5,6.5793,46703,23947,22756,2886900.87,19963826.601681,1563140.11,10808203.821106,1323760.76,9155622.780575
2021-05-16,6.5793,6.8,5.8918,6.319,6.5958,6.8,5.8918,6.319,60276,29478,30798,4000505.71,25934632.440714,2204877.21,14391077.150697,1795628.5,11543555.290017
2021-05-17,6.319,6.3307,5.2751,5.8196,6.32,6.3307,5.2751,5.8196,74846,35609,39237,4734150.51,27262157.785947,2236355.4,12876471.933177,2497795.11,14385685.85277
2021-05-18,5.8196,6.68,5.731,6.2266,5.8306,6.68,5.731,6.2266,64821,32792,32029,3739737.09,23325898.374039,1929117.82,12030902.14374,1810619.27,11294996.230299
2021-05-19,6.2266,6.5486,3.0,3.9604,6.2439,6.5486,3.0,3.9604,103638,51639,51999,8055013.62,38776522.931875,4069848.07,19552362.58788,3985165.55,19224160.343995
2021-05-20,3.9604,5.13,3.5603,5.03,3.9599,5.13,3.5603,5.03,76361,40018,36343,5458535.43,25348997.010998,3011864.64,14023987.866674,2446670.79,11325009.144324
2021-05-21,5.03,5.47,3.531,4.386,5.0364,5.47,3.531,4.386,69761,35021,34740,5043652.5,22747365.803474,2439431.1,11016507.138833,2604221.4,11730858.664641
2021-05-22,4.386,4.5096,3.7838,3.9885,4.4017,4.5096,3.7838,3.9885,43319,22888,20431,2973418.85,12160191.679502,1530859.03,6254437.265459,1442559.82,5905754.414043
2021-05-23,3.9885,4.1661,2.601,3.1704,3.986,4.1661,2.601,3.1704,57766,29530,28236,5822619.9,18540324.275689,3113259.44,9941905.20209,2709360.46,8598419.073599
2021-05-24,3.1704,3.9564,2.91,3.865,3.183,3.9564,2.91,3.865,57585,29897,27688,4859002.47,16809880.036907,2596520.2,9015151.618664,2262482.27,7794728.418243
2021-05-25,3.865,4.7124,3.7604,4.3448,3.8594,4.7124,3.7604,4.3448,90247,46409,43838,7386791.31,30622500.585788,3793536.69,15734200.662965,3593254.62,14888299.922823
2021-05-26,4.3448,4.6211,4.1228,4.5478,4.3477,4.6211,4.1228,4.5478,64231,33119,31112,3905466.1,17135811.720575,1934025.74,8489333.444348,1971440.36,8646478.276227
2021-05-27,4.5478,4.559,4.037,4.2232,4.542,4.559,4.037,4.2232,27478,14154,13324,1802345.16,7670352.502167,952051.15,4052764.50471,850294.01,3617587.997457
2021-05-28,4.2232,4.2797,2.9995,3.5356,4.2162,4.2797,2.9995,3.5356,72943,38742,34201,8450097.89,28939196.555718,4838690.98,16507168.252597,3611406.91,12432028.303121
2021-05-29,3.5356,3.6299,3.0706,3.2765,3.5442,3.6299,3.0706,3.2765,22663,10678,11985,1942940.1,6460662.748417,986000.26,3274647.464218,956939.84,3186015.284199
2021-05-30,3.2765,3.467,3.0715,3.37,3.2766,3.467,3.0715,3.37,18827,9897,8930,1612807.22,5344137.346756,820249.37,2713360.126953,792557.85,2630777.219803
2021-05-31,3.37,3.6,3.1402,3.579,3.3803,3.6,3.1402,3.579,18743,9680,9063,1671719.83,5650950.840496,839474.89,2836434.123665,832244.94,2814516.716831
2021-06-01,3.579,3.6415,3.382,3.6165,3.5778,3.6415,3.382,3.6165,18825,9703,9122,1488879.53,5245265.125877,780561.16,2751187.641953,708318.37,2494077.483924
2021-06-02,3.6165,3.9952,3.5466,3.8582,3.6142,3.9952,3.5466,3.8582,29356,15375,13981,2394795.18,8999239.722879,1173266.73,4409267.813739,1221528.45,4589971.90914
2021-06-03,3.8582,4.1,3.6951,3.9656,3.8581,4.1,3.6951,3.9656,20727,10555,10172,1392186.44,5473902.06538,695668.67,2742580.539352,696517.77,2731321.526028
2021-06-04,3.9656,3.9744,3.3401,3.5496,3.9687,3.9744,3.3401,3.5496,36125,16368,19757,2731360.91,9737964.775948,1378022.9,4906376.13474,1353338.01,4831588.641208
2021-06-05,3.5496,3.6905,3.2754,3.3788,3.5491,3.6905,3.2754,3.3788,22796,11175,11621,1820911.17,6300298.646606,943552.84,3255406.913302,877358.33,3044891.733304
2021-06-06,3.3788,3.6599,3.324,3.52,3.379,3.6599,3.324,3.52,16698,8830,7868,1349959.26,4752517.795129,667394.99,2351515.3036,682564.27,2401002.491529
2021-06-07,3.52,3.7955,3.1973,3.2282,3.52,3.7955,3.1973,3.2282,26106,13518,12588,2352900.86,8302906.37757,1141877.52,4031861.386325,1211023.34,4271044.991245
2021-06-08,3.2282,3.3307,2.7312,3.1289,3.236,3.3307,2.7312,3.1289,29972,14632,15340,2612230.99,7938945.15361,1253280.91,3811093.150355,1358950.08,4127852.003255
