TIMESTAMP,PROTEIN_OPEN_PRICE_USD,PROTEIN_HIGH_PRICE_USD,PROTEIN_LOW_PRICE_USD,PROTEIN_CLOSE_PRICE_USD,PROTEIN_VOLUME_USD,PROTEIN_DIVIDENDS_USD,PROTEIN_STOCK_SPLITS_USD
2024-12-16 00:00:00+00:00,,,,0.0,7479,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,4360,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,6806,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,10554,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,1774,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,2990,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,4401,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,4358,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,4451,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,2578,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,1998,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,3333,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,3346,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,1096,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,2863,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,5435,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,728,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,1612,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,6746,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,596,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,989,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,585,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,1283,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,865,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,69,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,447,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,170,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,396,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,193,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,249,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,298,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,87,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,106,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,388,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,191,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,74,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,3867,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,10590,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,8968,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,2602,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,589,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,461,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,713,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,339,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,535,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,1830,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,120,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,185,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,869,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,904,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,136,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,121,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,205,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,48,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,181,0.0,0.0
2025-06-01 00:00:00+00:00,1.294560026668043e-13,1.294560026668043e-13,1.2865300188028006e-13,1.286533271409318e-13,5,0.0,0.0
