TIMESTAMP,BONKEY_OPEN_PRICE_USD,BONKEY_HIGH_PRICE_USD,BONKEY_LOW_PRICE_USD,BONKEY_CLOSE_PRICE_USD,BONKEY_VOLUME_USD,BONKEY_DIVIDENDS_USD,BONKEY_STOCK_SPLITS_USD
2024-12-07 00:00:00+00:00,0.0029700000304728746,0.004333999939262867,0.0020089999306946993,0.0038129999302327633,359832,0.0,0.0
2024-12-08 00:00:00+00:00,0.0036100000143051147,0.005694999825209379,0.0030350000597536564,0.004226999823004007,325224,0.0,0.0
2024-12-09 00:00:00+00:00,0.004217000212520361,0.004556000232696533,0.0026130001060664654,0.0033390000462532043,245758,0.0,0.0
2024-12-10 00:00:00+00:00,0.0033390000462532043,0.0036959999706596136,0.0023189999628812075,0.002839999971911311,123420,0.0,0.0
2024-12-11 00:00:00+00:00,0.002839999971911311,0.0032850001007318497,0.001998000079765916,0.002652999944984913,187930,0.0,0.0
2024-12-12 00:00:00+00:00,0.002652999944984913,0.002839999971911311,0.0022869999520480633,0.0024270000867545605,42152,0.0,0.0
2024-12-13 00:00:00+00:00,0.0024270000867545605,0.002635000040754676,0.0022750000935047865,0.0025679999962449074,31449,0.0,0.0
2024-12-14 00:00:00+00:00,0.0025679999962449074,0.0026149998884648085,0.0016680000117048621,0.0020359999034553766,82148,0.0,0.0
2024-12-15 00:00:00+00:00,0.0020359999034553766,0.002211000071838498,0.001769999973475933,0.0018739999504759908,58538,0.0,0.0
2024-12-16 00:00:00+00:00,0.001854000031016767,0.002256999956443906,0.001740999985486269,0.0019910000264644623,89548,0.0,0.0
2024-12-17 00:00:00+00:00,0.0019910000264644623,0.0021800000686198473,0.001639000023715198,0.0021089999936521053,86397,0.0,0.0
2024-12-18 00:00:00+00:00,0.0021089999936521053,0.002136999974027276,0.001560000004246831,0.001630999962799251,32598,0.0,0.0
2024-12-19 00:00:00+00:00,0.001630999962799251,0.0016410000389441848,0.0009919999865815043,0.0011660000309348106,42507,0.0,0.0
2024-12-20 00:00:00+00:00,0.0011660000309348106,0.001319000031799078,0.0010730000212788582,0.0012929999502375722,35846,0.0,0.0
2024-12-21 00:00:00+00:00,0.0012929999502375722,0.0018789999885484576,0.0012420000275596976,0.0015960000455379486,55886,0.0,0.0
2024-12-22 00:00:00+00:00,0.0015960000455379486,0.0016159999649971724,0.0011480000102892518,0.0011759999906644225,37070,0.0,0.0
2024-12-23 00:00:00+00:00,0.0011759999906644225,0.0017350000562146306,0.0011020000092685223,0.0016799999866634607,38944,0.0,0.0
2024-12-24 00:00:00+00:00,0.0016759999562054873,0.0017389999702572823,0.001420999993570149,0.0014329999685287476,25624,0.0,0.0
2024-12-25 00:00:00+00:00,0.0014329999685287476,0.0014809999847784638,0.0011889999732375145,0.001259000040590763,25914,0.0,0.0
2024-12-26 00:00:00+00:00,0.001259000040590763,0.0012669999850913882,0.0010010000551119447,0.0011180000146850944,17447,0.0,0.0
2024-12-27 00:00:00+00:00,0.0011180000146850944,0.0011569999624043703,0.0010489999549463391,0.0010590000310912728,7839,0.0,0.0
2024-12-28 00:00:00+00:00,0.0010590000310912728,0.0010610000463202596,0.0009960000170394778,0.0009960000170394778,8101,0.0,0.0
2024-12-29 00:00:00+00:00,0.0009960000170394778,0.001032999949529767,0.0008479999960400164,0.0008960000122897327,29856,0.0,0.0
2024-12-30 00:00:00+00:00,0.0008960000122897327,0.0010659999679774046,0.0008449999731965363,0.0010659999679774046,17212,0.0,0.0
2024-12-31 00:00:00+00:00,0.0010659999679774046,0.0012809999752789736,0.0010160000529140234,0.0010730000212788582,28268,0.0,0.0
2025-01-01 00:00:00+00:00,0.0010730000212788582,0.0010730000212788582,0.0009200000204145908,0.0009469999931752682,16187,0.0,0.0
2025-01-02 00:00:00+00:00,0.0009469999931752682,0.0010430000256747007,0.0009120000177063048,0.0010369999799877405,16936,0.0,0.0
2025-01-03 00:00:00+00:00,0.0010369999799877405,0.0018680000212043524,0.0009830000344663858,0.0015750000020489097,63086,0.0,0.0
2025-01-04 00:00:00+00:00,0.0015750000020489097,0.0015750000020489097,0.0012570000253617764,0.0013640000252053142,34358,0.0,0.0
2025-01-05 00:00:00+00:00,0.0013640000252053142,0.0013640000252053142,0.0011620000004768372,0.0011909999884665012,12266,0.0,0.0
2025-01-06 00:00:00+00:00,0.0011909999884665012,0.0011909999884665012,0.0010019999463111162,0.001028000027872622,32016,0.0,0.0
2025-01-07 00:00:00+00:00,0.001028000027872622,0.001066999975591898,0.000893999997060746,0.0009260000078938901,12901,0.0,0.0
2025-01-08 00:00:00+00:00,0.0009260000078938901,0.0009449999779462814,0.0008110000053420663,0.0008290000259876251,11798,0.0,0.0
2025-01-09 00:00:00+00:00,0.0008290000259876251,0.000999000039882958,0.000775999971665442,0.000859999970998615,20431,0.0,0.0
2025-01-10 00:00:00+00:00,0.000859999970998615,0.0009720000089146197,0.000859999970998615,0.0009260000078938901,8199,0.0,0.0
2025-01-11 00:00:00+00:00,0.0009260000078938901,0.000981000019237399,0.0008459999808110297,0.0009660000214353204,8388,0.0,0.0
2025-01-12 00:00:00+00:00,0.0009660000214353204,0.0009660000214353204,0.0008459999808110297,0.0008689999813213944,5381,0.0,0.0
2025-01-13 00:00:00+00:00,0.0008689999813213944,0.0009040000149980187,0.0007859999896027148,0.0008350000134669244,3855,0.0,0.0
2025-01-14 00:00:00+00:00,0.0008350000134669244,0.000901999999769032,0.000813000020571053,0.0008849999867379665,6642,0.0,0.0
2025-01-15 00:00:00+00:00,0.0008849999867379665,0.0010689999908208847,0.0008040000102482736,0.000965000013820827,19755,0.0,0.0
2025-01-16 00:00:00+00:00,0.000965000013820827,0.0009670000290498137,0.0008329999982379377,0.0008329999982379377,9755,0.0,0.0
2025-01-17 00:00:00+00:00,0.0008329999982379377,0.000944000028539449,0.0007980000227689743,0.0008730000117793679,15462,0.0,0.0
2025-01-18 00:00:00+00:00,0.0008730000117793679,0.0010890000266954303,0.0008229999803006649,0.001053999993018806,19948,0.0,0.0
2025-01-19 00:00:00+00:00,0.001053999993018806,0.0010550000006332994,0.0006380000268109143,0.0006380000268109143,50440,0.0,0.0
2025-01-20 00:00:00+00:00,0.0006380000268109143,0.0007590000168420374,0.0006309999735094607,0.0006760000251233578,17270,0.0,0.0
2025-01-21 00:00:00+00:00,0.0006760000251233578,0.0007040000054985285,0.0005660000024363399,0.0005920000257901847,14487,0.0,0.0
2025-01-22 00:00:00+00:00,0.0005920000257901847,0.0006070000235922635,0.0005489999894052744,0.0006000000284984708,8727,0.0,0.0
2025-01-23 00:00:00+00:00,0.0006000000284984708,0.0007060000207275152,0.0005949999904260039,0.0007040000054985285,6273,0.0,0.0
2025-01-24 00:00:00+00:00,0.0007040000054985285,0.0007459999760612845,0.0006270000012591481,0.0006270000012591481,10329,0.0,0.0
2025-01-25 00:00:00+00:00,0.0006270000012591481,0.0006830000202171504,0.0006099999882280827,0.0006830000202171504,5364,0.0,0.0
2025-01-26 00:00:00+00:00,0.0006830000202171504,0.0009169999975711107,0.0006559999892488122,0.0008270000107586384,27402,0.0,0.0
2025-01-27 00:00:00+00:00,0.0008270000107586384,0.0008270000107586384,0.0006019999855197966,0.000645000021904707,13587,0.0,0.0
2025-01-28 00:00:00+00:00,0.000645000021904707,0.000691999972332269,0.0005680000176653266,0.000582000007852912,19368,0.0,0.0
2025-01-29 00:00:00+00:00,0.000582000007852912,0.0005939999828115106,0.0005510000046342611,0.0005699999746866524,3534,0.0,0.0
2025-01-30 00:00:00+00:00,0.0005699999746866524,0.0006399999838322401,0.0005080000264570117,0.0005460000247694552,13013,0.0,0.0
2025-01-31 00:00:00+00:00,0.0005460000247694552,0.000653000024612993,0.0005430000019259751,0.0005579999997280538,10448,0.0,0.0
2025-02-01 00:00:00+00:00,0.0005579999997280538,0.0005670000100508332,0.0005089999758638442,0.0005089999758638442,4707,0.0,0.0
2025-02-02 00:00:00+00:00,0.0005089999758638442,0.0005119999987073243,0.00046800001291558146,0.0004689999914262444,3014,0.0,0.0
