TIMESTAMP,AWE_OPEN_PRICE_USD,AWE_HIGH_PRICE_USD,AWE_LOW_PRICE_USD,AWE_CLOSE_PRICE_USD,AWE_VOLUME_USD,AWE_DIVIDENDS_USD,AWE_STOCK_SPLITS_USD
2025-05-16 00:00:00+00:00,0.06995700299739838,0.07131899893283844,0.0681300014257431,0.06850399821996689,11729684,0.0,0.0
2025-05-17 00:00:00+00:00,0.06850399821996689,0.07349299639463425,0.06516200304031372,0.0683860033750534,18405260,0.0,0.0
2025-05-18 00:00:00+00:00,0.0683860033750534,0.07383500039577484,0.06838499754667282,0.06988800317049026,19165963,0.0,0.0
2025-05-19 00:00:00+00:00,0.06987600028514862,0.07432900369167328,0.0693259984254837,0.070203997194767,26465664,0.0,0.0
2025-05-20 00:00:00+00:00,0.070203997194767,0.07059500366449356,0.06870400160551071,0.06936699897050858,3350022,0.0,0.0
2025-05-21 00:00:00+00:00,0.06936699897050858,0.0706150010228157,0.06548599898815155,0.06734699755907059,36078264,0.0,0.0
2025-05-22 00:00:00+00:00,0.0673850029706955,0.07154499739408493,0.0673850029706955,0.06876099854707718,26683437,0.0,0.0
2025-05-23 00:00:00+00:00,0.06879399716854095,0.06893199682235718,0.06415499746799469,0.06438399851322174,10048950,0.0,0.0
2025-05-24 00:00:00+00:00,0.06438399851322174,0.06843599677085876,0.0635489970445633,0.06648900359869003,9075266,0.0,0.0
2025-05-25 00:00:00+00:00,0.06649699807167053,0.06925299763679504,0.06409599632024765,0.06473500281572342,10336332,0.0,0.0
2025-05-26 00:00:00+00:00,0.06473500281572342,0.06896000355482101,0.06473000347614288,0.06628900021314621,13514203,0.0,0.0
2025-05-27 00:00:00+00:00,0.06628900021314621,0.06777799874544144,0.06541900336742401,0.0663440003991127,10553190,0.0,0.0
2025-05-28 00:00:00+00:00,0.0663440003991127,0.06646600365638733,0.06255699694156647,0.0634789988398552,12738367,0.0,0.0
2025-05-29 00:00:00+00:00,0.0634789988398552,0.06363599747419357,0.06103400141000748,0.06163199990987778,8294862,0.0,0.0
2025-05-30 00:00:00+00:00,0.06163100153207779,0.06177299842238426,0.0563259981572628,0.05652900040149689,13147409,0.0,0.0
2025-05-31 00:00:00+00:00,0.05652900040149689,0.059918999671936035,0.052769001573324203,0.05839399993419647,14976173,0.0,0.0
2025-06-01 00:00:00+00:00,0.05838958919048309,0.06373471021652222,0.05623045936226845,0.06296328455209732,14600672,0.0,0.0
