TIMESTAMP,CHE_OPEN_PRICE_USD,CHE_HIGH_PRICE_USD,CHE_LOW_PRICE_USD,CHE_CLOSE_PRICE_USD,CHE_VOLUME_USD,CHE_DIVIDENDS_USD,CHE_STOCK_SPLITS_USD
2021-08-03 00:00:00+00:00,3.0099170207977295,3.171086072921753,2.5904459953308105,2.998176097869873,725097,0.0,0.0
2021-08-04 00:00:00+00:00,3.0123069286346436,3.012437105178833,2.0805470943450928,2.4679300785064697,561306,0.0,0.0
2021-08-05 00:00:00+00:00,2.467978000640869,2.800149917602539,1.8179789781570435,2.101752996444702,360072,0.0,0.0
2021-08-06 00:00:00+00:00,2.101522922515869,2.1113779544830322,1.161674976348877,1.2813960313796997,286989,0.0,0.0
2021-08-07 00:00:00+00:00,1.2814409732818604,1.8746780157089233,1.268826961517334,1.4806619882583618,230042,0.0,0.0
2021-08-08 00:00:00+00:00,1.4804940223693848,1.9115090370178223,1.4490580558776855,1.8882739543914795,316010,0.0,0.0
2021-08-09 00:00:00+00:00,1.888461947441101,2.2434580326080322,1.888461947441101,2.0341930389404297,448732,0.0,0.0
2021-08-10 00:00:00+00:00,2.034142017364502,2.0531389713287354,1.6375110149383545,1.7486519813537598,354780,0.0,0.0
2021-08-11 00:00:00+00:00,1.748695969581604,2.163666009902954,1.7464300394058228,1.9969550371170044,384693,0.0,0.0
2021-08-12 00:00:00+00:00,1.9970029592514038,2.2163400650024414,1.9184190034866333,2.087702989578247,491472,0.0,0.0
2021-08-13 00:00:00+00:00,2.087657928466797,2.2306880950927734,1.879865050315857,1.9448870420455933,323279,0.0,0.0
2021-08-14 00:00:00+00:00,1.9450589418411255,2.007136106491089,1.7928580045700073,1.9914460182189941,385885,0.0,0.0
2021-08-15 00:00:00+00:00,1.991163969039917,2.013878107070923,1.8165099620819092,1.846384048461914,314621,0.0,0.0
2021-08-16 00:00:00+00:00,1.8464189767837524,1.9582979679107666,1.843088984489441,1.9025989770889282,323900,0.0,0.0
2021-08-17 00:00:00+00:00,1.902675986289978,1.93967604637146,1.797163963317871,1.8422110080718994,344120,0.0,0.0
2021-08-18 00:00:00+00:00,1.8422260284423828,1.913841962814331,1.7898119688034058,1.9100010395050049,295252,0.0,0.0
2021-08-19 00:00:00+00:00,1.909788966178894,1.9544329643249512,1.8366739749908447,1.8690439462661743,302217,0.0,0.0
2021-08-20 00:00:00+00:00,1.8690119981765747,1.9759769439697266,1.8210949897766113,1.947909951210022,324525,0.0,0.0
