TIMESTAMP,SZCB_OPEN_PRICE_USD,SZCB_HIGH_PRICE_USD,SZCB_LOW_PRICE_USD,SZCB_CLOSE_PRICE_USD,SZCB_VOLUME_USD,SZCB_DIVIDENDS_USD,SZCB_STOCK_SPLITS_USD
2020-12-14 00:00:00+00:00,45844.4375,46080.36328125,45689.57421875,45907.21875,62104,0.0,0.0
2020-12-15 00:00:00+00:00,45908.21484375,46710.15234375,0.0,45652.36328125,55546,0.0,0.0
2020-12-16 00:00:00+00:00,45651.58203125,49701.03125,45085.21875,49676.58984375,22,0.0,0.0
2020-12-17 00:00:00+00:00,49665.23828125,52382.63671875,43167.92578125,45941.6171875,74043,0.0,0.0
2020-12-18 00:00:00+00:00,45928.92578125,47432.66015625,44575.7578125,46032.3203125,64633,0.0,0.0
2020-12-19 00:00:00+00:00,46035.67578125,47016.94921875,45459.48828125,45614.44140625,66928,0.0,0.0
2020-12-20 00:00:00+00:00,45609.85546875,46563.00390625,44099.875,45718.0390625,64060,0.0,0.0
2020-12-21 00:00:00+00:00,45718.375,46205.62109375,43895.8515625,45048.71484375,62441,0.0,0.0
2020-12-22 00:00:00+00:00,45046.09765625,46827.45703125,34194.015625,46820.984375,70534,0.0,0.0
2020-12-23 00:00:00+00:00,46779.65234375,47254.8984375,42388.875,45331.98828125,72244,0.0,0.0
2020-12-24 00:00:00+00:00,45324.546875,47265.53125,40754.32421875,47079.38671875,68158,0.0,0.0
2020-12-25 00:00:00+00:00,47095.5078125,47297.12109375,45106.76171875,46670.44921875,74475,0.0,0.0
2020-12-26 00:00:00+00:00,46670.33203125,48481.5859375,45999.15234375,47383.8046875,77566,0.0,0.0
2020-12-27 00:00:00+00:00,47372.546875,50221.8125,0.0,45929.3984375,85178,0.0,0.0
2020-12-28 00:00:00+00:00,45914.9609375,50156.6484375,45238.50390625,45927.73828125,85096,0.0,0.0
2020-12-29 00:00:00+00:00,45918.234375,47460.7890625,28655.845703125,29633.33984375,82130,0.0,0.0
2020-12-30 00:00:00+00:00,29626.564453125,30549.28125,29200.048828125,30440.017578125,104371,0.0,0.0
2020-12-31 00:00:00+00:00,30440.568359375,47520.9921875,29423.732421875,29887.4609375,92716,0.0,0.0
2021-01-01 00:00:00+00:00,29881.037109375,47431.98828125,29151.5859375,29578.658203125,85722,0.0,0.0
2021-01-02 00:00:00+00:00,29579.88671875,31865.337890625,29083.435546875,31374.224609375,101745,0.0,0.0
2021-01-03 00:00:00+00:00,31368.666015625,40765.8828125,31248.24609375,39374.171875,98295,0.0,0.0
2021-01-04 00:00:00+00:00,39508.0625,46704.1640625,36948.3671875,42095.66796875,105670,0.0,0.0
2021-01-05 00:00:00+00:00,42129.4375,45739.546875,39965.85546875,44537.71875,117349,0.0,0.0
2021-01-06 00:00:00+00:00,44550.24609375,48981.85546875,43101.44921875,48981.85546875,138279,0.0,0.0
2021-01-07 00:00:00+00:00,48888.046875,51604.44140625,47281.44921875,49604.5234375,123370,0.0,0.0
2021-01-08 00:00:00+00:00,49639.96484375,51590.015625,43581.30078125,49463.1640625,163078,0.0,0.0
2021-01-09 00:00:00+00:00,49611.29296875,52806.80859375,47881.953125,51893.828125,136465,0.0,0.0
2021-01-10 00:00:00+00:00,51883.62890625,54591.0078125,48385.98046875,51142.53125,115242,0.0,0.0
2021-01-11 00:00:00+00:00,51120.98828125,51120.98828125,4.763815879821777,881.3982543945312,124405,0.0,0.0
2021-01-12 00:00:00+00:00,883.0177612304688,44675.05078125,212.7740936279297,229.2530059814453,113831,0.0,0.0
2021-01-13 00:00:00+00:00,229.55560302734375,43365.08203125,218.80079650878906,22607.33984375,140908,0.0,0.0
2021-01-14 00:00:00+00:00,22614.787109375,22895.5078125,490.6918640136719,2802.0048828125,147481,0.0,0.0
2021-01-15 00:00:00+00:00,2802.44189453125,2876.163330078125,359.164306640625,1616.0877685546875,121930,0.0,0.0
2021-01-16 00:00:00+00:00,1615.9599609375,1647.0482177734375,266.0728759765625,839.6593627929688,128130,0.0,0.0
2021-01-17 00:00:00+00:00,838.8055419921875,853.3294677734375,117.9840087890625,122.95533752441406,111514,0.0,0.0
2021-01-18 00:00:00+00:00,123.01722717285156,2186.80322265625,85.83194732666016,88.01834869384766,130869,0.0,0.0
2021-01-19 00:00:00+00:00,88.00956726074219,214.84500122070312,88.00956726074219,206.58456420898438,130779,0.0,0.0
2021-01-20 00:00:00+00:00,206.59437561035156,210.8616180419922,0.0,207.50469970703125,139828,0.0,0.0
2021-01-21 00:00:00+00:00,207.3411102294922,207.4026641845703,164.77142333984375,168.1979217529297,103336,0.0,0.0
2021-01-22 00:00:00+00:00,168.2356414794922,190.75314331054688,156.98948669433594,185.3816375732422,99273,0.0,0.0
