,XRP
BTS,1.925634557182908e-06
QTUM,1.5206004972287916e-05
LTC,6.620679194460146e-05
ETC,0.0003806857950534101
ETH,0.002689120354864937
XMR,0.003275332851461096
XEM,0.009644903161269014
DOGE,0.018523833700970358
MIOTA,0.021506570078017494
BTC,0.030544798587627257
LSK,0.05511930654424608
ZEC,0.06431851043041954
SC,0.06804818523131566
RLC,0.13865717636136726
BAT,0.143641593377778
XLM,0.14461573228755026
ZEN,0.14887481800568209
DASH,0.19506793404845876
DGB,0.20416019515768768
DCR,0.23099703980006614
ARK,0.35262220458959537
ANT,0.36240251754218805
GNO,0.41223729583088925
WAVES,0.4169662993117077
STEEM,0.6133250941849605
SYS,0.6291819353332743
KMD,0.6365645943896298
FIRO,0.7097030926914125
PIVX,0.7209452067598899
LUNC,0.854382978005827
GAS,0.9224993328436757
