TIMESTAMP,AINU_OPEN_PRICE_USD,AINU_HIGH_PRICE_USD,AINU_LOW_PRICE_USD,AINU_CLOSE_PRICE_USD,AINU_VOLUME_USD,AINU_DIVIDENDS_USD,AINU_STOCK_SPLITS_USD
2021-07-13 00:00:00+00:00,,,,0.0,241298,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,495232,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,453191,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,301203,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,165704,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,71138,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,97616,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,81236,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,79093,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,62887,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,69415,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,78336,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,67685,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,69528,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,87943,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,207005,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,247585,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,113271,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,131472,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,96776,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,51532,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,29769,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,16556,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,33877,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,31921,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,12983,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,14599,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,25124,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,22917,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,19060,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,16629,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,18478,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,29961,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,35574,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,48268,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,38282,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,52056,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,53567,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,30861,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,15625,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,22990,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,44641,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,36577,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,17150,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,21669,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,22710,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,21114,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,15932,0.0,0.0
2021-08-30 00:00:00+00:00,,,,0.0,16167,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,12927,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,9725,0.0,0.0
2021-09-02 00:00:00+00:00,,,,0.0,15407,0.0,0.0
2021-09-03 00:00:00+00:00,,,,0.0,20867,0.0,0.0
2021-09-04 00:00:00+00:00,,,,0.0,14601,0.0,0.0
2021-09-05 00:00:00+00:00,,,,0.0,16047,0.0,0.0
2021-09-06 00:00:00+00:00,,,,0.0,13835,0.0,0.0
2021-09-07 00:00:00+00:00,,,,0.0,9850,0.0,0.0
2021-09-08 00:00:00+00:00,,,,0.0,11360,0.0,0.0
2021-09-09 00:00:00+00:00,,,,0.0,12828,0.0,0.0
2021-09-10 00:00:00+00:00,,,,0.0,8726,0.0,0.0
2021-09-11 00:00:00+00:00,,,,0.0,21177,0.0,0.0
2021-09-12 00:00:00+00:00,,,,0.0,18026,0.0,0.0
2021-09-13 00:00:00+00:00,,,,0.0,11446,0.0,0.0
2021-09-14 00:00:00+00:00,,,,0.0,8150,0.0,0.0
2021-09-15 00:00:00+00:00,,,,0.0,12658,0.0,0.0
2021-09-16 00:00:00+00:00,,,,0.0,13539,0.0,0.0
2021-09-17 00:00:00+00:00,,,,0.0,993,0.0,0.0
2021-09-18 00:00:00+00:00,,,,0.0,6655,0.0,0.0
2021-09-19 00:00:00+00:00,,,,0.0,6333,0.0,0.0
2021-09-20 00:00:00+00:00,,,,0.0,6653,0.0,0.0
2021-09-21 00:00:00+00:00,,,,0.0,16924,0.0,0.0
2021-09-22 00:00:00+00:00,,,,0.0,15894,0.0,0.0
2021-09-23 00:00:00+00:00,,,,0.0,6435,0.0,0.0
2021-09-24 00:00:00+00:00,,,,0.0,1469,0.0,0.0
2021-09-25 00:00:00+00:00,,,,0.0,5839,0.0,0.0
2021-09-26 00:00:00+00:00,,,,0.0,12122,0.0,0.0
2021-09-27 00:00:00+00:00,,,,0.0,10101,0.0,0.0
2021-09-28 00:00:00+00:00,,,,0.0,8738,0.0,0.0
2021-09-29 00:00:00+00:00,,,,0.0,9483,0.0,0.0
2021-09-30 00:00:00+00:00,,,,0.0,11945,0.0,0.0
2021-10-01 00:00:00+00:00,,,,0.0,12912,0.0,0.0
2021-10-02 00:00:00+00:00,,,,0.0,868,0.0,0.0
2021-10-03 00:00:00+00:00,,,,0.0,6891,0.0,0.0
2021-10-04 00:00:00+00:00,,,,0.0,871,0.0,0.0
2021-10-05 00:00:00+00:00,,,,0.0,1021,0.0,0.0
2021-10-06 00:00:00+00:00,,,,0.0,2126,0.0,0.0
2021-10-07 00:00:00+00:00,,,,0.0,3253,0.0,0.0
2021-10-08 00:00:00+00:00,,,,0.0,10565,0.0,0.0
2021-10-09 00:00:00+00:00,,,,0.0,17923,0.0,0.0
2021-10-10 00:00:00+00:00,,,,0.0,23374,0.0,0.0
2021-10-11 00:00:00+00:00,,,,0.0,45855,0.0,0.0
2021-10-12 00:00:00+00:00,,,,0.0,53196,0.0,0.0
2021-10-13 00:00:00+00:00,,,,0.0,30696,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,39851,0.0,0.0
2021-10-15 00:00:00+00:00,,,,0.0,105972,0.0,0.0
2021-10-16 00:00:00+00:00,,,,0.0,242001,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,1011534,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,1427630,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,852471,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,439482,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,380489,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,369919,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,337237,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,233561,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,191323,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,212458,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,271340,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,287229,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,350159,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,340999,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,249219,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,204791,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,164092,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,182830,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,120814,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,112896,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,152198,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,144842,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,205442,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,106887,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,75416,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,59715,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,64552,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,63538,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,49623,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,90675,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,100206,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,63278,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,43135,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,40607,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,36305,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,8718,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,39138,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,35369,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,3294,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,24559,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,5277,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,4003,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,2818,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,3331,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,42999,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,45587,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,39060,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,139385,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,111769,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,130113,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,147621,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,161211,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,167333,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,151857,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,124347,0.0,0.0
