TIMESTAMP,KAKI_OPEN_PRICE_USD,KAKI_HIGH_PRICE_USD,KAKI_LOW_PRICE_USD,KAKI_CLOSE_PRICE_USD,KAKI_VOLUME_USD,KAKI_DIVIDENDS_USD,KAKI_STOCK_SPLITS_USD
2023-02-25 00:00:00+00:00,,,,0.0,6080244,0.0,0.0
2023-02-26 00:00:00+00:00,,,,0.0,3650009,0.0,0.0
2023-02-27 00:00:00+00:00,,,,0.0,5490039,0.0,0.0
2023-02-28 00:00:00+00:00,,,,0.0,5805757,0.0,0.0
2023-03-01 00:00:00+00:00,,,,0.0,3452838,0.0,0.0
2023-03-02 00:00:00+00:00,,,,0.0,3372292,0.0,0.0
2023-03-03 00:00:00+00:00,,,,0.0,3464889,0.0,0.0
2023-03-04 00:00:00+00:00,,,,0.0,3117955,0.0,0.0
2023-03-05 00:00:00+00:00,,,,0.0,1307881,0.0,0.0
2023-03-06 00:00:00+00:00,,,,0.0,1857378,0.0,0.0
2023-03-07 00:00:00+00:00,,,,0.0,1318171,0.0,0.0
2023-03-08 00:00:00+00:00,,,,0.0,1769762,0.0,0.0
2023-03-09 00:00:00+00:00,,,,0.0,1342051,0.0,0.0
2023-03-10 00:00:00+00:00,,,,0.0,1360488,0.0,0.0
2023-03-11 00:00:00+00:00,,,,0.0,802757,0.0,0.0
2023-03-12 00:00:00+00:00,,,,0.0,1023778,0.0,0.0
2023-03-13 00:00:00+00:00,,,,0.0,1629399,0.0,0.0
2023-03-14 00:00:00+00:00,,,,0.0,788875,0.0,0.0
2023-03-15 00:00:00+00:00,,,,0.0,657124,0.0,0.0
2023-03-16 00:00:00+00:00,,,,0.0,826418,0.0,0.0
2023-03-17 00:00:00+00:00,,,,0.0,1283442,0.0,0.0
2023-03-18 00:00:00+00:00,,,,0.0,677022,0.0,0.0
2023-03-19 00:00:00+00:00,,,,0.0,861826,0.0,0.0
2023-03-20 00:00:00+00:00,,,,0.0,2662188,0.0,0.0
2023-03-21 00:00:00+00:00,,,,0.0,1918927,0.0,0.0
2023-03-22 00:00:00+00:00,,,,0.0,1913026,0.0,0.0
2023-03-23 00:00:00+00:00,,,,0.0,1550330,0.0,0.0
2023-03-24 00:00:00+00:00,,,,0.0,1289559,0.0,0.0
2023-03-25 00:00:00+00:00,,,,0.0,1326258,0.0,0.0
2023-03-26 00:00:00+00:00,,,,0.0,1291507,0.0,0.0
2023-03-27 00:00:00+00:00,,,,0.0,1354552,0.0,0.0
2023-03-28 00:00:00+00:00,,,,0.0,1451437,0.0,0.0
2023-03-29 00:00:00+00:00,,,,0.0,1498569,0.0,0.0
2023-03-30 00:00:00+00:00,,,,0.0,1863149,0.0,0.0
2023-03-31 00:00:00+00:00,,,,0.0,1365918,0.0,0.0
2023-04-01 00:00:00+00:00,,,,0.0,1352353,0.0,0.0
2023-04-02 00:00:00+00:00,,,,0.0,2022159,0.0,0.0
2023-04-03 00:00:00+00:00,,,,0.0,2750857,0.0,0.0
2023-04-04 00:00:00+00:00,,,,0.0,3104201,0.0,0.0
2023-04-05 00:00:00+00:00,,,,0.0,3663999,0.0,0.0
2023-04-06 00:00:00+00:00,,,,0.0,2058924,0.0,0.0
2023-04-07 00:00:00+00:00,,,,0.0,1256718,0.0,0.0
2023-04-08 00:00:00+00:00,,,,0.0,1283060,0.0,0.0
2023-04-09 00:00:00+00:00,,,,0.0,2699966,0.0,0.0
2023-04-10 00:00:00+00:00,,,,0.0,1808283,0.0,0.0
2023-04-11 00:00:00+00:00,,,,0.0,1461806,0.0,0.0
2023-04-12 00:00:00+00:00,,,,0.0,1635457,0.0,0.0
2023-04-13 00:00:00+00:00,,,,0.0,1351991,0.0,0.0
