TIMESTAMP,0NE_OPEN_PRICE_USD,0NE_HIGH_PRICE_USD,0NE_LOW_PRICE_USD,0NE_CLOSE_PRICE_USD,0NE_VOLUME_USD,0NE_DIVIDENDS_USD,0NE_STOCK_SPLITS_USD
2022-04-26 00:00:00+00:00,,,,0.0,81562,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,335844,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,85433,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,113019,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,6941,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,13896,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,23457,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,35122,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,13135,0.0,0.0
2022-05-05 00:00:00+00:00,,,,0.0,13797,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,37773,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,6673,0.0,0.0
2022-05-08 00:00:00+00:00,,,,0.0,1525,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,9805,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,8109,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,1003,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,5786,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,5007,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,10300,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,82,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,7793,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,1256,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,6454,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,2274,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,15432,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,760,0.0,0.0
2022-05-23 00:00:00+00:00,,,,0.0,2205,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,5481,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,1166,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,5007,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,4,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,5,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,297,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,177,0.0,0.0
2022-06-02 00:00:00+00:00,,,,0.0,4859,0.0,0.0
2022-06-03 00:00:00+00:00,,,,0.0,180,0.0,0.0
2022-06-04 00:00:00+00:00,,,,0.0,302,0.0,0.0
2022-06-05 00:00:00+00:00,,,,0.0,470,0.0,0.0
2022-06-08 00:00:00+00:00,,,,0.0,54,0.0,0.0
2022-06-09 00:00:00+00:00,,,,0.0,3020,0.0,0.0
2022-06-10 00:00:00+00:00,,,,0.0,955,0.0,0.0
2022-06-11 00:00:00+00:00,,,,0.0,8925,0.0,0.0
