TIMESTAMP,THE22278_OPEN_PRICE_USD,THE22278_HIGH_PRICE_USD,THE22278_LOW_PRICE_USD,THE22278_CLOSE_PRICE_USD,THE22278_VOLUME_USD,THE22278_DIVIDENDS_USD,THE22278_STOCK_SPLITS_USD
2022-10-18 00:00:00+00:00,0.022102000191807747,0.023586999624967575,0.014538999646902084,0.016087999567389488,13505320,0.0,0.0
2022-10-19 00:00:00+00:00,0.016087999567389488,0.030138999223709106,0.013586999848484993,0.02449299953877926,10825712,0.0,0.0
2022-10-20 00:00:00+00:00,0.025026999413967133,0.04049199819564819,0.022477999329566956,0.027417000383138657,71019100,0.0,0.0
2022-10-21 00:00:00+00:00,0.02751000039279461,0.032666001468896866,0.014507999643683434,0.01672700047492981,19609360,0.0,0.0
2022-10-22 00:00:00+00:00,0.01672700047492981,0.0278680007904768,0.011242999695241451,0.022261999547481537,13230573,0.0,0.0
2022-10-23 00:00:00+00:00,0.022261999547481537,0.022792000323534012,0.01375299971550703,0.016491999849677086,13466500,0.0,0.0
2022-10-24 00:00:00+00:00,0.016488000750541687,0.016832999885082245,0.009979999624192715,0.012583999894559383,24422898,0.0,0.0
2022-10-25 00:00:00+00:00,0.012583999894559383,0.01603199914097786,0.006684999912977219,0.013933000154793262,26530021,0.0,0.0
2022-10-26 00:00:00+00:00,0.013929000124335289,0.017896000295877457,0.011130999773740768,0.012186000123620033,13068311,0.0,0.0
2022-10-27 00:00:00+00:00,0.012186000123620033,0.012354999780654907,0.008484000340104103,0.009000999853014946,2893242,0.0,0.0
2022-10-28 00:00:00+00:00,0.009000999853014946,0.011621000245213509,0.00810300000011921,0.008692000061273575,2757700,0.0,0.0
2022-10-29 00:00:00+00:00,0.008692000061273575,0.014696000143885612,0.008066000416874886,0.011394999921321869,3546798,0.0,0.0
2022-10-30 00:00:00+00:00,0.011394999921321869,0.012505000457167625,0.010068999603390694,0.010669000446796417,1972697,0.0,0.0
2022-10-31 00:00:00+00:00,0.010669000446796417,0.011932999826967716,0.00974200014024973,0.011373000219464302,1946707,0.0,0.0
2022-11-01 00:00:00+00:00,0.011373000219464302,0.013168999925255775,0.009909999556839466,0.011850000359117985,2162553,0.0,0.0
2022-11-02 00:00:00+00:00,0.011850000359117985,0.012335999868810177,0.00872000027447939,0.00872000027447939,1830898,0.0,0.0
2022-11-03 00:00:00+00:00,0.008732999674975872,0.011216999962925911,0.008732999674975872,0.009782000444829464,2037568,0.0,0.0
2022-11-04 00:00:00+00:00,0.009782000444829464,0.010684000328183174,0.007841000333428383,0.007853999733924866,2351926,0.0,0.0
2022-11-05 00:00:00+00:00,0.00800899975001812,0.009627999737858772,0.007416999898850918,0.008076000027358532,1820411,0.0,0.0
2022-11-06 00:00:00+00:00,0.008076000027358532,0.00914900004863739,0.006161999888718128,0.006581000052392483,1645025,0.0,0.0
2022-11-07 00:00:00+00:00,0.006577999796718359,0.007335000205785036,0.005545000080019236,0.006444000173360109,2252309,0.0,0.0
2022-11-08 00:00:00+00:00,0.006444000173360109,0.006444000173360109,0.002876000013202429,0.004203000105917454,2221713,0.0,0.0
2022-11-09 00:00:00+00:00,0.004203000105917454,0.004687999840825796,0.0025549998972564936,0.002964999992400408,888429,0.0,0.0
2022-11-10 00:00:00+00:00,0.002957999939098954,0.0039470000192523,0.0028589998837560415,0.003628999926149845,709887,0.0,0.0
2022-11-11 00:00:00+00:00,0.003625999903306365,0.00418600020930171,0.0029639999847859144,0.003667999990284443,817100,0.0,0.0
2022-11-12 00:00:00+00:00,0.003667999990284443,0.003674000035971403,0.003002000041306019,0.0030090000946074724,510146,0.0,0.0
