TIMESTAMP,BAD_OPEN_PRICE_USD,BAD_HIGH_PRICE_USD,BAD_LOW_PRICE_USD,BAD_CLOSE_PRICE_USD,BAD_VOLUME_USD,BAD_DIVIDENDS_USD,BAD_STOCK_SPLITS_USD
2023-05-21 00:00:00+00:00,,,,0.0,88944,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,152329,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,84219,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,54841,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,64120,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,61624,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,59389,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,45174,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,122335,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,50267,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,13009,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,49236,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,27281,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,3581,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,55802,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,47883,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,18044,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,12240,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,39079,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,39162,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,97572,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,60273,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,71255,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,206854,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,290173,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,282387,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,61488,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,225013,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,52478,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,61250,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,166764,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,705453,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,1266797,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,636643,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,94072,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,1038046,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,3935121,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,1878384,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,1509396,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,573116,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,283581,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,355049,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,613600,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,359068,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,869572,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,3335178,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,2650196,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,1499326,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,1430762,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,1608380,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,854702,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,755268,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,807172,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,1650737,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,563614,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,788676,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,450880,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,755955,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,393305,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,405649,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,1151469,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,817469,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,864432,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,284406,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,415591,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,202552,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,347208,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,330245,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,269406,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,1038409,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,203881,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,290322,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,477007,0.0,0.0
