TIMESTAMP,TIDDIES_OPEN_PRICE_USD,TIDDIES_HIGH_PRICE_USD,TIDDIES_LOW_PRICE_USD,TIDDIES_CLOSE_PRICE_USD,TIDDIES_VOLUME_USD,TIDDIES_DIVIDENDS_USD,TIDDIES_STOCK_SPLITS_USD
2024-08-13 00:00:00+00:00,3.999999989900971e-06,2.9000000722589903e-05,3.999999989900971e-06,1.4999999621068127e-05,1154447,0.0,0.0
2024-08-14 00:00:00+00:00,1.4999999621068127e-05,2.8000000384054147e-05,6.000000212225132e-06,7.000000096013537e-06,1279256,0.0,0.0
2024-08-15 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,1.9999999949504854e-06,3.000000106112566e-06,258848,0.0,0.0
2024-08-16 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,9.999999974752427e-07,199776,0.0,0.0
2024-08-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,17822,0.0,0.0
2024-08-18 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,43483,0.0,0.0
2024-08-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,17575,0.0,0.0
2024-08-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7051,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,33691,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,2054,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,6633,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,4484,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,1459,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,2877,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,259,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,802,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,167,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,1200,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,1091,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,2631,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,1052,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,545,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,340,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,408,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,416,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,1832,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,2286,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,359,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,130,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,116,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,176,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,696,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,392,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,85,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,1738,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,200,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,222,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,377,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,556,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,123,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,266,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,399,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,153,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,168,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,134,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,148,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,139,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,145,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,169,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,252,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,214,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,8241,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,374,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,386,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,108,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,36,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,628,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,1690,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,73,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,347,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,434,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,182,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,182,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,78,0.0,0.0
