TIMESTAMP,SHEZMU_OPEN_PRICE_USD,SHEZMU_HIGH_PRICE_USD,SHEZMU_LOW_PRICE_USD,SHEZMU_CLOSE_PRICE_USD,SHEZMU_VOLUME_USD,SHEZMU_DIVIDENDS_USD,SHEZMU_STOCK_SPLITS_USD
2023-09-21 00:00:00+00:00,19.049339294433594,22.81927490234375,15.472121238708496,17.645835876464844,164770,0.0,0.0
2023-09-22 00:00:00+00:00,17.754091262817383,19.032453536987305,12.252500534057617,15.742840766906738,178377,0.0,0.0
2023-09-23 00:00:00+00:00,15.742840766906738,17.432947158813477,11.837983131408691,15.231620788574219,82490,0.0,0.0
2023-09-24 00:00:00+00:00,15.231620788574219,17.33823585510254,14.356332778930664,17.313739776611328,23606,0.0,0.0
2023-09-25 00:00:00+00:00,17.311813354492188,19.410167694091797,11.323212623596191,12.844404220581055,59971,0.0,0.0
2023-09-26 00:00:00+00:00,12.844843864440918,13.399867057800293,10.775812149047852,11.755875587463379,43964,0.0,0.0
2023-09-27 00:00:00+00:00,11.754449844360352,11.794041633605957,6.796794891357422,11.43069839477539,78362,0.0,0.0
2023-09-28 00:00:00+00:00,11.431132316589355,11.799678802490234,7.277874946594238,8.713313102722168,77548,0.0,0.0
2023-09-29 00:00:00+00:00,8.712575912475586,14.714591979980469,7.788142204284668,13.708678245544434,140120,0.0,0.0
2023-09-30 00:00:00+00:00,13.70744800567627,18.173095703125,12.870534896850586,17.147111892700195,201788,0.0,0.0
2023-10-01 00:00:00+00:00,17.145370483398438,20.330474853515625,14.001707077026367,18.587936401367188,189775,0.0,0.0
2023-10-02 00:00:00+00:00,18.045658111572266,18.914356231689453,12.676413536071777,12.740264892578125,155470,0.0,0.0
2023-10-03 00:00:00+00:00,12.738682746887207,13.869891166687012,11.22563362121582,11.688371658325195,90249,0.0,0.0
2023-10-04 00:00:00+00:00,11.689517974853516,13.962821006774902,10.789632797241211,11.183059692382812,77628,0.0,0.0
