TIMESTAMP,KILLA_OPEN_PRICE_USD,KILLA_HIGH_PRICE_USD,KILLA_LOW_PRICE_USD,KILLA_CLOSE_PRICE_USD,KILLA_VOLUME_USD,KILLA_DIVIDENDS_USD,KILLA_STOCK_SPLITS_USD
2024-05-23 00:00:00+00:00,30.516483306884766,33.22218322753906,21.20891761779785,21.591663360595703,72781,0.0,0.0
2024-05-24 00:00:00+00:00,21.800893783569336,22.091020584106445,6.771362781524658,7.44167423248291,176660,0.0,0.0
2024-05-25 00:00:00+00:00,7.44167423248291,12.767104148864746,6.938209056854248,12.340679168701172,53903,0.0,0.0
2024-05-26 00:00:00+00:00,10.140350341796875,10.463343620300293,8.255504608154297,8.262507438659668,61589,0.0,0.0
2024-05-27 00:00:00+00:00,8.227684020996094,10.140420913696289,8.227684020996094,8.850218772888184,25841,0.0,0.0
2024-05-28 00:00:00+00:00,8.817305564880371,9.874496459960938,8.440054893493652,9.047478675842285,22415,0.0,0.0
2024-05-29 00:00:00+00:00,9.073643684387207,9.345093727111816,8.453450202941895,8.480344772338867,15345,0.0,0.0
2024-05-30 00:00:00+00:00,8.408822059631348,10.17739486694336,8.408623695373535,10.153369903564453,13520,0.0,0.0
2024-05-31 00:00:00+00:00,10.147987365722656,13.437455177307129,9.895331382751465,10.72838020324707,34949,0.0,0.0
2024-06-01 00:00:00+00:00,10.816615104675293,13.613329887390137,10.79466724395752,13.252348899841309,19210,0.0,0.0
2024-06-02 00:00:00+00:00,12.981098175048828,12.986237525939941,10.068563461303711,10.124795913696289,18322,0.0,0.0
2024-06-03 00:00:00+00:00,10.12857437133789,11.013066291809082,9.761880874633789,11.003265380859375,8328,0.0,0.0
2024-06-04 00:00:00+00:00,11.048328399658203,12.528909683227539,10.974040031433105,12.405691146850586,7227,0.0,0.0
2024-06-05 00:00:00+00:00,12.445932388305664,13.65490436553955,12.260771751403809,12.92207145690918,14167,0.0,0.0
2024-06-06 00:00:00+00:00,13.003896713256836,13.003896713256836,11.783256530761719,12.416509628295898,15298,0.0,0.0
2024-06-07 00:00:00+00:00,12.463142395019531,12.527148246765137,8.846567153930664,9.983835220336914,21789,0.0,0.0
2024-06-08 00:00:00+00:00,9.983835220336914,10.002264976501465,7.968649864196777,7.979706764221191,10127,0.0,0.0
2024-06-09 00:00:00+00:00,7.979706764221191,9.903672218322754,7.97252893447876,8.694708824157715,16805,0.0,0.0
2024-06-10 00:00:00+00:00,8.694708824157715,8.70952320098877,6.93644380569458,7.636498928070068,11280,0.0,0.0
2024-06-11 00:00:00+00:00,7.636498928070068,8.472701072692871,6.698160171508789,8.444099426269531,13999,0.0,0.0
2024-06-12 00:00:00+00:00,8.444099426269531,8.881425857543945,7.677021026611328,8.727102279663086,9157,0.0,0.0
2024-06-13 00:00:00+00:00,8.727102279663086,8.735625267028809,7.783740043640137,7.783740043640137,9390,0.0,0.0
2024-06-14 00:00:00+00:00,7.783740043640137,7.783740043640137,7.248201847076416,7.386775970458984,7425,0.0,0.0
2024-06-15 00:00:00+00:00,7.386775970458984,7.544382095336914,7.386775970458984,7.540958881378174,4471,0.0,0.0
2024-06-16 00:00:00+00:00,7.540958881378174,7.96505880355835,7.5086259841918945,7.9633469581604,7022,0.0,0.0
2024-06-17 00:00:00+00:00,7.9633469581604,7.964646816253662,7.503620147705078,7.575489044189453,6835,0.0,0.0
2024-06-18 00:00:00+00:00,7.575489044189453,7.891994953155518,7.2496819496154785,7.870246887207031,7181,0.0,0.0
2024-06-19 00:00:00+00:00,7.870246887207031,8.734987258911133,7.824254989624023,8.734987258911133,6086,0.0,0.0
2024-06-20 00:00:00+00:00,8.734987258911133,10.23945140838623,8.694391250610352,8.694391250610352,11553,0.0,0.0
2024-06-21 00:00:00+00:00,8.694391250610352,9.062461853027344,8.17550277709961,8.646697998046875,7077,0.0,0.0
2024-06-22 00:00:00+00:00,8.646697998046875,8.663375854492188,8.08381462097168,8.141709327697754,5251,0.0,0.0
2024-06-23 00:00:00+00:00,8.141709327697754,8.474932670593262,7.875135898590088,8.002701759338379,6161,0.0,0.0
2024-06-24 00:00:00+00:00,8.002701759338379,8.187599182128906,7.837049961090088,8.148680686950684,3744,0.0,0.0
2024-06-25 00:00:00+00:00,8.148680686950684,8.392938613891602,7.904384136199951,8.242777824401855,3081,0.0,0.0
2024-06-26 00:00:00+00:00,8.242777824401855,8.390395164489746,7.857944965362549,7.873692035675049,2333,0.0,0.0
2024-06-27 00:00:00+00:00,7.873692035675049,7.9066290855407715,6.969092845916748,7.575568199157715,9162,0.0,0.0
2024-06-28 00:00:00+00:00,7.575568199157715,7.956881046295166,7.409979820251465,7.778446197509766,7498,0.0,0.0
2024-06-29 00:00:00+00:00,7.778446197509766,7.959536075592041,7.635873794555664,7.652708053588867,5721,0.0,0.0
2024-06-30 00:00:00+00:00,7.652708053588867,7.872233867645264,7.496870040893555,7.832742214202881,6718,0.0,0.0
2024-07-01 00:00:00+00:00,7.832742214202881,8.827413558959961,7.822099208831787,8.585339546203613,2361,0.0,0.0
2024-07-02 00:00:00+00:00,8.585339546203613,8.677998542785645,7.248385906219482,7.2543439865112305,6640,0.0,0.0
2024-07-03 00:00:00+00:00,7.2543439865112305,7.265233993530273,6.261620044708252,6.6200032234191895,4878,0.0,0.0
2024-07-04 00:00:00+00:00,6.6200032234191895,6.654238224029541,6.374623775482178,6.499375820159912,716,0.0,0.0
2024-07-05 00:00:00+00:00,6.499375820159912,10.014998435974121,6.0435471534729,8.523085594177246,11560,0.0,0.0
2024-07-06 00:00:00+00:00,8.523085594177246,8.777626037597656,6.938490867614746,7.915762901306152,10178,0.0,0.0
2024-07-07 00:00:00+00:00,7.915762901306152,8.004401206970215,7.6022419929504395,7.740511894226074,2764,0.0,0.0
2024-07-08 00:00:00+00:00,7.740511894226074,7.740511894226074,7.0077409744262695,7.243372917175293,3242,0.0,0.0
2024-07-09 00:00:00+00:00,7.243372917175293,8.109004974365234,6.988317012786865,7.78790283203125,3245,0.0,0.0
2024-07-10 00:00:00+00:00,7.78790283203125,8.199788093566895,7.695703983306885,8.049650192260742,4007,0.0,0.0
2024-07-11 00:00:00+00:00,8.049650192260742,8.688908576965332,7.941370010375977,8.0521879196167,5619,0.0,0.0
2024-07-12 00:00:00+00:00,8.0521879196167,8.078378677368164,7.286281108856201,7.744591236114502,7750,0.0,0.0
2024-07-13 00:00:00+00:00,7.744591236114502,7.805972099304199,7.4844441413879395,7.740095138549805,1823,0.0,0.0
2024-07-14 00:00:00+00:00,7.740095138549805,7.924392223358154,7.655698776245117,7.892023086547852,1821,0.0,0.0
2024-07-15 00:00:00+00:00,7.892023086547852,8.136486053466797,7.869532108306885,8.136390686035156,1640,0.0,0.0
2024-07-16 00:00:00+00:00,8.136390686035156,8.200082778930664,7.808340072631836,7.884899139404297,2960,0.0,0.0
2024-07-17 00:00:00+00:00,7.884899139404297,7.941808223724365,7.271763801574707,7.274386882781982,2460,0.0,0.0
2024-07-18 00:00:00+00:00,7.274386882781982,7.5039777755737305,6.122078895568848,6.72210693359375,5721,0.0,0.0
2024-07-19 00:00:00+00:00,6.72210693359375,7.504851818084717,6.708498001098633,7.184307098388672,3629,0.0,0.0
2024-07-20 00:00:00+00:00,7.184307098388672,7.4256391525268555,4.290990829467773,5.518454074859619,15186,0.0,0.0
2024-07-21 00:00:00+00:00,5.518454074859619,5.8113861083984375,2.7844839096069336,5.810088157653809,17303,0.0,0.0
2024-07-22 00:00:00+00:00,5.810088157653809,6.446144104003906,5.5034098625183105,6.13845682144165,6072,0.0,0.0
2024-07-23 00:00:00+00:00,6.13845682144165,6.677670001983643,6.098059177398682,6.523045063018799,749,0.0,0.0
2024-07-24 00:00:00+00:00,6.523045063018799,7.045379161834717,6.4394989013671875,7.020769119262695,5098,0.0,0.0
2024-07-25 00:00:00+00:00,7.020769119262695,7.031814098358154,6.529962062835693,6.660411834716797,2004,0.0,0.0
2024-07-26 00:00:00+00:00,6.660411834716797,6.796867847442627,5.167256832122803,5.205841064453125,6401,0.0,0.0
2024-07-27 00:00:00+00:00,5.205841064453125,5.272607803344727,5.080905914306641,5.1659650802612305,1263,0.0,0.0
2024-07-28 00:00:00+00:00,5.1659650802612305,5.339141845703125,5.160797119140625,5.2512311935424805,1501,0.0,0.0
2024-07-29 00:00:00+00:00,5.2512311935424805,5.638350009918213,5.041714191436768,5.042684078216553,2750,0.0,0.0
