TIMESTAMP,DERP28472_OPEN_PRICE_USD,DERP28472_HIGH_PRICE_USD,DERP28472_LOW_PRICE_USD,DERP28472_CLOSE_PRICE_USD,DERP28472_VOLUME_USD,DERP28472_DIVIDENDS_USD,DERP28472_STOCK_SPLITS_USD
2023-11-21 00:00:00+00:00,,,,0.0,502520,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,382289,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,206156,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,154845,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,182393,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,133392,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,107568,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,238128,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,149423,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,131138,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,122867,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,116294,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,115439,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,112857,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,140748,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,91964,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,104501,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,99330,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,95105,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,104601,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,107923,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,126421,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,196313,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,176631,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,220717,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,202156,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,217283,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,163946,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,226739,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,302855,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,468356,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,204083,0.0,0.0
