TIMESTAMP,QUICK19966_OPEN_PRICE_USD,QUICK19966_HIGH_PRICE_USD,QUICK19966_LOW_PRICE_USD,QUICK19966_CLOSE_PRICE_USD,QUICK19966_VOLUME_USD,QUICK19966_DIVIDENDS_USD,QUICK19966_STOCK_SPLITS_USD
2022-05-06 00:00:00+00:00,0.1503330022096634,0.15953700244426727,0.13595299422740936,0.14768800139427185,34722,0.0,0.0
2022-05-07 00:00:00+00:00,0.14768800139427185,0.15377099812030792,0.12717899680137634,0.13495899736881256,45310,0.0,0.0
2022-05-08 00:00:00+00:00,0.13495899736881256,0.1381170004606247,0.10942000150680542,0.130731999874115,47244,0.0,0.0
2022-05-09 00:00:00+00:00,0.130731001496315,0.13119399547576904,0.09159599989652634,0.10572300106287003,24619,0.0,0.0
2022-05-10 00:00:00+00:00,0.10572300106287003,0.11353299766778946,0.09317199885845184,0.10265199840068817,19818,0.0,0.0
2022-05-11 00:00:00+00:00,0.10265100002288818,0.10328499972820282,0.061774998903274536,0.0633929967880249,59346,0.0,0.0
2022-05-12 00:00:00+00:00,0.06339400261640549,0.07000300288200378,0.05208100005984306,0.06084100157022476,153645,0.0,0.0
2022-05-13 00:00:00+00:00,0.0608379989862442,0.07902500033378601,0.05942799896001816,0.07227999716997147,161513,0.0,0.0
2022-05-14 00:00:00+00:00,0.07228100299835205,0.07531899958848953,0.06802699714899063,0.07310499995946884,76802,0.0,0.0
2022-05-15 00:00:00+00:00,0.07310499995946884,0.08729200065135956,0.0723550021648407,0.08636400103569031,73339,0.0,0.0
2022-05-16 00:00:00+00:00,0.08636300265789032,0.08636300265789032,0.07395099848508835,0.07858599722385406,92909,0.0,0.0
2022-05-17 00:00:00+00:00,0.07858700305223465,0.09039100259542465,0.07786700129508972,0.08433400094509125,102316,0.0,0.0
2022-05-18 00:00:00+00:00,0.08433099836111069,0.08549100160598755,0.0723470002412796,0.07268500328063965,108867,0.0,0.0
2022-05-19 00:00:00+00:00,0.07268500328063965,0.07976700365543365,0.051368001848459244,0.07755199819803238,210737,0.0,0.0
2022-05-20 00:00:00+00:00,0.07755199819803238,0.07985199987888336,0.07154099643230438,0.07353799790143967,210551,0.0,0.0
2022-05-21 00:00:00+00:00,0.07353899627923965,0.07508300244808197,0.06816200166940689,0.07450400292873383,90642,0.0,0.0
