TIMESTAMP,NEKO19866_OPEN_PRICE_USD,NEKO19866_HIGH_PRICE_USD,NEKO19866_LOW_PRICE_USD,NEKO19866_CLOSE_PRICE_USD,NEKO19866_VOLUME_USD,NEKO19866_DIVIDENDS_USD,NEKO19866_STOCK_SPLITS_USD
2023-01-19 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,9.40000027185306e-05,0.00019200000679120421,0,0.0,0.0
2023-01-20 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,7.400000322377309e-05,0.00019200000679120421,0,0.0,0.0
2023-01-21 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,7.300000288523734e-05,0.00019200000679120421,0,0.0,0.0
2023-01-22 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,9.100000170292333e-05,0.00019200000679120421,0,0.0,0.0
2023-01-23 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,9.000000136438757e-05,9.699999645818025e-05,7411,0.0,0.0
2023-01-24 00:00:00+00:00,9.699999645818025e-05,0.00019200000679120421,9.600000339560211e-05,0.00010299999848939478,1819,0.0,0.0
2023-01-25 00:00:00+00:00,0.00010299999848939478,0.00019200000679120421,9.100000170292333e-05,9.200000204145908e-05,3949,0.0,0.0
2023-01-26 00:00:00+00:00,9.200000204145908e-05,0.00019200000679120421,9.200000204145908e-05,9.200000204145908e-05,2281,0.0,0.0
2023-01-27 00:00:00+00:00,9.200000204145908e-05,0.00019200000679120421,8.199999865610152e-05,0.00019200000679120421,0,0.0,0.0
2023-01-28 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,8.199999865610152e-05,0.00019200000679120421,0,0.0,0.0
2023-01-29 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,8.499999967170879e-05,0.00019200000679120421,0,0.0,0.0
2023-01-30 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,7.999999797903001e-05,0.00019200000679120421,0,0.0,0.0
2023-01-31 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,7.79999973019585e-05,7.899999764049426e-05,1110,0.0,0.0
2023-02-01 00:00:00+00:00,7.899999764049426e-05,0.00019200000679120421,7.599999662488699e-05,7.599999662488699e-05,1984,0.0,0.0
2023-02-02 00:00:00+00:00,7.599999662488699e-05,0.00019200000679120421,7.599999662488699e-05,0.00019200000679120421,0,0.0,0.0
2023-02-03 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,7.79999973019585e-05,0.00019200000679120421,0,0.0,0.0
2023-02-04 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,7.899999764049426e-05,0.00019200000679120421,0,0.0,0.0
2023-02-05 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,7.200000254670158e-05,0.00019200000679120421,0,0.0,0.0
2023-02-06 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,7.200000254670158e-05,7.200000254670158e-05,1610,0.0,0.0
2023-02-07 00:00:00+00:00,7.200000254670158e-05,0.00019200000679120421,7.200000254670158e-05,0.00019200000679120421,0,0.0,0.0
2023-02-08 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,6.900000153109431e-05,0.00019200000679120421,0,0.0,0.0
2023-02-09 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,6.900000153109431e-05,0.00019200000679120421,0,0.0,0.0
2023-02-10 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,6.299999949987978e-05,6.399999983841553e-05,1634,0.0,0.0
