TIMESTAMP,ETC_OPEN_PRICE_USDT,ETC_HIGH_PRICE_USDT,ETC_LOW_PRICE_USDT,ETC_CLOSE_PRICE_USDT,ETC_FIRST_TRADE_PRICE_USDT,ETC_HIGH_TRADE_PRICE_USDT,ETC_LOW_TRADE_PRICE_USDT,ETC_LAST_TRADE_PRICE_USDT,ETC_TOTAL_TRADE_COUNT,ETC_TOTAL_TRADES_BUY,ETC_TOTAL_TRADES_SELL,ETC_VOLUME_USDT,ETC_QUOTE_VOLUME,ETC_VOLUME_BUY,ETC_QUOTE_VOLUME_BUY,ETC_VOLUME_SELL,ETC_QUOTE_VOLUME_SELL
2021-07-15,45.61,47.179,42.241,43.235,45.605,47.179,42.241,43.235,175468,92491,82977,1288093.229,56720642.240776,628469.114,27679148.841155,659624.115,29041493.399621
2021-07-16,43.235,43.883,40.6,41.153,43.241,43.883,40.6,41.153,124233,62664,61569,1497021.777,63122013.395001,749382.99,31612042.592666,747638.787,31509970.802335
2021-07-17,41.153,43.359,40.255,41.459,41.123,43.359,40.255,41.459,165395,80599,84796,1449014.792,59902644.834728,735863.213,30417778.657089,713151.579,29484866.177639
2021-07-18,41.459,43.3,40.924,41.88,41.461,43.3,40.924,41.88,120638,64124,56514,1073560.982,45290330.521827,545572.406,23014397.189285,527988.576,22275933.332542
2021-07-19,41.88,43.927,40.582,41.582,41.881,43.927,40.582,41.582,303129,141223,161906,2451647.197,103296940.58914,1218239.759,51353456.353494,1233407.438,51943484.235646
2021-07-20,41.582,42.096,37.738,39.311,41.587,42.096,37.738,39.311,336039,181117,154922,2294950.728,89746793.863266,1139875.537,44559956.58076,1155075.191,45186837.282506
2021-07-21,39.311,43.79,38.579,42.905,39.311,43.79,38.579,42.905,238832,113347,125485,2648148.025,111016719.172073,1353442.001,56729447.276908,1294706.024,54287271.895165
2021-07-22,42.905,44.221,41.898,43.395,42.911,44.221,41.898,43.395,212571,117004,95567,2131353.459,91842656.991577,1080935.156,46586975.56469,1050418.303,45255681.426887
2021-07-23,43.395,46.788,43.059,45.814,43.387,46.788,43.059,45.814,245950,126046,119904,2687167.831,120526035.919468,1361496.072,61050344.034535,1325671.759,59475691.884933
2021-07-24,45.814,51.57,44.957,49.414,45.809,51.57,44.957,49.414,374254,198436,175818,3004137.45,144075489.532222,1501084.6,71989654.514816,1503052.85,72085835.017406
2021-07-25,49.414,49.81,45.858,48.433,49.414,49.81,45.858,48.433,151000,78448,72552,1761072.953,83950351.038969,880189.195,41953401.073016,880883.758,41996949.965953
2021-07-26,48.433,55.936,47.469,48.373,48.432,55.936,47.469,48.373,439062,224081,214981,5093945.237,264848593.032585,2555454.673,132943051.414132,2538490.564,131905541.618453
2021-07-27,48.373,50.365,46.145,49.515,48.333,50.365,46.145,49.515,243881,122364,121517,3068115.774,147892124.642061,1546218.329,74561195.43401,1521897.445,73330929.208051
2021-07-28,49.515,51.099,47.916,49.275,49.513,51.099,47.916,49.275,188056,94204,93852,2040898.081,100912985.357706,1036937.557,51291698.152839,1003960.524,49621287.204867
2021-07-29,49.275,50.016,48.301,49.379,49.277,50.016,48.301,49.379,105833,54955,50878,1002001.437,49027513.565609,504003.87,24666541.188022,497997.567,24360972.377587
2021-07-30,49.379,51.513,47.339,50.963,49.372,51.513,47.339,50.963,191894,96424,95470,2045842.489,101407180.927883,1003783.435,49753644.661926,1042059.054,51653536.265957
2021-07-31,50.963,52.396,49.572,51.324,50.954,52.396,49.572,51.324,169439,85816,83623,1675291.889,85312720.396988,848477.793,43220508.260269,826814.096,42092212.136719
2021-08-01,51.324,54.069,49.055,50.245,51.33,54.069,49.055,50.245,235486,118682,116804,2408954.228,125843153.978475,1189801.465,62170413.043859,1219152.763,63672740.934616
2021-08-02,50.245,52.29,49.273,51.325,50.254,52.29,49.273,51.325,154289,74838,79451,1596362.126,81773678.906951,749280.568,38385508.936468,847081.558,43388169.970483
2021-08-03,51.325,52.222,48.374,49.451,51.302,52.222,48.374,49.451,147772,72762,75010,1598482.133,79378116.342422,785850.301,39034512.484653,812631.832,40343603.857769
2021-08-04,49.451,52.24,48.521,51.576,49.455,52.24,48.521,51.576,142677,72546,70131,1538891.396,77634435.879663,756865.467,38164866.825146,782025.929,39469569.054517
2021-08-05,51.576,53.558,48.744,52.431,51.589,53.558,48.744,52.431,216652,105544,111108,2375249.805,122412664.561353,1135881.272,58569165.462777,1239368.533,63843499.098576
2021-08-06,52.431,53.694,51.223,53.1,52.445,53.694,51.223,53.1,158620,80033,78587,1746895.04,91674199.44148,856970.502,44970176.874993,889924.538,46704022.566487
2021-08-07,53.1,61.2,52.644,60.587,53.09,61.2,52.644,60.587,479326,243027,236299,5177607.573,299156587.922126,2583206.725,149190717.206456,2594400.848,149965870.71567
2021-08-08,60.587,63.256,55.852,57.068,60.587,63.256,55.852,57.068,373093,186426,186667,4189098.164,251670522.088874,2031574.458,122109056.716942,2157523.706,129561465.371932
2021-08-09,57.068,60.41,55.0,59.034,57.087,60.41,55.0,59.034,251771,127419,124352,2812025.95,164019118.716747,1382019.201,80644592.877878,1430006.749,83374525.838869
2021-08-10,59.034,60.366,56.944,58.884,59.029,60.366,56.944,58.884,214224,111294,102930,2144610.92,125802061.85757,1036130.37,60800400.061273,1108480.55,65001661.796297
2021-08-11,58.884,63.94,58.603,60.721,58.88,63.94,58.603,60.721,386312,201203,185109,3577816.098,218893948.011477,1785175.108,109254890.216901,1792640.99,109639057.794576
2021-08-12,60.721,65.894,57.515,60.0,60.732,65.894,57.515,60.0,372804,177452,195352,3803081.684,232844346.184616,1842397.838,112922455.559376,1960683.846,119921890.62524
2021-08-13,60.0,64.438,59.337,64.264,60.028,64.438,59.337,64.264,236554,119013,117541,2326384.666,144947860.656783,1166434.599,72692908.08778,1159950.067,72254952.569003
2021-08-14,64.264,67.626,61.705,67.268,64.281,67.626,61.705,67.268,468232,229506,238726,4227668.666,274813227.942062,2028467.058,131890234.73141,2199201.608,142922993.210652
2021-08-15,67.268,77.111,66.974,74.989,67.274,77.111,66.974,74.989,918682,435585,483097,7066757.146,510354405.80471,3555003.852,256791095.286124,3511753.294,253563310.518586
2021-08-16,74.989,75.797,64.758,69.036,74.977,75.797,64.758,69.036,914761,547342,367419,3926733.101,282612405.890311,1910226.506,137578293.181419,2016506.595,145034112.708892
2021-08-17,69.036,71.744,60.939,62.891,69.009,71.744,60.939,62.891,405927,200841,205086,3610987.778,243965511.241404,1754001.492,118665885.632415,1856986.286,125299625.608989
2021-08-18,62.891,66.183,59.638,63.952,62.885,66.183,59.638,63.952,288187,143490,144697,2812490.818,178088698.931678,1322290.22,83815115.776015,1490200.598,94273583.155663
2021-08-19,63.952,67.111,60.571,67.054,63.907,67.111,60.571,67.054,247097,125450,121647,2184040.808,139185935.58508,1100409.151,70149814.391432,1083631.657,69036121.193648
2021-08-20,67.054,70.491,66.101,70.2,67.094,70.491,66.101,70.2,290805,150720,140085,2442079.229,166571854.173476,1248875.914,85185407.843755,1193203.315,81386446.329721
2021-08-21,70.2,70.361,66.69,67.512,70.199,70.361,66.69,67.512,189059,98299,90760,1691684.675,116051181.350308,883201.872,60625648.585455,808482.803,55425532.764853
2021-08-22,67.512,68.642,64.686,67.359,67.488,68.642,64.686,67.359,156748,82515,74233,1279047.344,85672054.070455,630333.684,42239462.035099,648713.66,43432592.035356
2021-08-23,67.359,69.5,66.72,68.257,67.361,69.5,66.72,68.257,222080,115930,106150,1966588.729,134318312.038275,981919.528,67083045.461888,984669.201,67235266.576387
2021-08-24,68.257,68.649,60.812,62.832,68.244,68.649,60.812,62.832,242313,125600,116713,2215908.828,143832410.293819,1074723.888,69749798.666951,1141184.94,74082611.626868
2021-08-25,62.832,64.812,60.792,63.773,62.81,64.812,60.792,63.773,327808,139147,188661,2055120.896,129508381.875399,990156.912,62420349.944399,1064963.984,67088031.931
2021-08-26,63.773,64.4,58.58,59.77,63.756,64.4,58.58,59.77,257223,150612,106611,1980257.912,120762028.989851,941231.371,57397121.276702,1039026.541,63364907.713149
2021-08-27,59.77,64.21,58.63,64.09,59.78,64.21,58.63,64.09,201912,106519,95393,2001233.949,122292402.433447,1023529.59,62564462.122267,977704.359,59727940.31118
2021-08-28,64.09,66.64,62.79,64.19,64.12,66.64,62.79,64.19,229728,130356,99372,1923644.212,124755139.995035,978610.518,63456155.654995,945033.694,61298984.34004
2021-08-29,64.19,65.76,62.8,63.23,64.2,65.76,62.8,63.23,119264,61741,57523,1309403.65,83789804.5138,652385.61,41744156.978,657018.04,42045647.5358
2021-08-30,63.23,64.96,61.0,61.83,63.24,64.96,61.0,61.83,166600,87043,79557,1705186.72,107053430.3422,872384.47,54778680.7578,832802.25,52274749.5844
2021-08-31,61.83,65.0,60.54,63.8,61.82,65.0,60.54,63.8,208112,108929,99183,1990487.98,126162673.8139,1003564.22,63609714.986,986923.76,62552958.8279
2021-09-01,63.8,69.0,62.14,68.75,63.8,69.0,62.14,68.75,322734,164559,158175,3120544.153,204872322.347402,1443541.312,94802201.591602,1677002.841,110070120.7558
2021-09-02,68.75,70.221,66.43,67.61,68.74,70.221,66.43,67.61,226318,119466,106852,2265716.487,154389772.632425,1129747.286,76994252.486535,1135969.201,77395520.14589
2021-09-03,67.61,72.44,66.03,69.98,67.62,72.44,66.03,69.98,323060,159005,164055,3425687.842,239467644.492648,1562696.365,109051302.823568,1862991.477,130416341.66908
2021-09-04,69.98,71.27,67.97,68.81,69.98,71.27,67.97,68.81,184029,93278,90751,2042558.42,142002047.9009,999111.9,69458162.2709,1043446.52,72543885.63
2021-09-05,68.81,73.96,67.99,73.54,68.83,73.96,67.99,73.54,280718,141836,138882,2909541.575,206668317.902234,1462275.461,103911831.359994,1447266.114,102756486.54224
2021-09-06,73.54,77.36,71.03,73.48,73.52,77.36,71.03,73.48,380612,200319,180293,3632761.278,268876641.481445,1822420.235,135018051.372605,1810341.043,133858590.10884
2021-09-07,73.48,73.85,47.63,59.36,73.48,73.85,47.63,59.36,645192,311959,333233,8654965.395,532713025.226372,4297264.93,264079666.541632,4357700.465,268633358.68474
2021-09-08,59.36,61.46,53.27,58.71,59.42,61.46,53.27,58.71,338405,186038,152367,4876891.72,281037674.8892,2450673.43,140948117.7711,2426218.29,140089557.1181
2021-09-09,58.71,60.44,57.33,58.92,58.74,60.44,57.33,58.92,158160,80807,77353,1999265.33,117958976.4702,1001122.26,59086075.4239,998143.07,58872901.0463
2021-09-10,58.92,60.43,54.81,56.31,58.93,60.43,54.81,56.31,139049,69693,69356,1672182.99,96211503.01,815772.52,46920892.6264,856410.47,49290610.3836
2021-09-11,56.31,58.34,55.56,57.08,56.29,58.34,55.56,57.08,86442,43731,42711,970375.52,55382798.705,489266.59,27922399.7055,481108.93,27460398.9995
2021-09-12,57.08,58.98,56.07,58.07,57.07,58.98,56.07,58.07,88505,46033,42472,944806.77,54629296.4137,477634.22,27618938.7983,467172.55,27010357.6154
2021-09-13,58.07,58.39,53.43,55.72,58.07,58.39,53.43,55.72,135107,70454,64653,1492118.37,82815735.4531,735634.25,40857287.1096,756484.12,41958448.3435
2021-09-14,55.72,57.34,55.12,57.14,55.74,57.34,55.12,57.14,80975,41658,39317,956570.32,53838699.9166,484867.45,27287547.2164,471702.87,26551152.7002
2021-09-15,57.14,59.35,56.28,59.18,57.13,59.35,56.28,59.18,105561,55207,50354,1183757.02,68650142.0943,590290.54,34231998.9331,593466.48,34418143.1612
2021-09-16,59.18,60.08,56.79,57.99,59.21,60.08,56.79,57.99,121409,62929,58480,1330568.06,77837027.771,660070.14,38616992.867,670497.92,39220034.904
2021-09-17,57.99,59.11,56.01,56.7,58.0,59.11,56.01,56.7,96388,50327,46061,1088285.41,62489187.4058,544409.25,31272720.0399,543876.16,31216467.3659
2021-09-18,56.7,58.41,55.69,57.19,56.69,58.41,55.69,57.19,69920,35884,34036,855410.11,48961076.4489,427703.7,24479918.2715,427706.41,24481158.1774
2021-09-19,57.19,57.26,54.75,55.33,57.19,57.26,54.75,55.33,63668,33399,30269,753689.61,42260290.9951,376841.53,21136320.3977,376848.08,21123970.5974
2021-09-20,55.33,55.43,47.17,49.11,55.33,55.43,47.17,49.11,203221,104231,98990,2594457.871,132006596.46272,1293727.86,65815042.9444,1300730.011,66191553.51832
2021-09-21,49.11,50.41,44.69,45.81,49.1,50.41,44.69,45.81,159524,80819,78705,2102363.218,100823313.788888,1054492.026,50581254.379216,1047871.192,50242059.409672
2021-09-22,45.81,51.31,44.88,51.26,45.81,51.31,44.88,51.26,109289,57402,51887,1449635.34,70117566.5093,728456.67,35223274.8416,721178.67,34894291.6677
2021-09-23,51.26,51.56,49.39,51.31,51.23,51.56,49.39,51.31,83845,42823,41022,1062347.99,53869838.0294,519367.55,26338544.5945,542980.44,27531293.4349
2021-09-24,51.31,51.88,44.07,47.64,51.3,51.88,44.07,47.64,156771,79854,76917,2387824.912,112424767.882154,1251600.33,58884130.87423,1136224.582,53540637.007924
2021-09-25,47.64,49.64,46.16,47.34,47.65,49.64,46.16,47.34,92415,47499,44916,1364206.72,65057109.3587,693446.85,33086796.9035,670759.87,31970312.4552
2021-09-26,47.34,48.3,43.97,47.19,47.32,48.3,43.97,47.19,102204,51460,50744,1606934.448,74516973.384496,816308.76,37865137.921,790625.688,36651835.463496
2021-09-27,47.19,48.4,45.28,45.37,47.18,48.4,45.28,45.37,80054,40219,39835,1148693.78,53859644.9995,575870.35,26995608.1466,572823.43,26864036.8529
2021-09-28,45.37,48.76,44.78,44.99,45.35,48.76,44.78,44.99,126509,62697,63812,1938745.91,89648250.8856,957720.19,44309974.0574,981025.72,45338276.8282
2021-09-29,44.99,46.85,44.57,45.52,44.99,46.85,44.57,45.52,81832,40341,41491,1235908.55,56570679.9687,587717.47,26908795.1925,648191.08,29661884.7762
2021-09-30,45.52,47.29,45.27,47.01,45.5,47.29,45.27,47.01,80232,41463,38769,1126321.3,52429051.7297,582390.62,27116162.5895,543930.68,25312889.1402
2021-10-01,47.01,52.57,46.6,51.9,47.03,52.57,46.6,51.9,179258,92461,86797,2390780.29,120100227.0797,1203408.07,60461163.5255,1187372.22,59639063.5542
2021-10-02,51.9,55.22,51.13,53.17,51.9,55.22,51.13,53.17,177751,90920,86831,2166890.99,116503913.9276,1071964.21,57623724.6679,1094926.78,58880189.2597
2021-10-03,53.17,55.03,51.81,53.68,53.16,55.03,51.81,53.68,142898,73999,68899,1591970.64,85573458.5806,792318.78,42586782.0036,799651.86,42986676.577
2021-10-04,53.68,53.8,50.44,52.58,53.69,53.8,50.44,52.58,133355,69310,64045,1615196.84,84210662.5502,791758.93,41284989.2726,823437.91,42925673.2776
2021-10-05,52.58,54.87,52.26,54.36,52.59,54.87,52.26,54.36,139837,71536,68301,1554697.47,83442072.928,779919.05,41860566.2639,774778.42,41581506.6641
2021-10-06,54.36,56.07,51.01,54.83,54.37,56.07,51.01,54.83,215525,115351,100174,2371514.22,128640304.8997,1173869.22,63687935.6479,1197645.0,64952369.2518
2021-10-07,54.83,55.79,53.12,54.34,54.85,55.79,53.12,54.34,162148,85204,76944,1998640.43,108812154.5262,997516.32,54309316.3341,1001124.11,54502838.1921
2021-10-08,54.34,55.13,53.08,53.68,54.36,55.13,53.08,53.68,104098,54136,49962,1310372.68,70970515.0247,658116.56,35647005.4261,652256.12,35323509.5986
2021-10-09,53.68,57.45,53.19,55.63,53.69,57.45,53.19,55.63,158781,82511,76270,1775526.18,99090907.0193,882859.46,49263803.2042,892666.72,49827103.8151
2021-10-10,55.63,56.36,52.59,52.84,55.64,56.36,52.59,52.84,110524,60286,50238,1187198.53,64957297.4294,593861.19,32512457.6005,593337.34,32444839.8289
2021-10-11,52.84,55.35,52.06,53.93,52.83,55.35,52.06,53.93,93462,48445,45017,1066608.74,57624879.5315,531840.41,28735229.2827,534768.33,28889650.2488
2021-10-12,53.93,53.93,50.83,52.73,53.93,53.93,50.83,52.73,96349,49042,47307,1244896.8,65043917.8388,611806.8,31968802.267,633090.0,33075115.5718
2021-10-13,52.73,53.59,51.34,53.43,52.71,53.59,51.34,53.43,85887,44055,41832,1055534.59,55223968.3343,522450.07,27338224.1671,533084.52,27885744.1672
2021-10-14,53.43,54.98,53.0,54.5,53.44,54.98,53.0,54.5,106141,51342,54799,1150082.98,62197592.3794,563225.86,30461508.1503,586857.12,31736084.2291
2021-10-15,54.5,56.96,52.47,54.3,54.5,56.96,52.47,54.3,226015,119341,106674,2277895.76,124233023.9985,1100500.95,60044863.3779,1177394.81,64188160.6206
2021-10-16,54.3,55.38,53.49,54.12,54.3,55.38,53.49,54.12,107085,55592,51493,1001651.01,54531784.4845,476517.57,25941128.3701,525133.44,28590656.1144
2021-10-17,54.12,54.7,50.27,53.11,54.11,54.7,50.27,53.11,103289,55471,47818,1004022.24,53250420.3285,491278.99,26049096.9304,512743.25,27201323.3981
2021-10-18,53.11,53.79,51.78,52.43,53.1,53.79,51.78,52.43,100157,52727,47430,959572.5,50650109.9391,478712.18,25272260.4102,480860.32,25377849.5289
2021-10-19,52.43,53.5,51.81,52.87,52.43,53.5,51.81,52.87,72426,36804,35622,759794.44,40049249.4268,381641.67,20115942.9688,378152.77,19933306.458
2021-10-20,52.87,55.8,52.23,55.59,52.89,55.8,52.23,55.59,146143,73263,72880,1159437.25,62830856.9044,560452.99,30384329.4026,598984.26,32446527.5018
2021-10-21,55.59,60.0,55.27,55.35,55.58,60.0,55.27,55.35,380748,213834,166914,2831849.6,161639706.4301,1385631.45,79108001.8064,1446218.15,82531704.6237
2021-10-22,55.35,57.0,53.56,54.55,55.38,57.0,53.56,54.55,153299,83541,69758,1608125.29,89194781.3031,824433.22,45724900.1375,783692.07,43469881.1656
2021-10-23,54.55,56.09,53.84,55.88,54.53,56.09,53.84,55.88,103801,54204,49597,891081.54,49071421.2127,472236.39,26012806.8776,418845.15,23058614.3351
2021-10-24,55.88,56.06,53.55,54.94,55.88,56.06,53.55,54.94,92842,51153,41689,842500.02,46029080.1239,419785.66,22937809.5929,422714.36,23091270.531
2021-10-25,54.94,56.37,54.64,55.42,54.96,56.37,54.64,55.42,106758,55847,50911,1009150.14,56111901.923,528910.24,29415927.1547,480239.9,26695974.7683
2021-10-26,55.42,56.2,53.61,54.2,55.42,56.2,53.61,54.2,127295,67054,60241,1202939.48,66312148.973,610814.37,33680200.7951,592125.11,32631948.1779
2021-10-27,54.2,55.32,42.15,48.71,54.21,55.32,42.15,48.71,343776,174363,169413,4032261.711,198175073.390427,2007970.52,98788246.6762,2024291.191,99386826.714227
2021-10-28,48.71,52.68,48.3,52.18,48.71,52.68,48.3,52.18,202073,102386,99687,2143842.37,109333541.9507,1086968.22,55431339.1766,1056874.15,53902202.7741
2021-10-29,52.18,54.1,51.71,53.94,52.19,54.1,51.71,53.94,139687,69959,69728,1245104.83,65890664.2593,623588.64,32997927.6683,621516.19,32892736.591
2021-10-30,53.94,54.0,51.57,52.95,53.9,54.0,51.57,52.95,88732,46598,42134,922243.84,48602358.9582,465511.42,24529449.896,456732.42,24072909.0622
2021-10-31,52.95,58.79,52.11,54.37,52.92,58.79,52.11,54.37,413581,214487,199094,4020562.27,222140875.0991,2037211.8,112465748.2661,1983350.47,109675126.833
2021-11-01,54.37,55.16,52.25,53.88,54.38,55.16,52.25,53.88,130449,67486,62963,1340156.08,72044026.2578,684983.31,36820780.2321,655172.77,35223246.0257
2021-11-02,53.88,55.8,53.24,55.21,53.85,55.8,53.24,55.21,114246,57283,56963,1049694.1,57091583.0152,543738.62,29565822.6435,505955.48,27525760.3717
2021-11-03,55.21,57.16,53.21,55.48,55.21,57.16,53.21,55.48,203281,104193,99088,1833525.65,101328106.2791,918874.41,50798276.7843,914651.24,50529829.4948
2021-11-04,55.48,56.24,52.48,53.65,55.51,56.24,52.48,53.65,122682,64485,58197,1223614.26,66186488.328,604076.53,32670014.0608,619537.73,33516474.2672
2021-11-05,53.65,54.08,52.51,53.12,53.64,54.08,52.51,53.12,90095,46204,43891,972068.05,51840589.0202,485137.31,25874982.9494,486930.74,25965606.0708
2021-11-06,53.12,53.52,50.6,52.88,53.13,53.52,50.6,52.88,82970,44032,38938,739182.5,38649124.7807,379110.11,19823403.2183,360072.39,18825721.5624
2021-11-07,52.88,54.54,52.51,54.08,52.88,54.54,52.51,54.08,69805,32334,37471,795735.25,42559992.6853,391298.03,20934099.2371,404437.22,21625893.4482
2021-11-08,54.08,56.82,53.75,56.59,54.08,56.82,53.75,56.59,149372,74920,74452,1687797.81,92974958.5715,833906.73,45946050.1848,853891.08,47028908.3867
2021-11-09,56.59,65.31,55.78,60.85,56.6,65.31,55.78,60.85,901236,492417,408819,9080376.5,557400986.1437,4454688.57,273335158.9835,4625687.93,284065827.1602
2021-11-10,60.85,64.43,52.0,56.63,60.86,64.43,52.0,56.63,609447,318371,291076,6760805.84,404752599.5188,3404543.4,204035319.7745,3356262.44,200717279.7443
2021-11-11,56.63,58.05,55.34,56.74,56.61,58.05,55.34,56.74,169535,87247,82288,1851721.06,104991457.449,968683.68,54899393.8193,883037.38,50092063.6297
2021-11-12,56.74,57.8,53.65,55.5,56.72,57.8,53.65,55.5,162461,86066,76395,1879920.66,104379596.6522,947729.75,52652088.9316,932190.91,51727507.7206
2021-11-13,55.5,56.63,54.79,56.29,55.49,56.63,54.79,56.29,105804,54924,50880,1174141.13,65381692.7503,637763.91,35497062.4555,536377.22,29884630.2948
2021-11-14,56.29,56.9,54.76,56.12,56.29,56.9,54.76,56.12,75002,35035,39967,771441.77,42954281.7902,359414.27,20006436.3697,412027.5,22947845.4205
2021-11-15,56.12,56.73,54.18,54.81,56.13,56.73,54.18,54.81,94576,49409,45167,954835.65,53138355.8018,479955.83,26712042.5313,474879.82,26426313.2705
2021-11-16,54.81,54.82,47.26,50.82,54.79,54.82,47.26,50.82,233576,119986,113590,3747689.8,191567839.9447,1893245.46,96756967.776,1854444.34,94810872.1687
2021-11-17,50.82,51.47,49.1,51.24,50.79,51.47,49.1,51.24,96617,51450,45167,1218092.86,61442837.6262,631687.37,31865752.6209,586405.49,29577085.0053
2021-11-18,51.24,51.78,46.8,48.43,51.25,51.78,46.8,48.43,129471,64442,65029,1827745.32,89839832.1836,918150.89,45135859.7289,909594.43,44703972.4547
2021-11-19,48.43,50.84,47.79,50.66,48.42,50.84,47.79,50.66,91867,46703,45164,1218420.07,60376345.4686,618630.83,30663964.1194,599789.24,29712381.3492
2021-11-20,50.66,51.34,49.06,51.06,50.65,51.34,49.06,51.06,65256,32674,32582,906967.69,45710947.2354,456020.39,22984252.4363,450947.3,22726694.7991
2021-11-21,51.06,51.79,49.9,50.41,51.07,51.79,49.9,50.41,67145,33688,33457,866473.51,43985818.8611,439484.9,22306223.3549,426988.61,21679595.5062
2021-11-22,50.41,50.5,47.71,48.59,50.47,50.5,47.71,48.59,91675,47844,43831,1266488.48,62098200.5345,643638.4,31546463.1078,622850.08,30551737.4267
2021-11-23,48.59,49.87,47.85,49.55,48.58,49.87,47.85,49.55,83820,43114,40706,1051039.58,51546843.8246,527325.17,25870337.8241,523714.41,25676506.0005
2021-11-24,49.55,49.77,47.12,48.28,49.55,49.77,47.12,48.28,82942,43378,39564,1018732.84,49116322.4993,515064.08,24830632.7239,503668.76,24285689.7754
2021-11-25,48.28,53.49,47.88,50.55,48.26,53.49,47.88,50.55,202340,104096,98244,2355110.97,120447304.6504,1185996.77,60683386.5995,1169114.2,59763918.0509
2021-11-26,50.55,50.68,44.7,46.67,50.56,50.68,44.7,46.67,161447,82973,78474,2557480.04,119971550.3036,1295980.81,60758634.928,1261499.23,59212915.3756
2021-11-27,46.67,47.71,46.38,46.78,46.66,47.71,46.38,46.78,50940,26031,24909,652336.49,30668422.2964,335381.18,15765118.0589,316955.31,14903304.2375
2021-11-28,46.78,47.55,44.45,47.5,46.77,47.55,44.45,47.5,64876,32647,32229,871658.92,40037611.388,456574.26,20966381.0707,415084.66,19071230.3173
2021-11-29,47.5,48.98,47.03,48.22,47.5,48.98,47.03,48.22,70063,35440,34623,845896.51,40444559.4934,434076.81,20758403.4663,411819.7,19686156.0271
2021-11-30,48.22,50.09,46.22,48.32,48.21,50.09,46.22,48.32,104335,53607,50728,1305957.91,63215703.8259,634587.26,30727255.9053,671370.65,32488447.9206
2021-12-01,48.32,49.59,47.03,47.85,48.32,49.59,47.03,47.85,75664,38888,36776,923888.21,44915775.224,464301.5,22573731.8485,459586.71,22342043.3755
2021-12-02,47.85,47.87,46.32,47.03,47.85,47.87,46.32,47.03,61458,32460,28998,861633.49,40673224.2643,445284.88,21021462.7539,416348.61,19651761.5104
2021-12-03,47.03,47.81,43.36,44.87,47.04,47.81,43.36,44.87,84707,44071,40636,1236885.46,56769233.1032,624698.73,28708174.9986,612186.73,28061058.1046
2021-12-04,44.87,45.01,28.12,39.33,44.85,45.01,28.12,39.33,312135,150455,161680,7194804.458,263118229.197173,3560791.567,130058668.271454,3634012.891,133059560.925719
2021-12-05,39.33,40.75,36.66,38.79,39.28,40.75,36.66,38.79,157103,79353,77750,3219703.85,124726095.2731,1608971.42,62337115.8452,1610732.43,62388979.4279
2021-12-06,38.79,39.89,35.09,39.32,38.82,39.89,35.09,39.32,181118,95742,85376,3152516.0,117389210.6493,1600276.72,59573896.5301,1552239.28,57815314.1192
2021-12-07,39.32,40.48,38.68,39.6,39.31,40.48,38.68,39.6,106832,60847,45985,1410807.57,55789271.3984,724965.48,28668273.5759,685842.09,27120997.8225
2021-12-08,39.6,41.9,36.0,40.95,39.6,41.9,36.0,40.95,127024,65840,61184,2046390.98,82944357.1348,1034159.55,41938516.6817,1012231.43,41005840.4531
2021-12-09,40.95,41.36,37.35,37.5,40.94,41.36,37.35,37.5,65800,32592,33208,1020464.57,40036661.8512,496579.49,19493502.1998,523885.08,20543159.6514
2021-12-10,37.5,38.95,36.19,36.37,37.5,38.95,36.19,36.37,80787,39900,40887,1417705.94,53203829.1575,712990.14,26762209.1391,704715.8,26441620.0184
2021-12-11,36.37,38.3,35.62,38.0,36.34,38.3,35.62,38.0,62298,32421,29877,1044273.97,39029368.7381,528633.32,19764239.0361,515640.65,19265129.702
2021-12-12,38.0,38.4,36.74,37.9,38.0,38.4,36.74,37.9,34103,17473,16630,486231.06,18320494.0885,249816.12,9415075.6113,236414.94,8905418.4772
2021-12-13,37.9,38.11,33.57,34.19,37.89,38.11,33.57,34.19,90739,41395,49344,1206164.38,42831248.2021,603332.43,21422502.3585,602831.95,21408745.8436
2021-12-14,34.19,36.52,33.7,35.41,34.2,36.52,33.7,35.41,103565,48662,54903,1483642.64,51761863.5377,747048.11,26067053.661,736594.53,25694809.8767
2021-12-15,35.41,36.64,33.26,36.14,35.4,36.64,33.26,36.14,96964,47895,49069,1308070.08,45979183.4525,658490.8,23136575.1237,649579.28,22842608.3288
2021-12-16,36.14,36.8,35.05,35.16,36.14,36.8,35.05,35.16,59409,27435,31974,731625.73,26413652.626,365859.44,13213215.5665,365766.29,13200437.0595
2021-12-17,35.16,35.5,33.28,34.3,35.14,35.5,33.28,34.3,61835,29466,32369,763102.45,26309088.1139,379851.86,13093668.806,383250.59,13215419.3079
2021-12-18,34.3,35.53,33.8,35.03,34.3,35.53,33.8,35.03,43843,21080,22763,470419.94,16391950.1668,232339.31,8094746.123,238080.63,8297204.0438
2021-12-19,35.03,36.32,34.74,34.87,35.02,36.32,34.74,34.87,50275,23448,26827,576527.02,20346952.1962,281666.03,9940839.3345,294860.99,10406112.8617
2021-12-20,34.87,35.43,33.52,34.55,34.86,35.43,33.52,34.55,57828,29371,28457,874262.04,29996770.7593,440503.27,15115086.6357,433758.77,14881684.1236
2021-12-21,34.55,35.53,34.35,35.32,34.57,35.53,34.35,35.32,39449,21569,17880,538616.75,18884768.6575,277030.05,9714493.4541,261586.7,9170275.2034
