TIMESTAMP,AARK_OPEN_PRICE_USD,AARK_HIGH_PRICE_USD,AARK_LOW_PRICE_USD,AARK_CLOSE_PRICE_USD,AARK_VOLUME_USD,AARK_DIVIDENDS_USD,AARK_STOCK_SPLITS_USD
2024-07-15 00:00:00+00:00,0.01309799961745739,0.013181000016629696,0.012122999876737595,0.012941000051796436,95098,0.0,0.0
2024-07-16 00:00:00+00:00,0.012942999601364136,0.014798000454902649,0.012900999747216702,0.014464999549090862,86941,0.0,0.0
2024-07-17 00:00:00+00:00,0.014461999759078026,0.0144640002399683,0.013051999732851982,0.01307199988514185,64641,0.0,0.0
2024-07-18 00:00:00+00:00,0.013074000366032124,0.01321099977940321,0.01269999984651804,0.01275699958205223,38399,0.0,0.0
2024-07-19 00:00:00+00:00,0.01275699958205223,0.013137999922037125,0.01270500011742115,0.012818999588489532,37800,0.0,0.0
2024-07-20 00:00:00+00:00,0.012818999588489532,0.013124000281095505,0.01268600020557642,0.01285600010305643,28601,0.0,0.0
2024-07-21 00:00:00+00:00,0.01285600010305643,0.012954999692738056,0.012567000463604927,0.012655000202357769,24635,0.0,0.0
2024-07-22 00:00:00+00:00,0.012639000080525875,0.012639000080525875,0.011978000402450562,0.011997999623417854,55804,0.0,0.0
2024-07-23 00:00:00+00:00,0.011997999623417854,0.01337399985641241,0.011974000371992588,0.012380000203847885,71913,0.0,0.0
2024-07-24 00:00:00+00:00,0.012380000203847885,0.012380000203847885,0.011839999817311764,0.011862000450491905,55143,0.0,0.0
2024-07-25 00:00:00+00:00,0.011862000450491905,0.012067999690771103,0.011517000384628773,0.011745999567210674,36488,0.0,0.0
2024-07-26 00:00:00+00:00,0.011745999567210674,0.013628999702632427,0.011667000129818916,0.01220100000500679,310457,0.0,0.0
2024-07-27 00:00:00+00:00,0.01220100000500679,0.012896999716758728,0.011587999761104584,0.012058000080287457,303693,0.0,0.0
2024-07-28 00:00:00+00:00,0.012058000080287457,0.015163999982178211,0.011944999918341637,0.01307700015604496,485731,0.0,0.0
2024-07-29 00:00:00+00:00,0.01307700015604496,0.02495099976658821,0.012714999727904797,0.01558700017631054,2365440,0.0,0.0
2024-07-30 00:00:00+00:00,0.01558700017631054,0.024212000891566277,0.014785000123083591,0.016623999923467636,2411175,0.0,0.0
2024-07-31 00:00:00+00:00,0.016623999923467636,0.018511999398469925,0.01559399999678135,0.016383999958634377,904768,0.0,0.0
2024-08-01 00:00:00+00:00,0.016383999958634377,0.018828000873327255,0.014751000329852104,0.016498999670147896,1109842,0.0,0.0
2024-08-02 00:00:00+00:00,0.017014000564813614,0.017678000032901764,0.013596000149846077,0.01445200014859438,618567,0.0,0.0
2024-08-03 00:00:00+00:00,0.01445200014859438,0.017224999144673347,0.013542000204324722,0.014427999965846539,599664,0.0,0.0
2024-08-04 00:00:00+00:00,0.014427999965846539,0.019009999930858612,0.014116999693214893,0.015333999879658222,975501,0.0,0.0
2024-08-05 00:00:00+00:00,0.015296000055968761,0.015336000360548496,0.012218000367283821,0.012663000263273716,252189,0.0,0.0
2024-08-06 00:00:00+00:00,0.012663000263273716,0.0132039999589324,0.012129999697208405,0.012160999700427055,110770,0.0,0.0
2024-08-07 00:00:00+00:00,0.012078000232577324,0.013136000372469425,0.011920000426471233,0.012280000373721123,142026,0.0,0.0
2024-08-08 00:00:00+00:00,0.012280000373721123,0.012966999784111977,0.011977000162005424,0.012296999804675579,144151,0.0,0.0
2024-08-09 00:00:00+00:00,0.012331999838352203,0.013798999600112438,0.012160000391304493,0.012676999904215336,120933,0.0,0.0
2024-08-10 00:00:00+00:00,0.012676999904215336,0.013763999566435814,0.012215999886393547,0.012706000357866287,206971,0.0,0.0
2024-08-11 00:00:00+00:00,0.012706000357866287,0.013251000083982944,0.012230000458657742,0.012232000008225441,112398,0.0,0.0
2024-08-12 00:00:00+00:00,0.012232000008225441,0.012682000175118446,0.01222699973732233,0.012273999862372875,16382,0.0,0.0
2024-08-13 00:00:00+00:00,0.012273999862372875,0.012396000325679779,0.011807000264525414,0.01209499966353178,26531,0.0,0.0
2024-08-14 00:00:00+00:00,0.01209499966353178,0.013186999596655369,0.011861000210046768,0.012083999812602997,102063,0.0,0.0
2024-08-15 00:00:00+00:00,0.011986000463366508,0.012989000417292118,0.011621000245213509,0.012597999535501003,78097,0.0,0.0
2024-08-16 00:00:00+00:00,0.01259700022637844,0.012915999628603458,0.012164999730885029,0.012621999718248844,34522,0.0,0.0
2024-08-17 00:00:00+00:00,0.012536999769508839,0.01294699963182211,0.012431999668478966,0.0126740001142025,24534,0.0,0.0
2024-08-18 00:00:00+00:00,0.012671999633312225,0.012733000330626965,0.01180300023406744,0.012261000461876392,72948,0.0,0.0
2024-08-19 00:00:00+00:00,0.012261000461876392,0.012810000218451023,0.01182200014591217,0.011885000392794609,42469,0.0,0.0
2024-08-20 00:00:00+00:00,0.01243400014936924,0.012457000091671944,0.012051000259816647,0.012052999809384346,87099,0.0,0.0
2024-08-21 00:00:00+00:00,0.011965000070631504,0.012426000088453293,0.01191100012511015,0.012361000292003155,43525,0.0,0.0
2024-08-22 00:00:00+00:00,0.012369000352919102,0.012373000383377075,0.011734000407159328,0.01206399966031313,43967,0.0,0.0
2024-08-23 00:00:00+00:00,0.012032999657094479,0.012085000053048134,0.011785999871790409,0.01205500029027462,16579,0.0,0.0
2024-08-24 00:00:00+00:00,0.012059000320732594,0.01269999984651804,0.01194899994879961,0.012458999641239643,34802,0.0,0.0
2024-08-25 00:00:00+00:00,0.012419000267982483,0.01248599961400032,0.012202000245451927,0.012202000245451927,9632,0.0,0.0
2024-08-26 00:00:00+00:00,0.012202000245451927,0.012209000065922737,0.01172299962490797,0.012126999907195568,62242,0.0,0.0
2024-08-27 00:00:00+00:00,0.012129999697208405,0.013315999880433083,0.010375999845564365,0.01037800032645464,234339,0.0,0.0
2024-08-28 00:00:00+00:00,0.01037800032645464,0.015297999605536461,0.010351000353693962,0.010910999961197376,951198,0.0,0.0
2024-08-29 00:00:00+00:00,0.010910999961197376,0.010993000119924545,0.01028900034725666,0.010371999815106392,32967,0.0,0.0
2024-08-30 00:00:00+00:00,0.010371999815106392,0.010509000159800053,0.010231000371277332,0.010316000320017338,12300,0.0,0.0
2024-08-31 00:00:00+00:00,0.010316000320017338,0.011938000097870827,0.010212000459432602,0.010514000430703163,223051,0.0,0.0
2024-09-01 00:00:00+00:00,0.010514000430703163,0.01128000020980835,0.008671999908983707,0.008715000003576279,261861,0.0,0.0
2024-09-02 00:00:00+00:00,0.008715000003576279,0.009018000215291977,0.008531000465154648,0.008741999976336956,111906,0.0,0.0
2024-09-03 00:00:00+00:00,0.008709999732673168,0.00937000010162592,0.008496999740600586,0.008648999966681004,193917,0.0,0.0
2024-09-04 00:00:00+00:00,0.008648999966681004,0.008716000244021416,0.008390000090003014,0.00841899961233139,83089,0.0,0.0
2024-09-05 00:00:00+00:00,0.008438999764621258,0.009364999830722809,0.00761700002476573,0.007906000129878521,195186,0.0,0.0
2024-09-06 00:00:00+00:00,0.007906000129878521,0.008028999902307987,0.007774000056087971,0.007915000431239605,76170,0.0,0.0
