TIMESTAMP,GRAPE_OPEN_PRICE_USD,GRAPE_HIGH_PRICE_USD,GRAPE_LOW_PRICE_USD,GRAPE_CLOSE_PRICE_USD,GRAPE_VOLUME_USD,GRAPE_DIVIDENDS_USD,GRAPE_STOCK_SPLITS_USD
2021-10-01 00:00:00+00:00,0.1547659933567047,0.17272800207138062,0.1547510027885437,0.16789300739765167,378253,0.0,0.0
2021-10-02 00:00:00+00:00,0.16788899898529053,0.20016799867153168,0.16710300743579865,0.19516299664974213,411768,0.0,0.0
2021-10-03 00:00:00+00:00,0.19518700242042542,0.2018290013074875,0.18495100736618042,0.19497600197792053,533093,0.0,0.0
2021-10-04 00:00:00+00:00,0.1949709951877594,0.19819599390029907,0.17521099746227264,0.17868700623512268,374357,0.0,0.0
2021-10-05 00:00:00+00:00,0.17868700623512268,0.19737200438976288,0.1730709969997406,0.1936960071325302,315735,0.0,0.0
2021-10-06 00:00:00+00:00,0.1937050074338913,0.1943960040807724,0.1781339943408966,0.1781339943408966,406561,0.0,0.0
2021-10-07 00:00:00+00:00,0.1781419962644577,0.189083993434906,0.17518000304698944,0.18161800503730774,370322,0.0,0.0
2021-10-08 00:00:00+00:00,0.18160000443458557,0.20978200435638428,0.17974300682544708,0.19532500207424164,625130,0.0,0.0
2021-10-09 00:00:00+00:00,0.1953199952840805,0.19783399999141693,0.18456000089645386,0.19022099673748016,317675,0.0,0.0
2021-10-10 00:00:00+00:00,0.19022700190544128,0.19079600274562836,0.17846199870109558,0.17861400544643402,176292,0.0,0.0
2021-10-11 00:00:00+00:00,0.17860999703407288,0.1963459998369217,0.17681899666786194,0.17938199639320374,435848,0.0,0.0
2021-10-12 00:00:00+00:00,0.1793839931488037,0.17973099648952484,0.1670829951763153,0.17061099410057068,231662,0.0,0.0
2021-10-13 00:00:00+00:00,0.17059700191020966,0.17059700191020966,0.16005800664424896,0.16021199524402618,174707,0.0,0.0
2021-10-14 00:00:00+00:00,0.16021500527858734,0.16407600045204163,0.15895800292491913,0.16327600181102753,161023,0.0,0.0
2021-10-15 00:00:00+00:00,0.1632779985666275,0.16329699754714966,0.15272800624370575,0.15343600511550903,230375,0.0,0.0
2021-10-16 00:00:00+00:00,0.15343600511550903,0.1551010012626648,0.142643004655838,0.14294999837875366,139844,0.0,0.0
2021-10-17 00:00:00+00:00,0.1429460048675537,0.14309599995613098,0.1336829960346222,0.13440600037574768,241547,0.0,0.0
2021-10-18 00:00:00+00:00,0.1344050019979477,0.13441699743270874,0.11125899851322174,0.12087000161409378,360171,0.0,0.0
2021-10-19 00:00:00+00:00,0.12086299806833267,0.12344499677419662,0.11626199632883072,0.11627300083637238,121357,0.0,0.0
