TIMESTAMP,XX_OPEN_PRICE_USD,XX_HIGH_PRICE_USD,XX_LOW_PRICE_USD,XX_CLOSE_PRICE_USD,XX_VOLUME_USD,XX_DIVIDENDS_USD,XX_STOCK_SPLITS_USD
2022-08-03 00:00:00+00:00,0.290149986743927,0.3200710117816925,0.28664499521255493,0.3195649981498718,215564,0.0,0.0
2022-08-04 00:00:00+00:00,0.319566011428833,0.5799620151519775,0.3192580044269562,0.5584740042686462,689142,0.0,0.0
2022-08-05 00:00:00+00:00,0.5584629774093628,0.7700150012969971,0.5281310081481934,0.6302260160446167,628783,0.0,0.0
2022-08-06 00:00:00+00:00,0.6302239894866943,0.6950979828834534,0.4853610098361969,0.536566972732544,198191,0.0,0.0
2022-08-07 00:00:00+00:00,0.5365689992904663,0.6710690259933472,0.5212709903717041,0.6099879741668701,172275,0.0,0.0
2022-08-08 00:00:00+00:00,0.6099969744682312,0.6180880069732666,0.5500900149345398,0.5745009779930115,126797,0.0,0.0
2022-08-09 00:00:00+00:00,0.5744969844818115,0.5911229848861694,0.5229939818382263,0.5703189969062805,168266,0.0,0.0
2022-08-10 00:00:00+00:00,0.5703169703483582,0.5746139883995056,0.510312020778656,0.5156300067901611,109074,0.0,0.0
2022-08-11 00:00:00+00:00,0.5156289935112,0.5251139998435974,0.44525599479675293,0.45648500323295593,108601,0.0,0.0
2022-08-12 00:00:00+00:00,0.45648300647735596,0.5698369741439819,0.45618200302124023,0.4920650124549866,111157,0.0,0.0
2022-08-13 00:00:00+00:00,0.49206799268722534,0.5155249834060669,0.4591909945011139,0.46247398853302,53106,0.0,0.0
2022-08-14 00:00:00+00:00,0.46246999502182007,0.4941830039024353,0.3889999985694885,0.41231200098991394,107760,0.0,0.0
2022-08-15 00:00:00+00:00,0.4123069941997528,0.4336380064487457,0.3702090084552765,0.41897299885749817,60100,0.0,0.0
2022-08-16 00:00:00+00:00,0.4189710021018982,0.4301230013370514,0.3623250126838684,0.3950450122356415,59714,0.0,0.0
2022-08-17 00:00:00+00:00,0.39504900574684143,0.41005000472068787,0.32412201166152954,0.3788279891014099,87824,0.0,0.0
2022-08-18 00:00:00+00:00,0.3788270056247711,0.4000450074672699,0.3220149874687195,0.34130001068115234,64941,0.0,0.0
2022-08-19 00:00:00+00:00,0.3412970006465912,0.36704298853874207,0.30673399567604065,0.31001898646354675,64585,0.0,0.0
2022-08-20 00:00:00+00:00,0.3100169897079468,0.3497290015220642,0.2831929922103882,0.2831929922103882,52872,0.0,0.0
2022-08-21 00:00:00+00:00,0.2831929922103882,0.320032000541687,0.28249698877334595,0.30469799041748047,42296,0.0,0.0
2022-08-22 00:00:00+00:00,0.30469998717308044,0.3156070113182068,0.28869399428367615,0.3027949929237366,22889,0.0,0.0
2022-08-23 00:00:00+00:00,0.3027949929237366,0.31550899147987366,0.291390985250473,0.3154979944229126,41075,0.0,0.0
2022-08-24 00:00:00+00:00,0.3154979944229126,0.45003101229667664,0.3149940073490143,0.3993160128593445,120124,0.0,0.0
2022-08-25 00:00:00+00:00,0.3993139863014221,0.3993139863014221,0.3300060033798218,0.3448280096054077,45269,0.0,0.0
2022-08-26 00:00:00+00:00,0.34482699632644653,0.3587299883365631,0.3057200014591217,0.30681300163269043,38568,0.0,0.0
2022-08-27 00:00:00+00:00,0.3068169951438904,0.3203209936618805,0.28012099862098694,0.3100059926509857,37006,0.0,0.0
2022-08-28 00:00:00+00:00,0.3100050091743469,0.3450230062007904,0.2886030077934265,0.29110801219940186,34065,0.0,0.0
2022-08-29 00:00:00+00:00,0.2911149859428406,0.32671698927879333,0.28669899702072144,0.2940090000629425,73703,0.0,0.0
2022-08-30 00:00:00+00:00,0.2940109968185425,0.31571799516677856,0.26951199769973755,0.2841230034828186,81305,0.0,0.0
2022-08-31 00:00:00+00:00,0.28412601351737976,0.303617000579834,0.27699801325798035,0.28330498933792114,54528,0.0,0.0
2022-09-01 00:00:00+00:00,0.28330400586128235,0.3197120130062103,0.2830060124397278,0.3120029866695404,39306,0.0,0.0
2022-09-02 00:00:00+00:00,0.31199899315834045,0.3200230002403259,0.28249800205230713,0.3007270097732544,71468,0.0,0.0
2022-09-03 00:00:00+00:00,0.3007270097732544,0.3200330138206482,0.28001999855041504,0.3062230050563812,62488,0.0,0.0
2022-09-04 00:00:00+00:00,0.3062230050563812,0.30980101227760315,0.2901119887828827,0.29951798915863037,54970,0.0,0.0
2022-09-05 00:00:00+00:00,0.29951798915863037,0.3300060033798218,0.29010599851608276,0.3057120144367218,72049,0.0,0.0
2022-09-06 00:00:00+00:00,0.30570799112319946,0.320017009973526,0.2919979989528656,0.30161499977111816,73529,0.0,0.0
2022-09-07 00:00:00+00:00,0.3016029894351959,0.33095601201057434,0.2850019931793213,0.3169339895248413,90383,0.0,0.0
2022-09-08 00:00:00+00:00,0.31693100929260254,0.33504098653793335,0.3051240146160126,0.31133198738098145,55892,0.0,0.0
