TIMESTAMP,CRUZE_OPEN_PRICE_USD,CRUZE_HIGH_PRICE_USD,CRUZE_LOW_PRICE_USD,CRUZE_CLOSE_PRICE_USD,CRUZE_VOLUME_USD,CRUZE_DIVIDENDS_USD,CRUZE_STOCK_SPLITS_USD
2025-02-07 00:00:00+00:00,0.00033599999733269215,0.00045200000749900937,0.0003150000120513141,0.0003459999861661345,38000,0.0,0.0
2025-02-08 00:00:00+00:00,0.0003459999861661345,0.0003530000103637576,0.00029200001154094934,0.00030399998649954796,9966,0.0,0.0
2025-02-09 00:00:00+00:00,0.00030399998649954796,0.0003349999897181988,0.00028700000257231295,0.0003229999856557697,8969,0.0,0.0
2025-02-10 00:00:00+00:00,0.0003229999856557697,0.000391999987186864,0.00031800000579096377,0.0003370000049471855,28447,0.0,0.0
2025-02-11 00:00:00+00:00,0.0003370000049471855,0.0003539999888744205,0.00029600001289509237,0.00033400001120753586,12300,0.0,0.0
2025-02-12 00:00:00+00:00,0.00033400001120753586,0.00035600000410340726,0.00033099998836405575,0.00034100000630132854,3348,0.0,0.0
2025-02-13 00:00:00+00:00,0.00034100000630132854,0.00034100000630132854,0.00019099999917671084,0.00019500000053085387,26163,0.0,0.0
2025-02-14 00:00:00+00:00,0.00019500000053085387,0.00028199999360367656,0.00019500000053085387,0.00026500000967644155,18431,0.0,0.0
2025-02-15 00:00:00+00:00,0.00026500000967644155,0.00031599999056197703,0.0002410000015515834,0.0002840000088326633,13918,0.0,0.0
2025-02-16 00:00:00+00:00,0.0002840000088326633,0.00031400000443682075,0.0002699999895412475,0.00027799999224953353,6149,0.0,0.0
2025-02-17 00:00:00+00:00,0.00027799999224953353,0.0002840000088326633,0.00022899999748915434,0.00023499999952036887,11253,0.0,0.0
2025-02-18 00:00:00+00:00,0.00023499999952036887,0.0002800000074785203,0.0002119999990100041,0.0002800000074785203,9675,0.0,0.0
2025-02-19 00:00:00+00:00,0.0002800000074785203,0.0002969999914057553,0.0002460000105202198,0.00027200000477023423,7595,0.0,0.0
2025-02-20 00:00:00+00:00,0.00027200000477023423,0.00038400001358240843,0.00026699999580159783,0.0003239999932702631,13894,0.0,0.0
2025-02-21 00:00:00+00:00,0.0003239999932702631,0.0003349999897181988,0.00026699999580159783,0.0003330000035930425,10878,0.0,0.0
2025-02-22 00:00:00+00:00,0.0003330000035930425,0.0004980000085197389,0.0003330000035930425,0.0003530000103637576,26205,0.0,0.0
2025-02-23 00:00:00+00:00,0.0003530000103637576,0.0003530000103637576,0.00027200000477023423,0.0003129999968223274,13438,0.0,0.0
