TIMESTAMP,SOLEY_OPEN_PRICE_USD,SOLEY_HIGH_PRICE_USD,SOLEY_LOW_PRICE_USD,SOLEY_CLOSE_PRICE_USD,SOLEY_VOLUME_USD,SOLEY_DIVIDENDS_USD,SOLEY_STOCK_SPLITS_USD
2025-05-13 00:00:00+00:00,7.200000254670158e-05,7.500000356230885e-05,7.200000254670158e-05,7.500000356230885e-05,0,0.0,0.0
2025-05-14 00:00:00+00:00,7.500000356230885e-05,7.599999662488699e-05,7.400000322377309e-05,7.500000356230885e-05,0,0.0,0.0
2025-05-15 00:00:00+00:00,7.500000356230885e-05,7.500000356230885e-05,7.000000186963007e-05,7.000000186963007e-05,0,0.0,0.0
2025-05-16 00:00:00+00:00,7.000000186963007e-05,7.100000220816582e-05,7.000000186963007e-05,7.000000186963007e-05,0,0.0,0.0
2025-05-17 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,6.800000119255856e-05,6.800000119255856e-05,1,0.0,0.0
2025-05-18 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,6.800000119255856e-05,6.800000119255856e-05,0,0.0,0.0
2025-05-19 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,6.800000119255856e-05,6.800000119255856e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,6.800000119255856e-05,6.900000153109431e-05,6.800000119255856e-05,6.900000153109431e-05,3,0.0,0.0
2025-05-21 00:00:00+00:00,6.900000153109431e-05,6.900000153109431e-05,6.900000153109431e-05,6.900000153109431e-05,0,0.0,0.0
2025-05-22 00:00:00+00:00,6.900000153109431e-05,7.300000288523734e-05,6.900000153109431e-05,7.300000288523734e-05,0,0.0,0.0
2025-05-23 00:00:00+00:00,7.300000288523734e-05,7.79999973019585e-05,7.300000288523734e-05,7.500000356230885e-05,0,0.0,0.0
2025-05-24 00:00:00+00:00,7.500000356230885e-05,7.500000356230885e-05,7.500000356230885e-05,7.500000356230885e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,7.500000356230885e-05,7.500000356230885e-05,7.100000220816582e-05,7.100000220816582e-05,0,0.0,0.0
2025-05-26 00:00:00+00:00,7.100000220816582e-05,7.300000288523734e-05,7.100000220816582e-05,7.200000254670158e-05,0,0.0,0.0
2025-05-27 00:00:00+00:00,7.200000254670158e-05,7.200000254670158e-05,7.200000254670158e-05,7.200000254670158e-05,0,0.0,0.0
2025-05-28 00:00:00+00:00,7.200000254670158e-05,7.200000254670158e-05,7.000000186963007e-05,7.000000186963007e-05,0,0.0,0.0
2025-05-29 00:00:00+00:00,7.000000186963007e-05,7.100000220816582e-05,6.800000119255856e-05,6.800000119255856e-05,0,0.0,0.0
2025-05-30 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,6.800000119255856e-05,6.800000119255856e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,6.0999998822808266e-05,6.299999949987978e-05,0,0.0,0.0
2025-06-01 00:00:00+00:00,6.295437196968123e-05,6.295437196968123e-05,6.124986248323694e-05,6.124986248323694e-05,83,0.0,0.0
