TIMESTAMP,SOLEY_OPEN_PRICE_USD,SOLEY_HIGH_PRICE_USD,SOLEY_LOW_PRICE_USD,SOLEY_CLOSE_PRICE_USD,SOLEY_VOLUME_USD,SOLEY_DIVIDENDS_USD,SOLEY_STOCK_SPLITS_USD
2025-04-15 00:00:00+00:00,0.0036230001132935286,0.006395999807864428,0.0014979999978095293,0.0028609998989850283,3397130,0.0,0.0
2025-04-16 00:00:00+00:00,0.0028440000023692846,0.0028440000023692846,0.00013600000238511711,0.00013899999612476677,227668,0.0,0.0
2025-04-17 00:00:00+00:00,0.00013899999612476677,0.00014000000373926014,9.600000339560211e-05,9.7999996796716e-05,7137,0.0,0.0
2025-04-18 00:00:00+00:00,9.7999996796716e-05,9.999999747378752e-05,9.500000305706635e-05,9.500000305706635e-05,600,0.0,0.0
2025-04-19 00:00:00+00:00,9.500000305706635e-05,0.00010399999882793054,9.200000204145908e-05,9.300000237999484e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,9.300000237999484e-05,9.500000305706635e-05,7.500000356230885e-05,7.500000356230885e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,7.500000356230885e-05,7.79999973019585e-05,7.100000220816582e-05,7.200000254670158e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,7.200000254670158e-05,7.400000322377309e-05,6.0999998822808266e-05,6.500000017695129e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,6.500000017695129e-05,7.000000186963007e-05,6.500000017695129e-05,6.900000153109431e-05,262,0.0,0.0
2025-04-24 00:00:00+00:00,6.900000153109431e-05,7.000000186963007e-05,6.800000119255856e-05,7.000000186963007e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,7.000000186963007e-05,7.400000322377309e-05,6.900000153109431e-05,7.100000220816582e-05,1209,0.0,0.0
2025-04-26 00:00:00+00:00,7.100000220816582e-05,7.100000220816582e-05,6.70000008540228e-05,6.70000008540228e-05,0,0.0,0.0
2025-04-27 00:00:00+00:00,6.70000008540228e-05,6.70000008540228e-05,6.600000051548705e-05,6.70000008540228e-05,0,0.0,0.0
2025-04-28 00:00:00+00:00,6.70000008540228e-05,6.800000119255856e-05,6.500000017695129e-05,6.600000051548705e-05,65,0.0,0.0
2025-04-29 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.299999949987978e-05,6.399999983841553e-05,0,0.0,0.0
2025-04-30 00:00:00+00:00,6.399999983841553e-05,6.399999983841553e-05,6.0999998822808266e-05,6.299999949987978e-05,199,0.0,0.0
2025-05-01 00:00:00+00:00,6.299999949987978e-05,6.500000017695129e-05,6.299999949987978e-05,6.299999949987978e-05,0,0.0,0.0
2025-05-02 00:00:00+00:00,6.299999949987978e-05,6.399999983841553e-05,6.199999916134402e-05,6.199999916134402e-05,78,0.0,0.0
2025-05-03 00:00:00+00:00,6.199999916134402e-05,6.299999949987978e-05,6.199999916134402e-05,6.199999916134402e-05,0,0.0,0.0
2025-05-04 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,6.0999998822808266e-05,6.199999916134402e-05,0,0.0,0.0
2025-05-05 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,6.0999998822808266e-05,6.0999998822808266e-05,0,0.0,0.0
2025-05-06 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,5.999999848427251e-05,6.0999998822808266e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,6.0999998822808266e-05,6.0999998822808266e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,6.0999998822808266e-05,6.70000008540228e-05,6.0999998822808266e-05,6.70000008540228e-05,0,0.0,0.0
2025-05-09 00:00:00+00:00,6.70000008540228e-05,7.200000254670158e-05,6.70000008540228e-05,7.200000254670158e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,7.200000254670158e-05,7.200000254670158e-05,7.100000220816582e-05,7.200000254670158e-05,0,0.0,0.0
2025-05-11 00:00:00+00:00,7.200000254670158e-05,7.200000254670158e-05,7.200000254670158e-05,7.200000254670158e-05,0,0.0,0.0
2025-05-12 00:00:00+00:00,7.200000254670158e-05,7.500000356230885e-05,7.200000254670158e-05,7.200000254670158e-05,0,0.0,0.0
