TIMESTAMP,WOO_OPEN_PRICE_USD,WOO_HIGH_PRICE_USD,WOO_LOW_PRICE_USD,WOO_CLOSE_PRICE_USD,WOO_VOLUME_USD,WOO_DIVIDENDS_USD,WOO_STOCK_SPLITS_USD
2020-10-29 00:00:00+00:00,0.0,0.4509649872779846,0.0,0.40163999795913696,708757,0.0,0.0
2020-10-30 00:00:00+00:00,0.40163999795913696,0.4509570002555847,0.04975099861621857,0.05477299913764,2149192,0.0,0.0
2020-10-31 00:00:00+00:00,0.05477299913764,0.056887999176979065,0.04178199917078018,0.04178600013256073,614448,0.0,0.0
2020-11-01 00:00:00+00:00,0.04178600013256073,0.04178600013256073,0.03296099975705147,0.03323499858379364,241212,0.0,0.0
2020-11-02 00:00:00+00:00,0.03323499858379364,0.036642998456954956,0.03054399974644184,0.036642998456954956,10481456,0.0,0.0
2020-11-03 00:00:00+00:00,0.036642998456954956,0.03672400116920471,0.030590999871492386,0.03132300078868866,3123245,0.0,0.0
2020-11-04 00:00:00+00:00,0.03132300078868866,0.033546000719070435,0.030293000862002373,0.03209000080823898,2225503,0.0,0.0
2020-11-05 00:00:00+00:00,0.03209000080823898,0.0326399989426136,0.02971700020134449,0.030646000057458878,1824688,0.0,0.0
2020-11-06 00:00:00+00:00,0.03064800053834915,0.03440900146961212,0.030236000195145607,0.032875001430511475,2305247,0.0,0.0
2020-11-07 00:00:00+00:00,0.032875001430511475,0.03718100115656853,0.03177199885249138,0.03415700048208237,2300642,0.0,0.0
2020-11-08 00:00:00+00:00,0.034157998859882355,0.036364998668432236,0.032225001603364944,0.03590499982237816,1462560,0.0,0.0
2020-11-09 00:00:00+00:00,0.03590700030326843,0.036504000425338745,0.03311600163578987,0.03488599881529808,1761714,0.0,0.0
2020-11-10 00:00:00+00:00,0.03488599881529808,0.036403000354766846,0.033945001661777496,0.03480000048875809,1654446,0.0,0.0
2020-11-11 00:00:00+00:00,0.03480000048875809,0.03558700159192085,0.032214000821113586,0.03267600014805794,1522757,0.0,0.0
2020-11-12 00:00:00+00:00,0.032676998525857925,0.0327799990773201,0.030539000406861305,0.030983999371528625,1546139,0.0,0.0
