TIMESTAMP,LUCKYSLP_OPEN_PRICE_USD,LUCKYSLP_HIGH_PRICE_USD,LUCKYSLP_LOW_PRICE_USD,LUCKYSLP_CLOSE_PRICE_USD,LUCKYSLP_VOLUME_USD,LUCKYSLP_DIVIDENDS_USD,LUCKYSLP_STOCK_SPLITS_USD
2023-07-01 00:00:00+00:00,,,,0.0,2108,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,3849,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,100,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,1663,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,909,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,100,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,766,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,84,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,688,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,29,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,2853,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,30,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,50,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,907,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,117,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,624,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,50,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,93,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,100,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,204,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,3336,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,100,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,320,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,236,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,30,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,185,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,40,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,154,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,198,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,118,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,99,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,590,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,25,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,117,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,48,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,200,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,27,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,2659,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,632,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,157,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,25,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,55,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,2583,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,100,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,208,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,1387,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,13,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,672,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,114,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,508,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,127,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,92,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,91,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,366,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,511,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,331,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,354,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,94,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,43475,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,46208,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,47294,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,47528,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,47365,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,47956,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,49722,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,47807,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,48643,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,66116,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,52484,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,38296,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,146919,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,103186,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,151796,0.0,0.0
2023-11-03 00:00:00+00:00,0.0,1.9999999949504854e-06,0.0,9.999999974752427e-07,382156,0.0,0.0
2023-11-04 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,520574,0.0,0.0
2023-11-05 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,308348,0.0,0.0
2023-11-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,237308,0.0,0.0
2023-11-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,201200,0.0,0.0
2023-11-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,160458,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,125537,0.0,0.0
2023-11-10 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,114286,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,116627,0.0,0.0
2023-11-12 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,126022,0.0,0.0
