TIMESTAMP,PLUG_OPEN_PRICE_USD,PLUG_HIGH_PRICE_USD,PLUG_LOW_PRICE_USD,PLUG_CLOSE_PRICE_USD,PLUG_VOLUME_USD,PLUG_DIVIDENDS_USD,PLUG_STOCK_SPLITS_USD
2021-10-10 00:00:00+00:00,0.0037700000684708357,0.0040259999223053455,0.0037509999237954617,0.0038509999867528677,420968,0.0,0.0
2021-10-11 00:00:00+00:00,0.0038499999791383743,0.004015000071376562,0.0038079998921602964,0.0038950000889599323,388382,0.0,0.0
2021-10-12 00:00:00+00:00,0.0038960000965744257,0.0039019999094307423,0.0036460000555962324,0.00369199994020164,457547,0.0,0.0
2021-10-13 00:00:00+00:00,0.00369199994020164,0.003717999905347824,0.0035810000263154507,0.003585000056773424,450400,0.0,0.0
2021-10-14 00:00:00+00:00,0.0035860000643879175,0.0036520001012831926,0.003579000011086464,0.0036299999337643385,319648,0.0,0.0
2021-10-15 00:00:00+00:00,0.003628999926149845,0.0038590000476688147,0.0036200000904500484,0.0038580000400543213,343890,0.0,0.0
2021-10-16 00:00:00+00:00,0.0038580000400543213,0.003986000083386898,0.0034290000330656767,0.003607999999076128,292645,0.0,0.0
2021-10-17 00:00:00+00:00,0.003607999999076128,0.0036460000555962324,0.0035470000002533197,0.003567999927327037,127087,0.0,0.0
2021-10-18 00:00:00+00:00,0.003567999927327037,0.003573999973013997,0.003470999887213111,0.003470999887213111,143425,0.0,0.0
2021-10-19 00:00:00+00:00,0.003470999887213111,0.0035059999208897352,0.0033939999993890524,0.003461000043898821,144685,0.0,0.0
2021-10-20 00:00:00+00:00,0.003461000043898821,0.0035649999044835567,0.003324999939650297,0.0035550000611692667,236828,0.0,0.0
2021-10-21 00:00:00+00:00,0.00355300004594028,0.0035550000611692667,0.0030769999139010906,0.0033450000919401646,236995,0.0,0.0
2021-10-22 00:00:00+00:00,0.0033450000919401646,0.0033710000570863485,0.0032430000137537718,0.0033710000570863485,94321,0.0,0.0
