TIMESTAMP,SNC_OPEN_PRICE_USD,SNC_HIGH_PRICE_USD,SNC_LOW_PRICE_USD,SNC_CLOSE_PRICE_USD,SNC_VOLUME_USD,SNC_DIVIDENDS_USD,SNC_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.031098000705242157,0.0345430001616478,0.030698999762535095,0.030698999762535095,339442,0.0,0.0
2017-11-10 00:00:00+00:00,0.030713999643921852,0.0321040004491806,0.027225999161601067,0.03013399988412857,545130,0.0,0.0
2017-11-11 00:00:00+00:00,0.03034299984574318,0.03579400107264519,0.029265999794006348,0.034258998930454254,498532,0.0,0.0
2017-11-12 00:00:00+00:00,0.0342629998922348,0.03598099946975708,0.027055999264121056,0.029397999867796898,309204,0.0,0.0
2017-11-13 00:00:00+00:00,0.029443999752402306,0.03294000029563904,0.028748000040650368,0.03122200071811676,241595,0.0,0.0
2017-11-14 00:00:00+00:00,0.029980000108480453,0.033649999648332596,0.029980000108480453,0.03317299857735634,349978,0.0,0.0
2017-11-15 00:00:00+00:00,0.033190999180078506,0.04008900001645088,0.03203300014138222,0.03816400095820427,95547,0.0,0.0
2017-11-16 00:00:00+00:00,0.038058001548051834,0.04145999997854233,0.035691000521183014,0.03674999997019768,343229,0.0,0.0
2017-11-17 00:00:00+00:00,0.037036001682281494,0.04674600064754486,0.035548001527786255,0.042566001415252686,544992,0.0,0.0
2017-11-18 00:00:00+00:00,0.042181000113487244,0.04937399923801422,0.03992399945855141,0.04685100167989731,585229,0.0,0.0
2017-11-19 00:00:00+00:00,0.04680100083351135,0.04904400184750557,0.04068100079894066,0.04688800126314163,404820,0.0,0.0
2017-11-20 00:00:00+00:00,0.046838000416755676,0.05605100095272064,0.045607998967170715,0.05057600140571594,935576,0.0,0.0
2017-11-21 00:00:00+00:00,0.05014299973845482,0.05407499894499779,0.04651699960231781,0.05071200057864189,247792,0.0,0.0
2017-11-22 00:00:00+00:00,0.05077899992465973,0.056758999824523926,0.04923899844288826,0.055240001529455185,265246,0.0,0.0
2017-11-23 00:00:00+00:00,0.055362001061439514,0.07915700227022171,0.05417799949645996,0.07559499889612198,969469,0.0,0.0
2017-11-24 00:00:00+00:00,0.07522899657487869,0.12513400614261627,0.07335299998521805,0.11025399714708328,2201990,0.0,0.0
2017-11-25 00:00:00+00:00,0.10920599848031998,0.1390009969472885,0.09535399824380875,0.11958099901676178,1917760,0.0,0.0
2017-11-26 00:00:00+00:00,0.1164880022406578,0.12300500273704529,0.09369199723005295,0.11515200138092041,689609,0.0,0.0
2017-11-27 00:00:00+00:00,0.11706899851560593,0.12067099660634995,0.09811999648809433,0.101112000644207,505552,0.0,0.0
2017-11-28 00:00:00+00:00,0.10104499757289886,0.11000999808311462,0.07919099926948547,0.09627000242471695,378152,0.0,0.0
2017-11-29 00:00:00+00:00,0.0953499972820282,0.09724400192499161,0.07564300298690796,0.08228100091218948,246838,0.0,0.0
