TIMESTAMP,SEND34611_OPEN_PRICE_USD,SEND34611_HIGH_PRICE_USD,SEND34611_LOW_PRICE_USD,SEND34611_CLOSE_PRICE_USD,SEND34611_VOLUME_USD,SEND34611_DIVIDENDS_USD,SEND34611_STOCK_SPLITS_USD
2025-01-30 00:00:00+00:00,1.6544519662857056,1.845931053161621,1.636314034461975,1.7863539457321167,2173448,0.0,0.0
2025-01-31 00:00:00+00:00,1.7863539457321167,1.8638980388641357,1.6619280576705933,1.6843039989471436,1736808,0.0,0.0
2025-02-01 00:00:00+00:00,1.684283971786499,1.7180500030517578,1.5719200372695923,1.5865199565887451,1515945,0.0,0.0
2025-02-02 00:00:00+00:00,1.5865199565887451,1.6087199449539185,1.307813048362732,1.347409963607788,2032775,0.0,0.0
2025-02-03 00:00:00+00:00,1.347409963607788,1.3525739908218384,0.9873650074005127,1.17985200881958,5529079,0.0,0.0
2025-02-04 00:00:00+00:00,1.1798529624938965,1.188351035118103,1.038504958152771,1.0851229429244995,2682475,0.0,0.0
2025-02-05 00:00:00+00:00,1.0851240158081055,1.2719049453735352,1.0724469423294067,1.1404750347137451,5649691,0.0,0.0
2025-02-06 00:00:00+00:00,1.1404759883880615,1.399366021156311,1.1384929418563843,1.351712942123413,3846466,0.0,0.0
2025-02-07 00:00:00+00:00,1.351712942123413,1.4788800477981567,1.2997430562973022,1.472383975982666,2772725,0.0,0.0
2025-02-08 00:00:00+00:00,1.472383975982666,1.5181399583816528,1.3944649696350098,1.4507919549942017,1591346,0.0,0.0
2025-02-09 00:00:00+00:00,1.4507919549942017,1.5363520383834839,1.402703046798706,1.5108870267868042,1641209,0.0,0.0
2025-02-10 00:00:00+00:00,1.5108870267868042,1.57504403591156,1.4414149522781372,1.498589038848877,1461074,0.0,0.0
2025-02-11 00:00:00+00:00,1.498589038848877,1.617339015007019,1.496137022972107,1.531891942024231,1483612,0.0,0.0
2025-02-12 00:00:00+00:00,1.531891942024231,1.5851919651031494,1.4579639434814453,1.5659840106964111,1894377,0.0,0.0
2025-02-13 00:00:00+00:00,1.5659840106964111,1.5804389715194702,1.4848430156707764,1.5271799564361572,1617410,0.0,0.0
2025-02-14 00:00:00+00:00,1.5271799564361572,1.5965629816055298,1.5026129484176636,1.5238970518112183,1776569,0.0,0.0
2025-02-15 00:00:00+00:00,1.5238970518112183,1.5933159589767456,1.4752459526062012,1.5339889526367188,1982904,0.0,0.0
2025-02-16 00:00:00+00:00,1.5339889526367188,1.5627449750900269,1.4256750345230103,1.4315069913864136,1900252,0.0,0.0
2025-02-17 00:00:00+00:00,1.4315069913864136,1.5198240280151367,1.404176950454712,1.5062570571899414,1911251,0.0,0.0
2025-02-18 00:00:00+00:00,1.5062570571899414,1.513476014137268,1.2455350160598755,1.2723439931869507,2220293,0.0,0.0
2025-02-19 00:00:00+00:00,1.2723439931869507,1.3020100593566895,1.1683670282363892,1.1825690269470215,2378792,0.0,0.0
2025-02-20 00:00:00+00:00,1.1825499534606934,1.274245023727417,1.1488219499588013,1.2331500053405762,1772292,0.0,0.0
2025-02-21 00:00:00+00:00,1.2331500053405762,1.294437050819397,1.1079859733581543,1.1712520122528076,2331418,0.0,0.0
2025-02-22 00:00:00+00:00,1.171226978302002,1.2622740268707275,1.1558959484100342,1.1565550565719604,2558117,0.0,0.0
2025-02-23 00:00:00+00:00,1.1565550565719604,1.1783299446105957,1.1121970415115356,1.1337480545043945,2076404,0.0,0.0
2025-02-24 00:00:00+00:00,1.1331069469451904,1.1852500438690186,1.0017579793930054,1.0077179670333862,2146824,0.0,0.0
