TIMESTAMP,MORPHIS_OPEN_PRICE_USD,MORPHIS_HIGH_PRICE_USD,MORPHIS_LOW_PRICE_USD,MORPHIS_CLOSE_PRICE_USD,MORPHIS_VOLUME_USD,MORPHIS_DIVIDENDS_USD,MORPHIS_STOCK_SPLITS_USD
2025-05-16 00:00:00+00:00,0.09077099710702896,0.20428499579429626,0.08220700174570084,0.1455260068178177,1636739,0.0,0.0
2025-05-17 00:00:00+00:00,0.1455260068178177,0.261817991733551,0.1252720057964325,0.21110199391841888,1833835,0.0,0.0
2025-05-18 00:00:00+00:00,0.2107200026512146,0.2107200026512146,0.12411999702453613,0.169746994972229,1505471,0.0,0.0
2025-05-19 00:00:00+00:00,0.169746994972229,0.1746239960193634,0.09207700192928314,0.13968299329280853,817004,0.0,0.0
2025-05-20 00:00:00+00:00,0.13868899643421173,0.1627500057220459,0.08281199634075165,0.09355700016021729,723789,0.0,0.0
2025-05-21 00:00:00+00:00,0.09355700016021729,0.09509799629449844,0.029958000406622887,0.037289999425411224,834156,0.0,0.0
2025-05-22 00:00:00+00:00,0.037289999425411224,0.04030400142073631,0.01746400073170662,0.020664000883698463,487157,0.0,0.0
2025-05-23 00:00:00+00:00,0.020664000883698463,0.020665999501943588,0.007706999778747559,0.007714000064879656,101729,0.0,0.0
2025-05-24 00:00:00+00:00,0.007714000064879656,0.010497000068426132,0.007594999857246876,0.010476999916136265,9671,0.0,0.0
2025-05-25 00:00:00+00:00,0.010476999916136265,0.016961999237537384,0.010002000257372856,0.015607000328600407,21519,0.0,0.0
2025-05-26 00:00:00+00:00,0.015607000328600407,0.019547000527381897,0.015312000177800655,0.01764100044965744,48238,0.0,0.0
2025-05-27 00:00:00+00:00,0.01764100044965744,0.017667999491095543,0.016409000381827354,0.016409000381827354,13252,0.0,0.0
2025-05-28 00:00:00+00:00,0.016409000381827354,0.01641100086271763,0.012450999580323696,0.013929000124335289,0,0.0,0.0
2025-05-29 00:00:00+00:00,0.013929000124335289,0.015661999583244324,0.013929000124335289,0.014244000427424908,0,0.0,0.0
2025-05-30 00:00:00+00:00,0.014244000427424908,0.014433000236749649,0.011649000458419323,0.011649999767541885,0,0.0,0.0
2025-05-31 00:00:00+00:00,0.011649999767541885,0.015951000154018402,0.011649999767541885,0.015951000154018402,0,0.0,0.0
2025-06-01 00:00:00+00:00,0.01595113053917885,0.01595436781644821,0.014639794826507568,0.015549521893262863,3019,0.0,0.0
