TIMESTAMP,SAFE21288_OPEN_PRICE_USD,SAFE21288_HIGH_PRICE_USD,SAFE21288_LOW_PRICE_USD,SAFE21288_CLOSE_PRICE_USD,SAFE21288_VOLUME_USD,SAFE21288_DIVIDENDS_USD,SAFE21288_STOCK_SPLITS_USD
2022-08-09 00:00:00+00:00,16.154556274414062,16.43812370300293,15.344964981079102,15.918478965759277,17,0.0,0.0
2022-08-10 00:00:00+00:00,15.918240547180176,15.959628105163574,12.39566421508789,13.061610221862793,231,0.0,0.0
2022-08-11 00:00:00+00:00,13.061588287353516,13.987433433532715,12.625580787658691,13.669075012207031,157077,0.0,0.0
2022-08-12 00:00:00+00:00,13.669013023376465,13.669013023376465,12.470020294189453,12.990923881530762,108556,0.0,0.0
2022-08-13 00:00:00+00:00,12.991045951843262,13.00306510925293,11.804882049560547,12.366162300109863,124733,0.0,0.0
2022-08-14 00:00:00+00:00,12.366056442260742,13.030949592590332,12.324140548706055,13.02812671661377,57833,0.0,0.0
2022-08-15 00:00:00+00:00,13.02799129486084,13.107487678527832,12.331249237060547,12.548168182373047,109176,0.0,0.0
2022-08-16 00:00:00+00:00,12.548107147216797,12.830168724060059,12.359785079956055,12.696562767028809,79142,0.0,0.0
2022-08-17 00:00:00+00:00,12.696694374084473,12.696785926818848,11.954872131347656,12.497718811035156,132463,0.0,0.0
2022-08-18 00:00:00+00:00,12.497711181640625,12.72973918914795,12.396878242492676,12.504203796386719,55779,0.0,0.0
2022-08-19 00:00:00+00:00,12.533745765686035,12.738327980041504,11.54129409790039,11.978924751281738,560582,0.0,0.0
2022-08-20 00:00:00+00:00,11.978841781616211,12.580756187438965,10.658140182495117,11.060836791992188,269205,0.0,0.0
2022-08-21 00:00:00+00:00,11.060839653015137,11.54781723022461,10.656100273132324,11.262751579284668,120199,0.0,0.0
2022-08-22 00:00:00+00:00,11.262808799743652,12.625300407409668,11.262377738952637,11.974893569946289,252095,0.0,0.0
2022-08-23 00:00:00+00:00,11.974881172180176,12.055764198303223,11.365765571594238,11.583717346191406,73122,0.0,0.0
2022-08-24 00:00:00+00:00,11.583806991577148,12.317572593688965,11.436508178710938,11.83612060546875,170266,0.0,0.0
2022-08-25 00:00:00+00:00,11.836065292358398,11.91641616821289,11.421958923339844,11.51617431640625,93657,0.0,0.0
2022-08-26 00:00:00+00:00,11.516152381896973,12.654410362243652,11.502541542053223,12.123236656188965,360121,0.0,0.0
2022-08-27 00:00:00+00:00,12.099379539489746,12.640571594238281,11.79653263092041,12.061776161193848,131299,0.0,0.0
2022-08-28 00:00:00+00:00,12.061722755432129,12.4122314453125,12.02090835571289,12.125407218933105,83847,0.0,0.0
2022-08-29 00:00:00+00:00,12.12568187713623,12.40390396118164,11.724213600158691,11.725062370300293,130066,0.0,0.0
2022-08-30 00:00:00+00:00,11.725137710571289,11.747369766235352,11.445000648498535,11.590210914611816,61593,0.0,0.0
2022-08-31 00:00:00+00:00,11.590323448181152,12.285286903381348,11.087972640991211,11.635494232177734,318559,0.0,0.0
2022-09-01 00:00:00+00:00,11.66723346710205,12.016580581665039,11.535368919372559,11.823434829711914,99227,0.0,0.0
2022-09-02 00:00:00+00:00,11.823265075683594,11.833795547485352,11.276814460754395,11.388043403625488,72470,0.0,0.0
2022-09-03 00:00:00+00:00,11.388047218322754,11.646923065185547,11.277908325195312,11.425957679748535,79606,0.0,0.0
2022-09-04 00:00:00+00:00,11.425982475280762,11.444714546203613,11.068488121032715,11.133113861083984,40049,0.0,0.0
2022-09-05 00:00:00+00:00,11.13310718536377,11.204635620117188,10.356237411499023,10.416865348815918,90130,0.0,0.0
2022-09-06 00:00:00+00:00,10.416741371154785,10.58378791809082,9.931096076965332,10.139829635620117,91372,0.0,0.0
2022-09-07 00:00:00+00:00,10.139439582824707,10.375794410705566,8.621405601501465,9.095643043518066,327000,0.0,0.0
2022-09-08 00:00:00+00:00,9.095528602600098,9.446549415588379,8.862163543701172,9.009693145751953,151578,0.0,0.0
2022-09-09 00:00:00+00:00,8.892815589904785,9.002972602844238,8.438138961791992,8.438375473022461,219643,0.0,0.0
2022-09-10 00:00:00+00:00,8.438370704650879,8.442808151245117,7.075099945068359,7.3106231689453125,353313,0.0,0.0
2022-09-11 00:00:00+00:00,7.310606956481934,8.545504570007324,7.22805118560791,8.469008445739746,305435,0.0,0.0
2022-09-12 00:00:00+00:00,8.469047546386719,9.506050109863281,8.468676567077637,9.345973014831543,265438,0.0,0.0
2022-09-13 00:00:00+00:00,9.345565795898438,10.38097095489502,9.297677993774414,9.93522834777832,209535,0.0,0.0
2022-09-14 00:00:00+00:00,10.097838401794434,10.119500160217285,9.264615058898926,9.868185997009277,293601,0.0,0.0
2022-09-15 00:00:00+00:00,9.841930389404297,9.842577934265137,9.392374992370605,9.680299758911133,70090,0.0,0.0
2022-09-16 00:00:00+00:00,9.680235862731934,9.715070724487305,9.112181663513184,9.53502368927002,130329,0.0,0.0
2022-09-17 00:00:00+00:00,9.535025596618652,9.767773628234863,9.10919189453125,9.528779029846191,224738,0.0,0.0
