TIMESTAMP,PINETWORKDEFI_OPEN_PRICE_USD,PINETWORKDEFI_HIGH_PRICE_USD,PINETWORKDEFI_LOW_PRICE_USD,PINETWORKDEFI_CLOSE_PRICE_USD,PINETWORKDEFI_VOLUME_USD,PINETWORKDEFI_DIVIDENDS_USD,PINETWORKDEFI_STOCK_SPLITS_USD
2022-04-15 00:00:00+00:00,0.00021399999968707561,0.0002500000118743628,0.0001720000000204891,0.0001849999971454963,720261,0.0,0.0
2022-04-16 00:00:00+00:00,0.0001849999971454963,0.00022000000171829015,0.00011700000322889537,0.00013299999409355223,576171,0.0,0.0
2022-04-17 00:00:00+00:00,0.00013299999409355223,0.00014099999680183828,0.00012199999764561653,0.0001230000052601099,434770,0.0,0.0
2022-04-18 00:00:00+00:00,0.0001230000052601099,0.00014699999883305281,0.00011300000187475234,0.00014000000373926014,149157,0.0,0.0
2022-04-19 00:00:00+00:00,0.00014000000373926014,0.00014400000509340316,0.00011300000187475234,0.00011800000356743112,143642,0.0,0.0
2022-04-20 00:00:00+00:00,0.00011800000356743112,0.00014099999680183828,0.00011800000356743112,0.00012799999967683107,122956,0.0,0.0
2022-04-21 00:00:00+00:00,0.00012799999967683107,0.00015500000154133886,0.00012399999832268804,0.00014600000577047467,118054,0.0,0.0
2022-04-22 00:00:00+00:00,0.00014600000577047467,0.00023700000019744039,0.00014099999680183828,0.00018600000475998968,242948,0.0,0.0
2022-04-23 00:00:00+00:00,0.00018600000475998968,0.00018699999782256782,0.00014800000644754618,0.00014800000644754618,262454,0.0,0.0
2022-04-24 00:00:00+00:00,0.00014800000644754618,0.00016199999663513154,0.0001449999981559813,0.00015199999324977398,125055,0.0,0.0
2022-04-25 00:00:00+00:00,0.00015199999324977398,0.00015199999324977398,0.0001429999974789098,0.00014600000577047467,75044,0.0,0.0
2022-04-26 00:00:00+00:00,0.00014600000577047467,0.00017499999376013875,0.00013600000238511711,0.00015999999595806003,120434,0.0,0.0
2022-04-27 00:00:00+00:00,0.00015999999595806003,0.0001610000035725534,0.00013699999544769526,0.00013800000306218863,123775,0.0,0.0
2022-04-28 00:00:00+00:00,0.00013800000306218863,0.00015999999595806003,0.00011999999696854502,0.00013499999477062374,347122,0.0,0.0
2022-04-29 00:00:00+00:00,0.00013499999477062374,0.00013600000238511711,0.00010800000018207356,0.00011200000153621659,355039,0.0,0.0
2022-04-30 00:00:00+00:00,0.00011200000153621659,0.00011800000356743112,8.299999899463728e-05,0.00010699999984353781,188357,0.0,0.0
2022-05-01 00:00:00+00:00,0.00010699999984353781,0.00011100000119768083,0.00010099999781232327,0.00010299999848939478,159314,0.0,0.0
2022-05-02 00:00:00+00:00,0.00010299999848939478,0.00011500000255182385,5.700000110664405e-05,5.900000178371556e-05,144731,0.0,0.0
2022-05-03 00:00:00+00:00,5.900000178371556e-05,9.000000136438757e-05,5.6000000768108293e-05,8.800000068731606e-05,194047,0.0,0.0
2022-05-04 00:00:00+00:00,8.800000068731606e-05,0.00010900000052060932,8.800000068731606e-05,9.699999645818025e-05,132471,0.0,0.0
