TIMESTAMP,AAZ_OPEN_PRICE_USD,AAZ_HIGH_PRICE_USD,AAZ_LOW_PRICE_USD,AAZ_CLOSE_PRICE_USD,AAZ_VOLUME_USD,AAZ_DIVIDENDS_USD,AAZ_STOCK_SPLITS_USD
2024-04-01 00:00:00+00:00,8333.412109375,37293.0234375,1732.4044189453125,1776.0657958984375,57139,0.0,0.0
2024-04-02 00:00:00+00:00,1776.0657958984375,1894.8798828125,1554.557861328125,1567.2659912109375,2686,0.0,0.0
2024-04-03 00:00:00+00:00,1567.2659912109375,1681.6573486328125,1492.0107421875,1681.6573486328125,110,0.0,0.0
2024-04-04 00:00:00+00:00,1681.6573486328125,1729.55126953125,970.4671630859375,990.8721313476562,359,0.0,0.0
2024-04-05 00:00:00+00:00,990.8721313476562,1020.3958740234375,990.70458984375,1015.5180053710938,19,0.0,0.0
2024-04-06 00:00:00+00:00,1015.5180053710938,1027.4249267578125,1015.5180053710938,1026.1146240234375,2,0.0,0.0
2024-04-07 00:00:00+00:00,1026.1146240234375,1027.4249267578125,1026.1146240234375,1027.4249267578125,0,0.0,0.0
2024-04-08 00:00:00+00:00,1027.4249267578125,1027.4249267578125,990.7125854492188,990.7125854492188,37,0.0,0.0
2024-04-09 00:00:00+00:00,990.7125854492188,1027.4249267578125,990.7125854492188,1027.4249267578125,0,0.0,0.0
2024-04-10 00:00:00+00:00,1027.4249267578125,1027.4249267578125,1026.84228515625,1026.84228515625,0,0.0,0.0
2024-04-11 00:00:00+00:00,1026.84228515625,1027.4249267578125,1026.84228515625,1027.4249267578125,0,0.0,0.0
2024-04-12 00:00:00+00:00,1027.4249267578125,1027.4249267578125,825.1856689453125,831.3224487304688,24,0.0,0.0
2024-04-13 00:00:00+00:00,831.3224487304688,831.3224487304688,831.3224487304688,831.3224487304688,0,0.0,0.0
2024-04-14 00:00:00+00:00,831.3224487304688,831.3224487304688,831.3224487304688,831.3224487304688,0,0.0,0.0
2024-04-15 00:00:00+00:00,831.3224487304688,831.3224487304688,831.3224487304688,831.3224487304688,0,0.0,0.0
2024-04-16 00:00:00+00:00,831.3224487304688,831.3224487304688,831.3224487304688,831.3224487304688,0,0.0,0.0
2024-04-17 00:00:00+00:00,831.3224487304688,831.3224487304688,831.3224487304688,831.3224487304688,0,0.0,0.0
2024-04-18 00:00:00+00:00,831.3224487304688,1202.471435546875,831.3224487304688,1202.471435546875,179,0.0,0.0
2024-04-19 00:00:00+00:00,1202.471435546875,1222.037109375,1202.471435546875,1222.037109375,4,0.0,0.0
2024-04-20 00:00:00+00:00,1222.037109375,1222.037109375,1173.2294921875,1173.2294921875,4,0.0,0.0
2024-04-21 00:00:00+00:00,1173.2294921875,1173.2294921875,1173.2294921875,1173.2294921875,0,0.0,0.0
2024-04-22 00:00:00+00:00,1173.2294921875,1173.2294921875,1165.3583984375,1165.3583984375,3,0.0,0.0
2024-04-23 00:00:00+00:00,1165.3583984375,3039.74658203125,1165.3583984375,2839.06298828125,743,0.0,0.0
2024-04-24 00:00:00+00:00,2619.206298828125,7433.14599609375,2514.21142578125,5760.474609375,1668,0.0,0.0
2024-04-25 00:00:00+00:00,5760.474609375,9201.61328125,5760.474609375,6394.6201171875,1282,0.0,0.0
2024-04-26 00:00:00+00:00,6394.6201171875,6394.6201171875,4827.71826171875,5784.47607421875,1135,0.0,0.0
2024-04-27 00:00:00+00:00,5784.47607421875,19924.7265625,5784.47607421875,19518.65234375,2374,0.0,0.0
2024-04-28 00:00:00+00:00,19518.65234375,19518.65234375,4877.2197265625,4877.2197265625,470,0.0,0.0
2024-04-29 00:00:00+00:00,4877.2197265625,4877.2197265625,3911.025634765625,4414.64599609375,509,0.0,0.0
2024-04-30 00:00:00+00:00,4414.64599609375,4414.64599609375,2634.839599609375,2728.764892578125,452,0.0,0.0
2024-05-01 00:00:00+00:00,2728.764892578125,2728.764892578125,2622.615478515625,2622.615478515625,1,0.0,0.0
2024-05-02 00:00:00+00:00,2622.615478515625,2769.26611328125,2622.615478515625,2769.26611328125,15,0.0,0.0
2024-05-03 00:00:00+00:00,2769.26611328125,2922.80712890625,2769.26611328125,2823.07568359375,53,0.0,0.0
2024-05-04 00:00:00+00:00,2823.07568359375,2823.07568359375,2823.07568359375,2823.07568359375,0,0.0,0.0
2024-05-05 00:00:00+00:00,2823.07568359375,4191.50341796875,2823.07568359375,3468.185302734375,366,0.0,0.0
2024-05-06 00:00:00+00:00,3468.185302734375,3468.185302734375,2666.139892578125,2666.139892578125,8,0.0,0.0
2024-05-07 00:00:00+00:00,2666.139892578125,2666.139892578125,2491.516357421875,2491.516357421875,101,0.0,0.0
2024-05-08 00:00:00+00:00,2491.516357421875,2491.516357421875,2206.35107421875,2206.35107421875,86,0.0,0.0
2024-05-09 00:00:00+00:00,2206.35107421875,2206.35107421875,2206.35107421875,2206.35107421875,0,0.0,0.0
2024-05-10 00:00:00+00:00,2206.35107421875,2206.35107421875,1969.712890625,1969.712890625,78,0.0,0.0
2024-05-11 00:00:00+00:00,1969.712890625,1969.712890625,1969.712890625,1969.712890625,0,0.0,0.0
2024-05-12 00:00:00+00:00,1969.712890625,1969.712890625,1950.019287109375,1950.019287109375,5,0.0,0.0
2024-05-13 00:00:00+00:00,1950.019287109375,1950.019287109375,1699.76123046875,1699.76123046875,132,0.0,0.0
2024-05-14 00:00:00+00:00,1699.76123046875,1699.76123046875,1699.76123046875,1699.76123046875,0,0.0,0.0
2024-05-15 00:00:00+00:00,1699.76123046875,1699.76123046875,1232.988037109375,1232.988037109375,165,0.0,0.0
2024-05-16 00:00:00+00:00,1232.988037109375,1270.8905029296875,1232.988037109375,1270.8905029296875,2,0.0,0.0
2024-05-17 00:00:00+00:00,1270.8905029296875,1270.8905029296875,1270.8905029296875,1270.8905029296875,0,0.0,0.0
2024-05-18 00:00:00+00:00,1270.8905029296875,1270.8905029296875,1160.4007568359375,1160.4007568359375,57,0.0,0.0
2024-05-19 00:00:00+00:00,1160.4007568359375,1160.4007568359375,1160.4007568359375,1160.4007568359375,0,0.0,0.0
2024-05-20 00:00:00+00:00,1160.4007568359375,1160.4007568359375,1046.9034423828125,1046.9034423828125,52,0.0,0.0
2024-05-21 00:00:00+00:00,1046.9034423828125,1046.9034423828125,1046.9034423828125,1046.9034423828125,0,0.0,0.0
2024-05-22 00:00:00+00:00,1046.9034423828125,1046.9034423828125,901.2691650390625,901.2691650390625,50,0.0,0.0
2024-05-23 00:00:00+00:00,901.2691650390625,973.5057983398438,901.2691650390625,920.0415649414062,95,0.0,0.0
2024-05-24 00:00:00+00:00,920.0415649414062,920.0415649414062,736.593017578125,736.593017578125,91,0.0,0.0
2024-05-25 00:00:00+00:00,736.593017578125,763.7434692382812,736.593017578125,763.7434692382812,28,0.0,0.0
2024-05-26 00:00:00+00:00,763.7434692382812,763.7434692382812,644.7403564453125,644.7403564453125,67,0.0,0.0
2024-05-27 00:00:00+00:00,644.7403564453125,644.7403564453125,644.7403564453125,644.7403564453125,0,0.0,0.0
2024-05-28 00:00:00+00:00,644.7403564453125,644.7403564453125,644.7403564453125,644.7403564453125,0,0.0,0.0
2024-05-29 00:00:00+00:00,644.7403564453125,644.7403564453125,620.43212890625,620.43212890625,30,0.0,0.0
2024-05-30 00:00:00+00:00,620.43212890625,632.565673828125,562.77587890625,562.77587890625,73,0.0,0.0
2024-05-31 00:00:00+00:00,562.77587890625,562.77587890625,562.77587890625,562.77587890625,0,0.0,0.0
2024-06-01 00:00:00+00:00,562.77587890625,562.77587890625,537.9076538085938,537.9076538085938,23,0.0,0.0
2024-06-02 00:00:00+00:00,537.9076538085938,537.9076538085938,431.9648742675781,431.9648742675781,93,0.0,0.0
