,MSE,MAE,RMSE,MAPE,R2
0,0.0027564991988744997,0.040691882035997134,0.05250176597801726,0.05423967296506296,0.8505981695186727
1,0.000653526730453,0.018736234242428967,0.0255636275435816,0.0293865963391714,0.7780374494447747
2,0.005584572191703066,0.05863162154023357,0.0747299644864942,0.05490801782370656,0.8590848277030615
3,0.004785284306518999,0.0444691350703769,0.06917556863296827,0.041478918048858934,0.7236623694576031
4,0.0016969116568291002,0.028994800004651367,0.0411935284997308,0.02680707075500807,-0.2698307592826392
5,0.001875049947282133,0.03545948797225947,0.043301511802039894,0.03216378396473963,0.7801058363979148
6,0.0015314292350115,0.03053465971075073,0.03913312718868047,0.035527183626785135,0.585208897585367
7,0.0005973536583532335,0.018559435655737366,0.024438879023050735,0.026318390556406463,0.9141566015192227
8,0.0024534571411871666,0.03913093906697767,0.049532353953115664,0.05093049721641187,0.587740598019555
9,0.0006580754709121333,0.019545642317495036,0.02565243551744717,0.024995134740719068,0.6719542700522582
10,0.0006970345192274333,0.020624772489335766,0.026398926084391067,0.02836087058339003,0.8317207453305899
11,0.0009113531315535999,0.022208067939614665,0.03018861892810287,0.0476708783014726,0.8736749929300309
Mean,0.002016712265658822,0.03146555650382155,0.04181752563646834,0.037732251243477725,0.6821761665563676
