TIMESTAMP,BTC_OPEN_PRICE_USD,BTC_HIGH_PRICE_USD,BTC_LOW_PRICE_USD,BTC_CLOSE_PRICE_USD
2017-06-01,2303.3,2460.8,2303.3,2412.6
2017-06-02,2412.6,2494.0,2385.6,2492.6
2017-06-03,2492.6,2582.8,2449.9,2545.4
2017-06-04,2545.4,2559.8,2478.2,2524.1
2017-06-05,2524.1,2705.4,2523.9,2705.0
2017-06-06,2705.0,2931.2,2699.7,2870.5
2017-06-07,2870.5,2880.9,2626.6,2691.5
2017-06-08,2691.5,2808.4,2623.6,2798.8
2017-06-09,2798.8,2852.1,2786.1,2811.4
2017-06-10,2811.4,2914.2,2807.4,2900.3
2017-06-11,2900.3,2977.9,2867.3,2973.4
2017-06-12,2973.4,2985.1,2483.6,2656.8
2017-06-13,2656.8,2784.8,2647.4,2713.0
2017-06-14,2713.0,2803.7,2349.0,2467.3
2017-06-15,2467.3,2521.6,2125.6,2442.5
2017-06-16,2442.5,2536.4,2335.3,2508.6
2017-06-17,2508.6,2690.7,2454.8,2655.1
2017-06-18,2655.1,2676.0,2488.6,2539.6
2017-06-19,2539.6,2617.8,2518.8,2616.8
2017-06-20,2616.8,2800.5,2614.0,2754.4
2017-06-21,2754.4,2804.4,2624.4,2677.6
2017-06-22,2677.6,2757.3,2623.2,2722.8
2017-06-23,2722.8,2759.7,2699.5,2710.4
2017-06-24,2710.4,2741.6,2540.4,2590.1
2017-06-25,2590.1,2660.7,2472.4,2541.6
2017-06-26,2541.6,2584.8,2327.3,2446.1
2017-06-27,2446.1,2585.1,2309.6,2583.8
2017-06-28,2583.8,2616.9,2490.1,2577.7
2017-06-29,2577.7,2605.9,2526.5,2558.4
2017-06-30,2558.4,2576.3,2469.5,2480.6
2017-07-01,2480.6,2529.6,2387.5,2424.6
2017-07-02,2424.6,2555.3,2375.9,2536.5
2017-07-03,2536.5,2617.5,2506.3,2572.5
2017-07-04,2572.5,2658.7,2570.0,2617.3
2017-07-05,2617.3,2642.7,2562.0,2627.9
2017-07-06,2627.9,2634.8,2581.8,2614.2
2017-07-07,2614.2,2617.5,2484.7,2513.9
2017-07-08,2513.9,2568.7,2480.6,2564.9
2017-07-09,2564.9,2576.7,2509.6,2511.4
2017-07-10,2511.4,2530.3,2271.8,2344.0
2017-07-11,2344.0,2412.8,2265.5,2324.3
2017-07-12,2324.3,2424.8,2262.1,2403.1
2017-07-13,2403.1,2436.7,2335.0,2362.4
2017-07-14,2362.4,2370.5,2165.4,2234.2
2017-07-15,2234.2,2237.1,1974.0,1975.1
2017-07-16,1975.1,2044.4,1809.0,1914.1
2017-07-17,1914.1,2233.8,1913.8,2233.4
2017-07-18,2233.4,2400.7,2164.6,2320.2
2017-07-19,2320.2,2412.4,2243.1,2282.6
2017-07-20,2282.6,2932.8,2282.1,2866.0
2017-07-21,2866.0,2874.0,2622.5,2675.1
2017-07-22,2675.1,2876.7,2658.6,2836.5
2017-07-23,2836.5,2856.7,2675.6,2756.6
