TIMESTAMP,FUSE_OPEN_PRICE_USD,FUSE_HIGH_PRICE_USD,FUSE_LOW_PRICE_USD,FUSE_CLOSE_PRICE_USD,FUSE_VOLUME_USD,FUSE_DIVIDENDS_USD,FUSE_STOCK_SPLITS_USD
2021-02-01 00:00:00+00:00,0.06315699964761734,0.09013000130653381,0.0628959983587265,0.08437599986791611,1245344,0.0,0.0
2021-02-02 00:00:00+00:00,0.08442100137472153,0.10641500353813171,0.07520200312137604,0.09933900088071823,1385821,0.0,0.0
2021-02-03 00:00:00+00:00,0.09928599745035172,0.11976200342178345,0.09515400230884552,0.11965999752283096,1804832,0.0,0.0
2021-02-04 00:00:00+00:00,0.11967600136995316,0.13141100108623505,0.11544500291347504,0.12231700122356415,1715367,0.0,0.0
2021-02-05 00:00:00+00:00,0.12231200188398361,0.12447100132703781,0.07686900347471237,0.10807999968528748,1834394,0.0,0.0
2021-02-06 00:00:00+00:00,0.10813199728727341,0.11521100252866745,0.10065899789333344,0.10175199806690216,1438899,0.0,0.0
2021-02-07 00:00:00+00:00,0.10174000263214111,0.10242000222206116,0.0859379991889,0.09426800161600113,1242861,0.0,0.0
2021-02-08 00:00:00+00:00,0.09427999705076218,0.10395299643278122,0.08866699784994125,0.09262499958276749,1256119,0.0,0.0
2021-02-09 00:00:00+00:00,0.0926010012626648,0.09341699630022049,0.07834400236606598,0.09085900336503983,1220521,0.0,0.0
2021-02-10 00:00:00+00:00,0.0908610001206398,0.09525000303983688,0.07609499990940094,0.09095899760723114,1201386,0.0,0.0
2021-02-11 00:00:00+00:00,0.09103500097990036,0.1418900042772293,0.08874800056219101,0.1309940069913864,2018358,0.0,0.0
2021-02-12 00:00:00+00:00,0.13114899396896362,0.14898799359798431,0.10429800301790237,0.14724500477313995,2141766,0.0,0.0
2021-02-13 00:00:00+00:00,0.1472419947385788,0.1503710001707077,0.12613099813461304,0.1347689926624298,1876401,0.0,0.0
2021-02-14 00:00:00+00:00,0.13475699722766876,0.2323179990053177,0.13405999541282654,0.21284499764442444,3613226,0.0,0.0
