TIMESTAMP,SHINO_OPEN_PRICE_USD,SHINO_HIGH_PRICE_USD,SHINO_LOW_PRICE_USD,SHINO_CLOSE_PRICE_USD,SHINO_VOLUME_USD,SHINO_DIVIDENDS_USD,SHINO_STOCK_SPLITS_USD
2022-05-26 00:00:00+00:00,9.500000305706635e-05,0.0001049999991664663,8.199999865610152e-05,8.70000003487803e-05,317965,0.0,0.0
2022-05-27 00:00:00+00:00,8.70000003487803e-05,8.70000003487803e-05,2.9999999242136255e-05,3.7000001611886546e-05,660506,0.0,0.0
2022-05-28 00:00:00+00:00,3.9999998989515007e-05,7.200000254670158e-05,3.7000001611886546e-05,7.100000220816582e-05,524516,0.0,0.0
2022-05-29 00:00:00+00:00,7.100000220816582e-05,7.300000288523734e-05,5.2999999752501026e-05,5.999999848427251e-05,324097,0.0,0.0
2022-05-30 00:00:00+00:00,5.999999848427251e-05,6.199999916134402e-05,5.199999941396527e-05,5.400000009103678e-05,229735,0.0,0.0
2022-05-31 00:00:00+00:00,5.400000009103678e-05,5.6000000768108293e-05,4.8999998398358e-05,4.999999873689376e-05,102660,0.0,0.0
2022-06-01 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.099999932805076e-05,4.199999966658652e-05,83099,0.0,0.0
2022-06-02 00:00:00+00:00,4.199999966658652e-05,4.8999998398358e-05,4.099999932805076e-05,4.8999998398358e-05,141453,0.0,0.0
2022-06-03 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.199999966658652e-05,4.3000000005122274e-05,134626,0.0,0.0
2022-06-04 00:00:00+00:00,4.3000000005122274e-05,4.3000000005122274e-05,4.199999966658652e-05,4.3000000005122274e-05,48344,0.0,0.0
2022-06-05 00:00:00+00:00,4.3000000005122274e-05,4.3000000005122274e-05,3.899999865097925e-05,3.9999998989515007e-05,24734,0.0,0.0
2022-06-06 00:00:00+00:00,3.9999998989515007e-05,4.3000000005122274e-05,3.9999998989515007e-05,4.199999966658652e-05,59400,0.0,0.0
2022-06-07 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.899999865097925e-05,4.099999932805076e-05,35241,0.0,0.0
2022-06-08 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.300000025774352e-05,3.300000025774352e-05,36894,0.0,0.0
2022-06-09 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.300000025774352e-05,3.300000025774352e-05,34447,0.0,0.0
2022-06-10 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.199999991920777e-05,3.199999991920777e-05,6892,0.0,0.0
2022-06-11 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,2.9999999242136255e-05,2.9999999242136255e-05,5523,0.0,0.0
2022-06-12 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.9000000722589903e-05,9461,0.0,0.0
