TIMESTAMP,DANNY_OPEN_PRICE_USD,DANNY_HIGH_PRICE_USD,DANNY_LOW_PRICE_USD,DANNY_CLOSE_PRICE_USD,DANNY_VOLUME_USD,DANNY_DIVIDENDS_USD,DANNY_STOCK_SPLITS_USD
2024-11-13 00:00:00+00:00,0.0016690000193193555,0.0018360000103712082,0.0015559999737888575,0.0018319999799132347,67467,0.0,0.0
2024-11-14 00:00:00+00:00,0.0018319999799132347,0.0022440000902861357,0.0017470000311732292,0.0019529999699443579,162954,0.0,0.0
2024-11-15 00:00:00+00:00,0.0019529999699443579,0.002085000043734908,0.0017930000321939588,0.0019549999851733446,51243,0.0,0.0
2024-11-16 00:00:00+00:00,0.00204299995675683,0.00204299995675683,0.0016720000421628356,0.001740999985486269,39121,0.0,0.0
2024-11-17 00:00:00+00:00,0.001740999985486269,0.001959000015631318,0.0014019999653100967,0.0016349999932572246,83179,0.0,0.0
2024-11-18 00:00:00+00:00,0.0016349999932572246,0.0017419999931007624,0.001297999988310039,0.0013559999642893672,120537,0.0,0.0
2024-11-19 00:00:00+00:00,0.0013589999871328473,0.0015119999879971147,0.0009929999941959977,0.0011919999960809946,250957,0.0,0.0
2024-11-20 00:00:00+00:00,0.0011919999960809946,0.001344999996945262,0.0011729999678209424,0.001231999951414764,125738,0.0,0.0
2024-11-21 00:00:00+00:00,0.001231999951414764,0.0012649999698624015,0.0009820000268518925,0.00113800005055964,38348,0.0,0.0
2024-11-22 00:00:00+00:00,0.00113800005055964,0.0012290000449866056,0.0008219999726861715,0.0008249999955296516,56411,0.0,0.0
2024-11-23 00:00:00+00:00,0.0008249999955296516,0.0010000000474974513,0.0008019999950192869,0.0009590000263415277,45542,0.0,0.0
2024-11-24 00:00:00+00:00,0.0009590000263415277,0.0010219999821856618,0.000770999991800636,0.0009130000253207982,34457,0.0,0.0
2024-11-25 00:00:00+00:00,0.0009130000253207982,0.0009840000420808792,0.0007469999836757779,0.0007769999792799354,39866,0.0,0.0
2024-11-26 00:00:00+00:00,0.0007769999792799354,0.0007910000276751816,0.0005879999953322113,0.0006730000022798777,39309,0.0,0.0
2024-11-27 00:00:00+00:00,0.0006730000022798777,0.0007999999797903001,0.000615999975707382,0.0007619999814778566,45105,0.0,0.0
2024-11-28 00:00:00+00:00,0.0007619999814778566,0.0008440000237897038,0.0007600000244565308,0.0007869999972172081,16534,0.0,0.0
2024-11-29 00:00:00+00:00,0.0007869999972172081,0.0007939999923110008,0.0006350000039674342,0.000653000024612993,31226,0.0,0.0
2024-11-30 00:00:00+00:00,0.000653000024612993,0.0007890000124461949,0.000653000024612993,0.000754999986384064,26702,0.0,0.0
2024-12-01 00:00:00+00:00,0.000754999986384064,0.0007680000271648169,0.000699999975040555,0.0007389999809674919,11130,0.0,0.0
2024-12-02 00:00:00+00:00,0.0007389999809674919,0.0007399999885819852,0.000653000024612993,0.0006600000197067857,10817,0.0,0.0
2024-12-03 00:00:00+00:00,0.0006600000197067857,0.0007239999831654131,0.0006580000044777989,0.0007099999929778278,7322,0.0,0.0
2024-12-04 00:00:00+00:00,0.0007099999929778278,0.0008640000014565885,0.0007099999929778278,0.0007830000249668956,20482,0.0,0.0
2024-12-05 00:00:00+00:00,0.0007830000249668956,0.0008960000122897327,0.0007590000168420374,0.0008559999987483025,10903,0.0,0.0
2024-12-06 00:00:00+00:00,0.0008740000193938613,0.0009260000078938901,0.0008699999889358878,0.0009130000253207982,5357,0.0,0.0
2024-12-07 00:00:00+00:00,0.0009130000253207982,0.000957000011112541,0.0008120000129565597,0.0008120000129565597,12343,0.0,0.0
2024-12-08 00:00:00+00:00,0.0008140000281855464,0.0008140000281855464,0.0007699999841861427,0.0007960000075399876,5810,0.0,0.0
2024-12-09 00:00:00+00:00,0.0007960000075399876,0.0007960000075399876,0.0005159999709576368,0.0005970000056549907,35602,0.0,0.0
2024-12-10 00:00:00+00:00,0.0005970000056549907,0.0006070000235922635,0.0005520000122487545,0.000577000027988106,18595,0.0,0.0
2024-12-11 00:00:00+00:00,0.000577000027988106,0.0006399999838322401,0.0005719999899156392,0.0006140000186860561,4204,0.0,0.0
2024-12-12 00:00:00+00:00,0.0006140000186860561,0.000666000007186085,0.0006000000284984708,0.0006500000017695129,13900,0.0,0.0
2024-12-13 00:00:00+00:00,0.0006500000017695129,0.0006990000256337225,0.0006500000017695129,0.0006990000256337225,5854,0.0,0.0
2024-12-14 00:00:00+00:00,0.0006990000256337225,0.0007169999880716205,0.0006670000148005784,0.0006990000256337225,4275,0.0,0.0
2024-12-15 00:00:00+00:00,0.0006990000256337225,0.0007110000005923212,0.0006779999821446836,0.0006880000000819564,2146,0.0,0.0
2024-12-16 00:00:00+00:00,0.0006880000000819564,0.0007050000131130219,0.0006600000197067857,0.0006730000022798777,1545,0.0,0.0
