TIMESTAMP,K_OPEN_PRICE_USD,K_HIGH_PRICE_USD,K_LOW_PRICE_USD,K_CLOSE_PRICE_USD,K_VOLUME_USD,K_DIVIDENDS_USD,K_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,6.458164215087891,6.784331798553467,3.617130994796753,4.585276126861572,10421062,0.0,0.0
2025-04-02 00:00:00+00:00,4.584661960601807,5.036602020263672,3.360837936401367,3.363790988922119,3313882,0.0,0.0
2025-04-03 00:00:00+00:00,3.363853931427002,3.8585610389709473,2.6579229831695557,3.2712290287017822,2818580,0.0,0.0
2025-04-04 00:00:00+00:00,3.2710139751434326,3.3665199279785156,2.817737102508545,2.9690380096435547,1553445,0.0,0.0
2025-04-05 00:00:00+00:00,2.9690380096435547,3.0007810592651367,2.6952459812164307,2.918631076812744,1093211,0.0,0.0
2025-04-06 00:00:00+00:00,2.9186370372772217,3.140049934387207,2.541930913925171,2.551110029220581,1371658,0.0,0.0
2025-04-07 00:00:00+00:00,2.5512759685516357,3.3456621170043945,2.144134998321533,3.26255202293396,2250433,0.0,0.0
2025-04-08 00:00:00+00:00,3.2627720832824707,4.043434143066406,2.9277639389038086,4.043434143066406,2340126,0.0,0.0
2025-04-09 00:00:00+00:00,4.043434143066406,4.188820838928223,3.221921920776367,4.129367828369141,2437933,0.0,0.0
2025-04-10 00:00:00+00:00,4.1293559074401855,4.1315531730651855,3.302778959274292,3.6324710845947266,1351371,0.0,0.0
2025-04-11 00:00:00+00:00,3.6324710845947266,3.901123046875,3.4237000942230225,3.7307889461517334,1406009,0.0,0.0
2025-04-12 00:00:00+00:00,3.72884202003479,3.940696954727173,3.558537006378174,3.791985034942627,1058909,0.0,0.0
2025-04-13 00:00:00+00:00,3.7919840812683105,3.9243600368499756,3.50581693649292,3.8316140174865723,1466133,0.0,0.0
2025-04-14 00:00:00+00:00,3.8422069549560547,4.338994026184082,3.7802131175994873,4.206861972808838,1366708,0.0,0.0
2025-04-15 00:00:00+00:00,4.208802223205566,4.251345157623291,3.728869915008545,4.052797794342041,1057577,0.0,0.0
2025-04-16 00:00:00+00:00,4.0588059425354,4.356515884399414,3.743165969848633,4.129121780395508,1184728,0.0,0.0
2025-04-17 00:00:00+00:00,4.132650852203369,4.291748046875,3.7913520336151123,4.049097061157227,965122,0.0,0.0
2025-04-18 00:00:00+00:00,4.041834831237793,4.054391860961914,3.4746129512786865,3.7868471145629883,1007909,0.0,0.0
2025-04-19 00:00:00+00:00,3.7836380004882812,3.852418899536133,3.571044921875,3.627187967300415,811861,0.0,0.0
2025-04-20 00:00:00+00:00,3.627187967300415,3.6586170196533203,3.5083560943603516,3.646552085876465,763279,0.0,0.0
2025-04-21 00:00:00+00:00,3.646552085876465,3.75510311126709,3.236816883087158,3.75510311126709,1230581,0.0,0.0
2025-04-22 00:00:00+00:00,3.7508490085601807,3.8572299480438232,3.410578966140747,3.5622079372406006,1307693,0.0,0.0
2025-04-23 00:00:00+00:00,3.5622079372406006,3.7797389030456543,3.3418359756469727,3.6916189193725586,1129754,0.0,0.0
2025-04-24 00:00:00+00:00,3.6919848918914795,3.8822500705718994,3.449467897415161,3.8819799423217773,959968,0.0,0.0
2025-04-25 00:00:00+00:00,3.8819799423217773,4.1423020362854,3.722738027572632,4.142232894897461,1140224,0.0,0.0
2025-04-26 00:00:00+00:00,4.14227294921875,4.169896125793457,3.780261993408203,4.16902494430542,780240,0.0,0.0
2025-04-27 00:00:00+00:00,4.169088840484619,4.652394771575928,4.022539138793945,4.652394771575928,894522,0.0,0.0
2025-04-28 00:00:00+00:00,4.652394771575928,5.517971992492676,4.609381198883057,5.5088348388671875,1304978,0.0,0.0
2025-04-29 00:00:00+00:00,5.5088348388671875,5.532824993133545,5.072425842285156,5.114377975463867,991862,0.0,0.0
2025-04-30 00:00:00+00:00,5.116233825683594,5.339580059051514,4.83093786239624,5.023539066314697,999588,0.0,0.0
2025-05-01 00:00:00+00:00,5.023539066314697,5.641736030578613,5.00114107131958,5.629155158996582,1025436,0.0,0.0
2025-05-02 00:00:00+00:00,5.629549980163574,5.932569980621338,5.390375137329102,5.909173965454102,941380,0.0,0.0
2025-05-03 00:00:00+00:00,5.909173965454102,5.912869930267334,5.505001068115234,5.837461948394775,818684,0.0,0.0
2025-05-04 00:00:00+00:00,5.837461948394775,6.174882888793945,5.7821149826049805,6.161707878112793,868002,0.0,0.0
2025-05-05 00:00:00+00:00,6.161707878112793,6.235264778137207,5.95222806930542,6.2277750968933105,904331,0.0,0.0
2025-05-06 00:00:00+00:00,6.2277750968933105,6.276852130889893,5.8009490966796875,6.2766218185424805,936513,0.0,0.0
2025-05-07 00:00:00+00:00,6.27665901184082,6.4612250328063965,6.177472114562988,6.428514003753662,956994,0.0,0.0
2025-05-08 00:00:00+00:00,6.428492069244385,7.216699123382568,6.38372802734375,7.1482319831848145,1218704,0.0,0.0
2025-05-09 00:00:00+00:00,7.148369789123535,7.220917224884033,6.768815040588379,7.220917224884033,1149735,0.0,0.0
2025-05-10 00:00:00+00:00,7.220917224884033,7.285120964050293,7.03420877456665,7.195683002471924,893312,0.0,0.0
2025-05-11 00:00:00+00:00,7.195683002471924,7.274850845336914,6.949326038360596,7.018338203430176,843233,0.0,0.0
2025-05-12 00:00:00+00:00,7.018344879150391,7.032472133636475,6.229442119598389,6.61745023727417,1182729,0.0,0.0
2025-05-13 00:00:00+00:00,6.617444038391113,6.620584011077881,6.197656154632568,6.5125579833984375,985680,0.0,0.0
2025-05-14 00:00:00+00:00,6.5125579833984375,6.648562908172607,5.5608978271484375,5.670652866363525,972408,0.0,0.0
2025-05-15 00:00:00+00:00,5.670574188232422,5.695466995239258,5.035953044891357,5.140007019042969,928507,0.0,0.0
2025-05-16 00:00:00+00:00,5.140026092529297,5.140026092529297,4.219786167144775,4.221941947937012,979638,0.0,0.0
2025-05-17 00:00:00+00:00,4.2219319343566895,4.707074165344238,4.220983982086182,4.624131202697754,835643,0.0,0.0
2025-05-18 00:00:00+00:00,4.624720096588135,5.079092979431152,4.614051818847656,5.075349807739258,1052907,0.0,0.0
2025-05-19 00:00:00+00:00,5.075346946716309,5.2312750816345215,4.922311782836914,5.228332996368408,1137160,0.0,0.0
2025-05-20 00:00:00+00:00,5.228332996368408,5.67451810836792,4.942637920379639,5.094499111175537,1071159,0.0,0.0
2025-05-21 00:00:00+00:00,5.094499111175537,5.176517009735107,5.057807922363281,5.151395797729492,1372084,0.0,0.0
2025-05-22 00:00:00+00:00,5.151395797729492,5.477810859680176,5.136956214904785,5.236456871032715,1156674,0.0,0.0
2025-05-23 00:00:00+00:00,5.236456871032715,5.253414154052734,4.720236778259277,4.822286128997803,1269907,0.0,0.0
2025-05-24 00:00:00+00:00,4.822286128997803,5.37107515335083,4.791595935821533,5.348211765289307,1132269,0.0,0.0
2025-05-25 00:00:00+00:00,5.348211765289307,5.560530185699463,5.310972213745117,5.5500102043151855,1005340,0.0,0.0
2025-05-26 00:00:00+00:00,5.5500102043151855,5.843556880950928,5.5266008377075195,5.843454837799072,951691,0.0,0.0
2025-05-27 00:00:00+00:00,5.843454837799072,6.030063152313232,5.717988014221191,6.029386043548584,1023581,0.0,0.0
2025-05-28 00:00:00+00:00,6.029386043548584,6.064988136291504,5.740192890167236,5.833355903625488,939130,0.0,0.0
2025-05-29 00:00:00+00:00,5.833355903625488,5.869511127471924,5.391050815582275,5.607284069061279,1003307,0.0,0.0
2025-05-30 00:00:00+00:00,5.607284069061279,5.639368057250977,5.3346428871154785,5.425501823425293,483137,0.0,0.0
2025-05-31 00:00:00+00:00,5.425498008728027,5.445724964141846,5.272311210632324,5.332359790802002,476536,0.0,0.0
2025-06-01 00:00:00+00:00,5.331706523895264,5.35512113571167,5.256378173828125,5.2748260498046875,461912,0.0,0.0
