TIMESTAMP,SAVVA_OPEN_PRICE_USD,SAVVA_HIGH_PRICE_USD,SAVVA_LOW_PRICE_USD,SAVVA_CLOSE_PRICE_USD,Adj Close,SAVVA_VOLUME_USD,SAVVA_DIVIDENDS_USD,SAVVA_STOCK_SPLITS_USD
,0.0031356667168438435,0.003161673666909337,0.003097295295447111,0.0031571995932608843,,91.0,0.0,0.0
