TIMESTAMP,SUIMAN_OPEN_PRICE_USD,SUIMAN_HIGH_PRICE_USD,SUIMAN_LOW_PRICE_USD,SUIMAN_CLOSE_PRICE_USD,SUIMAN_VOLUME_USD,SUIMAN_DIVIDENDS_USD,SUIMAN_STOCK_SPLITS_USD
2024-10-07 00:00:00+00:00,0.0018500000005587935,0.003951000049710274,0.0014560000272467732,0.003234999952837825,9318539,0.0,0.0
2024-10-08 00:00:00+00:00,0.0032679999712854624,0.003800000064074993,0.0016570000443607569,0.0018149999668821692,6454001,0.0,0.0
2024-10-09 00:00:00+00:00,0.001820000004954636,0.002819000044837594,0.0014199999859556556,0.002001000102609396,2570146,0.0,0.0
2024-10-10 00:00:00+00:00,0.002001000102609396,0.004007000010460615,0.0016469999682158232,0.0026710000820457935,4262990,0.0,0.0
2024-10-11 00:00:00+00:00,0.0026680000592023134,0.004362999927252531,0.0026370000559836626,0.004052999895066023,3166115,0.0,0.0
2024-10-12 00:00:00+00:00,0.004052999895066023,0.008926000446081161,0.0038789999671280384,0.007263000123202801,3031069,0.0,0.0
2024-10-13 00:00:00+00:00,0.007263000123202801,0.00796900037676096,0.0042420001700520515,0.006037999875843525,4151328,0.0,0.0
2024-10-14 00:00:00+00:00,0.006039000116288662,0.006591999903321266,0.0036899999249726534,0.006486999802291393,1800631,0.0,0.0
2024-10-15 00:00:00+00:00,0.006486999802291393,0.006486999802291393,0.0034489999525249004,0.0044639999978244305,1311932,0.0,0.0
2024-10-16 00:00:00+00:00,0.0044639999978244305,0.004916999954730272,0.0027890000492334366,0.004273000173270702,1231563,0.0,0.0
2024-10-17 00:00:00+00:00,0.004273000173270702,0.0051819998770952225,0.0031580000650137663,0.0036490000784397125,502816,0.0,0.0
2024-10-18 00:00:00+00:00,0.0036490000784397125,0.003903999924659729,0.003074999898672104,0.0035699999425560236,544453,0.0,0.0
2024-10-19 00:00:00+00:00,0.0035699999425560236,0.0041589997708797455,0.0024530000519007444,0.0028979999478906393,568629,0.0,0.0
2024-10-20 00:00:00+00:00,0.0028979999478906393,0.0031969998963177204,0.0020490000024437904,0.003080999944359064,554762,0.0,0.0
2024-10-21 00:00:00+00:00,0.003080999944359064,0.003601999953389168,0.002174000022932887,0.0022430000826716423,648559,0.0,0.0
2024-10-22 00:00:00+00:00,0.0022770001087337732,0.002428000094369054,0.0011360000353306532,0.0019490000559017062,668311,0.0,0.0
