TIMESTAMP,HEC17462_OPEN_PRICE_USD,HEC17462_HIGH_PRICE_USD,HEC17462_LOW_PRICE_USD,HEC17462_CLOSE_PRICE_USD,HEC17462_VOLUME_USD,HEC17462_DIVIDENDS_USD,HEC17462_STOCK_SPLITS_USD
2022-01-21 00:00:00+00:00,1.829206943511963,2.0290329456329346,1.5083069801330566,1.5808130502700806,8193636,0.0,0.0
2022-01-22 00:00:00+00:00,1.5808130502700806,1.7207850217819214,1.2048150300979614,1.4958770275115967,1769290,0.0,0.0
2022-01-23 00:00:00+00:00,1.4958770275115967,1.8910540342330933,1.4696049690246582,1.653198003768921,5652870,0.0,0.0
2022-01-24 00:00:00+00:00,1.653198003768921,1.653198003768921,1.2704050540924072,1.486886978149414,2531144,0.0,0.0
2022-01-25 00:00:00+00:00,1.486886978149414,1.6324739456176758,1.4088059663772583,1.4445949792861938,2038705,0.0,0.0
2022-01-26 00:00:00+00:00,1.4445949792861938,1.6893179416656494,1.338284969329834,1.4081809520721436,2448615,0.0,0.0
2022-01-27 00:00:00+00:00,1.4081809520721436,1.5425490140914917,1.2894200086593628,1.442600965499878,2036641,0.0,0.0
2022-01-28 00:00:00+00:00,1.442600965499878,1.5668699741363525,1.3653639554977417,1.5668699741363525,1458747,0.0,0.0
2022-01-29 00:00:00+00:00,1.5668699741363525,1.6000510454177856,1.4896320104599,1.5039440393447876,1658905,0.0,0.0
2022-01-30 00:00:00+00:00,1.5039440393447876,1.533851981163025,1.393401026725769,1.4762389659881592,1830420,0.0,0.0
2022-01-31 00:00:00+00:00,1.4762389659881592,1.5381989479064941,1.3871029615402222,1.5245460271835327,1549044,0.0,0.0
2022-02-01 00:00:00+00:00,1.5245460271835327,1.6595380306243896,1.4591020345687866,1.6451799869537354,2461881,0.0,0.0
2022-02-02 00:00:00+00:00,1.6451799869537354,1.7481080293655396,1.4716949462890625,1.5075210332870483,2301114,0.0,0.0
2022-02-03 00:00:00+00:00,1.5075210332870483,1.6190340518951416,1.4368150234222412,1.5369280576705933,1860863,0.0,0.0
2022-02-04 00:00:00+00:00,1.5369280576705933,1.8369829654693604,1.44856595993042,1.8366440534591675,2465690,0.0,0.0
2022-02-05 00:00:00+00:00,1.8366440534591675,1.8860199451446533,1.606261968612671,1.7174659967422485,2031716,0.0,0.0
2022-02-06 00:00:00+00:00,1.7174659967422485,1.7575650215148926,1.5973320007324219,1.6666560173034668,1859833,0.0,0.0
2022-02-07 00:00:00+00:00,1.6666560173034668,1.8917219638824463,1.6437089443206787,1.7518889904022217,1669617,0.0,0.0
2022-02-08 00:00:00+00:00,1.7518889904022217,2.0988690853118896,1.6865479946136475,1.9303779602050781,2644732,0.0,0.0
2022-02-09 00:00:00+00:00,1.9303779602050781,2.819122076034546,1.8481550216674805,2.589771032333374,4840944,0.0,0.0
2022-02-10 00:00:00+00:00,2.589771032333374,3.308816909790039,2.439755916595459,2.810007095336914,4470192,0.0,0.0
2022-02-11 00:00:00+00:00,2.810007095336914,2.936811923980713,2.3493940830230713,2.4159090518951416,3623337,0.0,0.0
2022-02-12 00:00:00+00:00,2.4159090518951416,2.675590991973877,2.3193678855895996,2.474152088165283,3212984,0.0,0.0
2022-02-13 00:00:00+00:00,2.474152088165283,2.476167917251587,1.9696539640426636,2.1687710285186768,3041474,0.0,0.0
2022-02-14 00:00:00+00:00,2.1687710285186768,2.6153318881988525,2.0597360134124756,2.5927529335021973,3892708,0.0,0.0
2022-02-15 00:00:00+00:00,2.5927529335021973,3.073493003845215,2.4630300998687744,3.0572259426116943,3685329,0.0,0.0
