TIMESTAMP,PAWTH_OPEN_PRICE_USD,PAWTH_HIGH_PRICE_USD,PAWTH_LOW_PRICE_USD,PAWTH_CLOSE_PRICE_USD,PAWTH_VOLUME_USD,PAWTH_DIVIDENDS_USD,PAWTH_STOCK_SPLITS_USD
2021-10-22 00:00:00+00:00,0.004515000153332949,0.006597000174224377,0.004503999836742878,0.004891000222414732,219018,0.0,0.0
2021-10-23 00:00:00+00:00,0.004889999981969595,0.005468999966979027,0.0045380000956356525,0.005384999793022871,64274,0.0,0.0
2021-10-24 00:00:00+00:00,0.0053900000639259815,0.005458999890834093,0.004606000147759914,0.004637000150978565,37371,0.0,0.0
2021-10-25 00:00:00+00:00,0.004629999864846468,0.005160000175237656,0.004600000102072954,0.004641999956220388,24116,0.0,0.0
2021-10-26 00:00:00+00:00,0.004650999791920185,0.005022999830543995,0.004430999979376793,0.0044559999369084835,18263,0.0,0.0
2021-10-27 00:00:00+00:00,0.004453000146895647,0.007573999930173159,0.0044120000675320625,0.006322000175714493,230098,0.0,0.0
2021-10-28 00:00:00+00:00,0.0063310000114142895,0.008352999575436115,0.005379999987781048,0.008351000025868416,188150,0.0,0.0
2021-10-29 00:00:00+00:00,0.0083600003272295,0.01895900070667267,0.0083600003272295,0.017830999568104744,698797,0.0,0.0
2021-10-30 00:00:00+00:00,0.017844999209046364,0.04398199915885925,0.01759899966418743,0.03700299933552742,1391004,0.0,0.0
2021-10-31 00:00:00+00:00,0.037144001573324203,0.03819999843835831,0.02332100085914135,0.02332100085914135,550186,0.0,0.0
2021-11-01 00:00:00+00:00,0.023326000198721886,0.03821500018239021,0.02150600031018257,0.038054998964071274,663665,0.0,0.0
2021-11-02 00:00:00+00:00,0.0380919985473156,0.0482029989361763,0.03638700023293495,0.04152100160717964,1087674,0.0,0.0
2021-11-03 00:00:00+00:00,0.041540998965501785,0.050168998539447784,0.03990799933671951,0.0403980016708374,428120,0.0,0.0
2021-11-04 00:00:00+00:00,0.040362998843193054,0.04103900119662285,0.027334000915288925,0.03041199967265129,562684,0.0,0.0
2021-11-05 00:00:00+00:00,0.03037099912762642,0.032368000596761703,0.024481000378727913,0.029701000079512596,337908,0.0,0.0
2021-11-06 00:00:00+00:00,0.0297279991209507,0.032590001821517944,0.028925999999046326,0.032280001789331436,138128,0.0,0.0
2021-11-07 00:00:00+00:00,0.032308999449014664,0.05025999993085861,0.03181999921798706,0.04782399907708168,1005341,0.0,0.0
2021-11-08 00:00:00+00:00,0.04777200147509575,0.054993998259305954,0.04470000043511391,0.0507659986615181,584270,0.0,0.0
2021-11-09 00:00:00+00:00,0.05084900185465813,0.058508001267910004,0.045892998576164246,0.04999300092458725,432324,0.0,0.0
2021-11-10 00:00:00+00:00,0.05000000074505806,0.05668700113892555,0.04502100124955177,0.0457409992814064,433053,0.0,0.0
2021-11-11 00:00:00+00:00,0.04577400162816048,0.05355300009250641,0.04508500173687935,0.05107500031590462,303670,0.0,0.0
2021-11-12 00:00:00+00:00,0.05112399905920029,0.08725900202989578,0.051045000553131104,0.0748870000243187,1816948,0.0,0.0
