TIMESTAMP,OPCAT32252_OPEN_PRICE_USD,OPCAT32252_HIGH_PRICE_USD,OPCAT32252_LOW_PRICE_USD,OPCAT32252_CLOSE_PRICE_USD,OPCAT32252_VOLUME_USD,OPCAT32252_DIVIDENDS_USD,OPCAT32252_STOCK_SPLITS_USD
2024-07-16 00:00:00+00:00,0.00018099999579135329,0.0002099999983329326,7.100000220816582e-05,8.099999831756577e-05,291386,0.0,0.0
2024-07-17 00:00:00+00:00,8.099999831756577e-05,9.500000305706635e-05,2.9000000722589903e-05,3.300000025774352e-05,107779,0.0,0.0
2024-07-18 00:00:00+00:00,3.300000025774352e-05,4.3000000005122274e-05,2.9000000722589903e-05,2.9999999242136255e-05,72845,0.0,0.0
2024-07-19 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.8000000384054147e-05,2.9999999242136255e-05,13287,0.0,0.0
2024-07-20 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.300000051036477e-05,2.300000051036477e-05,3558,0.0,0.0
2024-07-21 00:00:00+00:00,2.300000051036477e-05,5.400000009103678e-05,2.2000000171829015e-05,2.9999999242136255e-05,18604,0.0,0.0
2024-07-22 00:00:00+00:00,2.8000000384054147e-05,3.400000059627928e-05,1.8999999156221747e-05,2.300000051036477e-05,18476,0.0,0.0
2024-07-23 00:00:00+00:00,2.300000051036477e-05,4.999999873689376e-05,2.2000000171829015e-05,3.899999865097925e-05,29024,0.0,0.0
2024-07-24 00:00:00+00:00,3.899999865097925e-05,4.199999966658652e-05,3.099999958067201e-05,4.099999932805076e-05,9010,0.0,0.0
2024-07-25 00:00:00+00:00,4.099999932805076e-05,9.200000204145908e-05,3.400000059627928e-05,7.400000322377309e-05,27171,0.0,0.0
2024-07-26 00:00:00+00:00,7.400000322377309e-05,0.00021600000036414713,6.900000153109431e-05,0.00013499999477062374,118439,0.0,0.0
2024-07-27 00:00:00+00:00,0.00013499999477062374,0.0003330000035930425,0.00013299999409355223,0.00014699999883305281,124360,0.0,0.0
2024-07-28 00:00:00+00:00,0.00014699999883305281,0.0002300000051036477,0.0001230000052601099,0.00015300000086426735,43467,0.0,0.0
2024-07-29 00:00:00+00:00,0.00015300000086426735,0.00018099999579135329,0.0001429999974789098,0.0001500000071246177,147397,0.0,0.0
2024-07-30 00:00:00+00:00,0.0001500000071246177,0.00016700000560376793,0.00010199999815085903,0.0001049999991664663,29037,0.0,0.0
2024-07-31 00:00:00+00:00,0.0001049999991664663,0.00014400000509340316,0.00010299999848939478,0.00011300000187475234,22654,0.0,0.0
2024-08-01 00:00:00+00:00,0.00011300000187475234,0.00016500000492669642,0.00011300000187475234,0.0001289999927394092,23182,0.0,0.0
2024-08-02 00:00:00+00:00,0.00012799999967683107,0.0002610000083222985,0.00012799999967683107,0.00014000000373926014,99932,0.0,0.0
2024-08-03 00:00:00+00:00,0.00014000000373926014,0.0002119999990100041,0.0001320000010309741,0.00018200000340584666,41943,0.0,0.0
2024-08-04 00:00:00+00:00,0.00018200000340584666,0.0002739999908953905,0.00017100000695791095,0.0002119999990100041,47397,0.0,0.0
2024-08-05 00:00:00+00:00,0.00022000000171829015,0.00026500000967644155,0.00017499999376013875,0.00020300000323913991,36428,0.0,0.0
2024-08-06 00:00:00+00:00,0.00020300000323913991,0.00022699999681208283,0.00019700000120792538,0.00021399999968707561,15711,0.0,0.0
2024-08-07 00:00:00+00:00,0.0002119999990100041,0.0002119999990100041,0.00015900000289548188,0.00016199999663513154,23486,0.0,0.0
