TIMESTAMP,PEOPLE32079_OPEN_PRICE_USD,PEOPLE32079_HIGH_PRICE_USD,PEOPLE32079_LOW_PRICE_USD,PEOPLE32079_CLOSE_PRICE_USD,PEOPLE32079_VOLUME_USD,PEOPLE32079_DIVIDENDS_USD,PEOPLE32079_STOCK_SPLITS_USD
2024-07-05 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,108398,0.0,0.0
2024-07-06 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,233116,0.0,0.0
2024-07-07 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,229126,0.0,0.0
2024-07-08 00:00:00+00:00,3.000000106112566e-06,7.999999979801942e-06,3.000000106112566e-06,7.000000096013537e-06,248292,0.0,0.0
2024-07-09 00:00:00+00:00,7.000000096013537e-06,1.9999999494757503e-05,7.000000096013537e-06,1.8999999156221747e-05,173915,0.0,0.0
2024-07-10 00:00:00+00:00,1.8999999156221747e-05,4.8999998398358e-05,1.5999999959603883e-05,4.70000013592653e-05,297699,0.0,0.0
2024-07-11 00:00:00+00:00,4.70000013592653e-05,9.699999645818025e-05,4.70000013592653e-05,9.500000305706635e-05,324827,0.0,0.0
2024-07-12 00:00:00+00:00,9.699999645818025e-05,0.0002280000044265762,9.600000339560211e-05,0.0002280000044265762,313389,0.0,0.0
2024-07-13 00:00:00+00:00,0.0002280000044265762,0.0005380000220611691,0.00022699999681208283,0.0005339999916031957,284927,0.0,0.0
2024-07-14 00:00:00+00:00,0.0005290000117383897,0.0005929999751970172,3.000000106112566e-06,3.000000106112566e-06,323042,0.0,0.0
2024-07-15 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,318231,0.0,0.0
2024-07-16 00:00:00+00:00,3.000000106112566e-06,7.000000096013537e-06,3.000000106112566e-06,6.000000212225132e-06,413768,0.0,0.0
2024-07-17 00:00:00+00:00,6.000000212225132e-06,1.2000000424450263e-05,6.000000212225132e-06,1.2000000424450263e-05,431680,0.0,0.0
2024-07-18 00:00:00+00:00,1.2000000424450263e-05,3.199999991920777e-05,1.2000000424450263e-05,2.9999999242136255e-05,396562,0.0,0.0
2024-07-19 00:00:00+00:00,2.9999999242136255e-05,5.2999999752501026e-05,2.9999999242136255e-05,5.0999999075429514e-05,358081,0.0,0.0
2024-07-20 00:00:00+00:00,5.0999999075429514e-05,0.00010099999781232327,4.8999998398358e-05,9.600000339560211e-05,418291,0.0,0.0
2024-07-21 00:00:00+00:00,9.600000339560211e-05,0.00021100000594742596,9.200000204145908e-05,0.00019700000120792538,436181,0.0,0.0
2024-07-22 00:00:00+00:00,0.00020199999562464654,0.000455000001238659,0.00017499999376013875,0.00044299999717622995,406785,0.0,0.0
2024-07-23 00:00:00+00:00,0.00044299999717622995,0.00101500004529953,0.00044299999717622995,0.0009580000187270343,312027,0.0,0.0
2024-07-24 00:00:00+00:00,0.0009580000187270343,0.0015820000553503633,2.2000000171829015e-05,2.2000000171829015e-05,368293,0.0,0.0
2024-07-25 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.9999999949504854e-06,1.9999999949504854e-06,246152,0.0,0.0
2024-07-26 00:00:00+00:00,1.9999999949504854e-06,6.000000212225132e-06,1.9999999949504854e-06,6.000000212225132e-06,284330,0.0,0.0
2024-07-27 00:00:00+00:00,6.000000212225132e-06,1.1000000085914508e-05,4.999999873689376e-06,1.1000000085914508e-05,251507,0.0,0.0
2024-07-28 00:00:00+00:00,1.1000000085914508e-05,2.499999936844688e-05,1.1000000085914508e-05,2.499999936844688e-05,370760,0.0,0.0
2024-07-29 00:00:00+00:00,2.499999936844688e-05,5.700000110664405e-05,2.300000051036477e-05,5.2999999752501026e-05,323909,0.0,0.0
2024-07-30 00:00:00+00:00,5.2999999752501026e-05,0.00014099999680183828,5.2999999752501026e-05,0.00014000000373926014,377353,0.0,0.0
2024-07-31 00:00:00+00:00,0.00014000000373926014,0.0004419999895617366,0.00013000000035390258,0.00043399998685345054,374653,0.0,0.0
2024-08-01 00:00:00+00:00,0.00043399998685345054,0.0013139999937266111,0.0004149999876972288,0.0012740000383928418,416888,0.0,0.0
2024-08-02 00:00:00+00:00,0.0012809999752789736,0.0029539999086409807,0.0012199999764561653,0.002698000054806471,368462,0.0,0.0
2024-08-03 00:00:00+00:00,0.002698000054806471,0.0052200001664459705,0.0025279999244958162,0.004813000094145536,287464,0.0,0.0
2024-08-04 00:00:00+00:00,0.004813000094145536,0.009800000116229057,0.004788000136613846,0.009758999571204185,308585,0.0,0.0
2024-08-05 00:00:00+00:00,0.010480999946594238,0.03339200094342232,0.010480999946594238,0.032290998846292496,281074,0.0,0.0
2024-08-06 00:00:00+00:00,0.032290998846292496,0.04071100056171417,0.0020000000949949026,0.0020469999872148037,230282,0.0,0.0
2024-08-07 00:00:00+00:00,0.0018820000113919377,0.00190100003965199,3.400000059627928e-05,3.400000059627928e-05,263550,0.0,0.0
