TIMESTAMP,FLUFFYS_OPEN_PRICE_USD,FLUFFYS_HIGH_PRICE_USD,FLUFFYS_LOW_PRICE_USD,FLUFFYS_CLOSE_PRICE_USD,FLUFFYS_VOLUME_USD,FLUFFYS_DIVIDENDS_USD,FLUFFYS_STOCK_SPLITS_USD
2024-04-30 00:00:00+00:00,0.013836000114679337,0.01496300008147955,0.012312999926507473,0.014701999723911285,1649204,0.0,0.0
2024-05-01 00:00:00+00:00,0.014701999723911285,0.01472300011664629,0.008577999658882618,0.00991899985820055,896747,0.0,0.0
2024-05-02 00:00:00+00:00,0.009914999827742577,0.011699000373482704,0.007133000064641237,0.009496999904513359,1030569,0.0,0.0
2024-05-03 00:00:00+00:00,0.009430999867618084,0.011064999736845493,0.00887999963015318,0.010665000416338444,682943,0.0,0.0
2024-05-04 00:00:00+00:00,0.010240999981760979,0.010356999933719635,0.006994999945163727,0.0069969999603927135,566797,0.0,0.0
2024-05-05 00:00:00+00:00,0.006674000062048435,0.007114000152796507,0.005171000026166439,0.005588000174611807,606868,0.0,0.0
2024-05-06 00:00:00+00:00,0.0056050000712275505,0.007147999946027994,0.005439000204205513,0.005890000145882368,381845,0.0,0.0
2024-05-07 00:00:00+00:00,0.005890000145882368,0.005979000125080347,0.0051009999588131905,0.0051830001175403595,275565,0.0,0.0
2024-05-08 00:00:00+00:00,0.004772999789565802,0.004774000030010939,0.004126999992877245,0.004153999965637922,158219,0.0,0.0
2024-05-09 00:00:00+00:00,0.004153999965637922,0.004217000212520361,0.0036899999249726534,0.00405499991029501,178239,0.0,0.0
2024-05-10 00:00:00+00:00,0.00405499991029501,0.00405499991029501,0.0035099999513477087,0.0035429999697953463,179180,0.0,0.0
2024-05-11 00:00:00+00:00,0.003561000106856227,0.0036120000295341015,0.00305499997921288,0.0031759999692440033,249010,0.0,0.0
2024-05-12 00:00:00+00:00,0.003189000068232417,0.004912999924272299,0.003186000045388937,0.004304000176489353,505274,0.0,0.0
2024-05-13 00:00:00+00:00,0.004379000049084425,0.004588000010699034,0.0034169999416917562,0.0034310000482946634,220968,0.0,0.0
2024-05-14 00:00:00+00:00,0.003452999982982874,0.003496000077575445,0.002672000089660287,0.0029219998978078365,204219,0.0,0.0
2024-05-15 00:00:00+00:00,0.0029170000925660133,0.0033889999613165855,0.0028510000556707382,0.0033050000201910734,215470,0.0,0.0
2024-05-16 00:00:00+00:00,0.0033539999276399612,0.004271000158041716,0.0033309999853372574,0.003973999992012978,290500,0.0,0.0
2024-05-17 00:00:00+00:00,0.0039610001258552074,0.004240000154823065,0.0037120000924915075,0.004056000150740147,210865,0.0,0.0
2024-05-18 00:00:00+00:00,0.004091000184416771,0.004246999975293875,0.003335000015795231,0.003963999915868044,229096,0.0,0.0
2024-05-19 00:00:00+00:00,0.003765000030398369,0.0037819999270141125,0.0033009999897331,0.0033100000582635403,162368,0.0,0.0
2024-05-20 00:00:00+00:00,0.0032919999212026596,0.003792000003159046,0.0032510000746697187,0.0037400000728666782,145103,0.0,0.0
2024-05-21 00:00:00+00:00,0.0037400000728666782,0.003806999884545803,0.0032079999800771475,0.003317000111564994,137893,0.0,0.0
